filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain
glass_breaking__fsd50k__dev__233607__0092__r0__aug0.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,e1cb4983a5e93c56d3b8b917f5a3ecc8b5cff0bc80a3fc1d0bcd04b96ef61f54,0,0.147188,44100,1.0,451,position_only,0.183784,0.0,1.0,,,1.0,,,,,,0.89141416
glass_breaking__fsd50k__dev__233607__0092__r0__aug1.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,9f68527b59d03d43b7157708b55d8c4a3323185c3057c5e1459bcc6f97d53434,1,0.147188,44100,1.0,451,position_gain,0.217054,4.6683,1.0,,,1.0,,,,,,0.52079238
glass_breaking__fsd50k__dev__233607__0092__r0__aug2.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,b4d0c17b3e463264ad5722549d025529b08bbb071233559a1c216cf54d305e55,2,0.147188,44100,1.0,451,position_gain_background,0.327573,-7.4649,1.0,,,1.0,13.778,1.35358116,3-166125-B-23.wav,breathing,esc50:166125,1.0
glass_breaking__fsd50k__dev__233607__0092__r0__aug3.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,4cdd91af73c3086fc7eef7ee0b22a018af36d4b0754265a560e4b538e237a298,3,0.147188,44100,1.0,451,position_filter_background,0.270799,-4.3859,1.0,158.475,7212.122,1.0,21.509,2.49699024,3-154781-A-32.wav,keyboard_typing,esc50:154781,1.0
glass_breaking__fsd50k__dev__233607__0092__r0__aug4.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,59bc5a7befaefee0cb15e1fc168dd079e6ce5e683c13ab45041172218a7de4bd,4,0.147188,44100,1.0,451,position_speed_gain,0.311936,2.3256,1.021892,,,1.0,,,,,,0.60737424
glass_breaking__fsd50k__dev__233607__0092__r0__aug5.wav,glass_breaking,FSD50K,233607,freesound:233607,glass_breaking__fsd50k__dev__233607__0092__r0.wav,923385d5aa7d0fa019250cb1038986647ef600aa4d3961f85219783c98a51e60,e1667015a7a528fb2f3973bb9489aba56179670d83e0df7d48f4d7f5f7aefe21,5,0.147188,44100,1.0,451,position_compression_background,0.219627,-5.0126,1.0,,,1.35809,21.6623,1.04615658,3-170383-A-38.wav,clock_tick,esc50:170383,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug0.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,5071c4830f25b166738543a3a559131fb39369647f43ab5d834e0ed1d9d27fa1,0,0.336757,44100,1.0,451,position_only,0.345765,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug1.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,2dc9720e1704680dc0b5838045f4ecbfe0c19f8a13ec0f6bf8c3e78d23bc4113,1,0.336757,44100,1.0,451,position_gain,0.147975,0.5146,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug2.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,653f852102205083e49a9f6b8373834ea9fe0c1c332b1ea000907f43eb4ffbe7,2,0.336757,44100,1.0,451,position_gain_background,0.244415,-3.0431,1.0,,,1.0,14.9293,0.21912202,2-118817-A-32.wav,keyboard_typing,esc50:118817,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug3.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,a2d8aa58ad115f27723bb92fbe2846d59e9bb7e29604c878f97c821a84b001cf,3,0.336757,44100,1.0,451,position_filter_background,0.219024,-8.6338,1.0,87.313,5981.097,1.0,21.3628,0.12878109,3-154781-A-32.wav,keyboard_typing,esc50:154781,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug4.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,f33708bf8297b1c449a7df2a572b12d58cff51ec03ed3c3439b729c16adbcb77,4,0.336757,44100,1.0,451,position_speed_gain,0.140704,-6.5973,0.966021,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__245167__0054__r0__aug5.wav,glass_breaking,FSD50K,245167,freesound:245167,glass_breaking__fsd50k__dev__245167__0054__r0.wav,266bf54ce5ffe509bc3942af464339a7980c3e783d9c2005c8c07a1ba35f0770,13ba42cfc0b45b289cbfba825bd8e37f5f133d72a65f3264034ede904ff3f063,5,0.336757,44100,1.0,451,position_compression_background,0.172582,1.4547,1.0,,,1.59693,24.2991,0.11756457,3-171041-A-38.wav,clock_tick,esc50:171041,0.91988885
glass_breaking__fsd50k__dev__246273__0095__r0__aug0.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,72ba4578635b49aae08aab31b8f835bff88942d0867ce89384a8fa13efeea9f5,0,3.838798,44100,1.0,451,position_only,0.326172,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__246273__0095__r0__aug1.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,d4f5e9d737253ba3a87169a5fa5dc417bc45d6a35955b06b21997189d8ccec03,1,3.838798,44100,1.0,451,position_gain,0.141294,3.7922,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__246273__0095__r0__aug2.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,fcaec09d8f228b13c104d3d417d1412dd6dac1e644e239e13293f721c44a9189,2,3.838798,44100,1.0,451,position_gain_background,0.201867,-9.879,1.0,,,1.0,16.3948,0.00996584,3-151273-A-35.wav,washing_machine,esc50:151273,1.0
glass_breaking__fsd50k__dev__246273__0095__r0__aug3.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,96e873883ad9c0e4546569cbd1a07b352e4efd022723db92e5c8beb5640007ae,3,3.838798,44100,1.0,451,position_filter_background,0.163034,-5.4098,1.0,242.98,5769.877,1.0,18.3081,0.00668305,1-27165-A-35.wav,washing_machine,esc50:27165,1.0
glass_breaking__fsd50k__dev__246273__0095__r0__aug4.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,4a9ea9755bf58ca709148d090d2f5072022a93b4583ff2e924227121c89a7329,4,3.838798,44100,1.0,451,position_speed_gain,0.312144,-3.399,1.004806,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__246273__0095__r0__aug5.wav,glass_breaking,FSD50K,246273,freesound:246273,glass_breaking__fsd50k__dev__246273__0095__r0.wav,a40682ea0591cb0655351276468dfef3dfb5cb05116422886015afc5309f81a0,e699d294428d1f1fbc2b00b5d41816d57c3b1fa9f468bb518ab67820b5520599,5,3.838798,44100,1.0,451,position_compression_background,0.214185,4.1244,1.0,,,1.61099,24.7847,0.00742459,3-188726-A-35.wav,washing_machine,esc50:188726,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug0.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,3bc14f7eb3b8f3e11685c84b3bf1fbe9bce489f1f66a219fcd484a4077ea119b,0,0.371678,44100,1.0,451,position_only,0.265867,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug1.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,794b925bd2f262a8f3b197b1ae25eb3819f2911979a13eddc4608629b9783fa3,1,0.371678,44100,1.0,451,position_gain,0.209878,-0.5628,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug2.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,2b4bc67c5120e324da93c83a40d2a548c8077e41cb0798d466b9dda97c56dda1,2,0.371678,44100,1.0,451,position_gain_background,0.332946,4.6332,1.0,,,1.0,13.4584,0.22063197,2-132157-A-11.wav,sea_waves,esc50:132157,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug3.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,56d51a35b081684d0686dc277a4f77a22d0db6ebb2bb25217d441581970420ae,3,0.371678,44100,1.0,451,position_filter_background,0.271452,-6.3824,1.0,161.251,5932.163,1.0,11.0984,0.08821665,1-79711-A-32.wav,keyboard_typing,esc50:79711,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug4.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,7842251061ea4f2030c275ded9a8e7c1b8018230859c0520ff09a942e6c493d3,4,0.371678,44100,1.0,451,position_speed_gain,0.134198,-6.8241,0.997508,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250709__0052__r0__aug5.wav,glass_breaking,FSD50K,250709,freesound:250709,glass_breaking__fsd50k__dev__250709__0052__r0.wav,c2db8bfdc93d4fa23677ea37af814a26c4ce3a7c9a7569990774e650358780d0,38854c5615ca024c4fbea0ea0041e3133d31a08ededa9f63da832341ce7a69ae,5,0.371678,44100,1.0,451,position_compression_background,0.24503,-11.3415,1.0,,,1.36844,20.0673,0.02075983,2-140147-A-38.wav,clock_tick,esc50:140147,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug0.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,f6a4d4ba1dd563466c77c5e2e217330dc33179e558c2cb1db78e572fd1727368,0,0.750816,44100,1.0,451,position_only,0.119448,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug1.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,11a11ade3783d06c5ef0feb8e11848a4e3864f079c3247f73249221d681b899c,1,0.750816,44100,1.0,451,position_gain,0.241374,-0.4576,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug2.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,c800fb90096b9b229e62c729c7b870bc9a94227bde8986faad3e22e473c2b80f,2,0.750816,44100,1.0,451,position_gain_background,0.284545,-7.7131,1.0,,,1.0,12.6934,0.03073238,1-39901-B-11.wav,sea_waves,esc50:39901,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug3.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,3bae9ed5bca210e44fa77dab2d560eb128510320a9710b04b4667b32a76df060,3,0.750816,44100,1.0,451,position_filter_background,0.263766,-1.1185,1.0,180.292,7630.028,1.0,14.2578,0.08736541,2-118459-B-32.wav,keyboard_typing,esc50:118459,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug4.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,58a6a7bb26e96df761fe30095aa36bde49a0280211add8caec540a80699933c1,4,0.750816,44100,1.0,451,position_speed_gain,0.228268,0.7026,0.963421,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__250710__0094__r0__aug5.wav,glass_breaking,FSD50K,250710,freesound:250710,glass_breaking__fsd50k__dev__250710__0094__r0.wav,2bda463afd8690f0a133eb0d9807c41ae94a00c3e950724ec7d0c8ceaf2e3389,636bc809aec41902b5ea0c72db6cbec60535742c2c332582f10f0bd7a7ff3927,5,0.750816,44100,1.0,451,position_compression_background,0.18688,3.5314,1.0,,,1.20131,23.5742,0.35121718,1-35687-A-38.wav,clock_tick,esc50:35687,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug0.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,3e0e7637d10a87fcb1fb0cf085b14cff60a2fbab2276765073bcdb34736f0d33,0,1.66873,44100,1.0,451,position_only,0.315997,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug1.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,789cfda1ba30f39e2e1f67c4c386f74e7787e10bae7936f8fb0ef1b200ec4600,1,1.66873,44100,1.0,451,position_gain,0.27057,-8.9769,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug2.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,1621b8ec1bc0afc77332d0b0011394782cbbe5fef9c4cdfb426041f010883a4e,2,1.66873,44100,1.0,451,position_gain_background,0.254909,0.549,1.0,,,1.0,20.0234,0.01988241,2-102567-C-35.wav,washing_machine,esc50:102567,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug3.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,ea18ea269d98e8dbba0b20bf7ea6a2496985d49fce8ab3ea5d406d4fbb69b7b1,3,1.66873,44100,1.0,451,position_filter_background,0.147566,-0.1218,1.0,198.022,6819.023,1.0,13.6405,0.02800297,1-32373-B-35.wav,washing_machine,esc50:32373,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug4.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,a66530e785aa9f3dd5c389f27f3716b282e8659a1975f9a5fac8dec5a5ed6826,4,1.66873,44100,1.0,451,position_speed_gain,0.307423,-4.3487,0.966118,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254721__0186__r0__aug5.wav,glass_breaking,FSD50K,254721,freesound:254721,glass_breaking__fsd50k__dev__254721__0186__r0.wav,d8ceea6e40767073b26fd6caf2ec0ec8f5e0aac2a7bb488a230709054517820f,d3551a27d642d653cae2998855fdc5348075e0d46bbb165f16ce784b9c589215,5,1.66873,44100,1.0,451,position_compression_background,0.252287,-10.4905,1.0,,,1.20962,11.0328,0.02170713,1-43760-A-11.wav,sea_waves,esc50:43760,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug0.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,db9d4436bf21ab47e9508fb745fd2c186f191aa18ed581a933eedc5cfc13398b,0,7.510454,44100,1.0,451,position_only,0.175556,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug1.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,4ecbf3a9b382dcfb24b9664c32d3326af038f4e88f0cdb6b499d786ee404279f,1,7.510454,44100,1.0,451,position_gain,0.231883,4.8666,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug2.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,0a78d3196ebf848142f294aaaf592ad95db5a7e272f7557baec21ea5e05f9025,2,7.510454,44100,1.0,451,position_gain_background,0.270739,-3.8449,1.0,,,1.0,23.6484,0.08590331,2-98392-A-23.wav,breathing,esc50:98392,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug3.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,bdd516403a7ae2809bc7dd39f11a5438b017910a16a5906939df52a5f392528f,3,7.510454,44100,1.0,451,position_filter_background,0.197891,2.2989,1.0,90.869,6151.364,1.0,17.4408,0.02541012,1-27166-A-35.wav,washing_machine,esc50:27166,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug4.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,ae2b716b49e1b1fda3a48143d73a0f94d668a365d38bfb14923da4eabe7e59e8,4,7.510454,44100,1.0,451,position_speed_gain,0.126351,3.2997,0.969373,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__254993__0129__r0__aug5.wav,glass_breaking,FSD50K,254993,freesound:254993,glass_breaking__fsd50k__dev__254993__0129__r0.wav,80c35078e07814f53786167bb2185c9899cb80b8738e9cbe0a8e9d40fe8e47ef,feb0d9a04c1d81b2b046f14b4b38a574258bfce5333bc2b7c538dc6a97448ff5,5,7.510454,44100,1.0,451,position_compression_background,0.220658,-10.7311,1.0,,,1.57738,21.7382,0.00710639,2-102852-A-11.wav,sea_waves,esc50:102852,1.0
glass_breaking__fsd50k__dev__255114__0059__r0__aug0.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,7eef934ee40a559b9866c94d5d82f32c277baa0bea3ea4fa48eacaac106342de,0,0.192086,44100,1.0,451,position_only,0.135606,0.0,1.0,,,1.0,,,,,,0.99031912
glass_breaking__fsd50k__dev__255114__0059__r0__aug1.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,42856d16f2c6d0b57d122c65b712509ff249f7ae75e01b6b5c5f7e8cae0f83ef,1,0.192086,44100,1.0,451,position_gain,0.17673,-10.3547,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__255114__0059__r0__aug2.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,142995a21febf5094c905f9ecf4b6a140cbce8aa7fa8a170d39f0aa720440979,2,0.192086,44100,1.0,451,position_gain_background,0.352359,-11.0198,1.0,,,1.0,20.6696,0.40851899,1-36402-A-23.wav,breathing,esc50:36402,1.0
glass_breaking__fsd50k__dev__255114__0059__r0__aug3.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,55676159dbb9e0d311cdca004cc204ed4bdfca328f55ef4ea4fc299836a6ec2a,3,0.192086,44100,1.0,451,position_filter_background,0.269255,4.7733,1.0,92.329,6986.478,1.0,12.4002,10.48841435,1-94231-A-32.wav,keyboard_typing,esc50:94231,0.49524723
glass_breaking__fsd50k__dev__255114__0059__r0__aug4.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,810d79550ba230af1443c0b27ab4289dd019aa6484ad15d1deeca2132fb93210,4,0.192086,44100,1.0,451,position_speed_gain,0.312788,-10.6004,0.999312,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__255114__0059__r0__aug5.wav,glass_breaking,FSD50K,255114,freesound:255114,glass_breaking__fsd50k__dev__255114__0059__r0.wav,f01bc033c28a9bb85c9d0425cbe9e23f43500527b8ce06459b8754c8f97510ec,3a95b3bcb5778d67c0d24eed3490e698948ea692d6516c235c9662b1a69b1a34,5,0.192086,44100,1.0,451,position_compression_background,0.123933,-11.9892,1.0,,,1.56083,16.2921,0.02968729,3-151273-A-35.wav,washing_machine,esc50:151273,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug0.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,4d00426df856687ce498bc43fec6d8a19dbce6316a28b2e1de7b5af32d90bcf4,0,0.396621,44100,1.0,451,position_only,0.346802,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug1.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,a5e30c3c4810326d26f6a5f03e02f1fda8a42ee2c792a3f7061113d6de4992db,1,0.396621,44100,1.0,451,position_gain,0.318188,-0.6115,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug2.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,7f5935e428f1c0611d4538f7e6176209d995ac60a62441401858eb498843d433,2,0.396621,44100,1.0,451,position_gain_background,0.120947,-11.1523,1.0,,,1.0,22.0952,0.0534697,3-144128-A-23.wav,breathing,esc50:144128,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug3.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,247d1c5755b1fd0dd1606fcc6751853f8f3ab55abb146b2f634e9916bbedd99e,3,0.396621,44100,1.0,451,position_filter_background,0.242806,-9.7627,1.0,212.14,6756.017,1.0,18.8005,0.01395081,3-155642-B-11.wav,sea_waves,esc50:155642,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug4.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,ec1715a652a10862a842a814d8621f7ca232fc9e3e6e9e067c6c94df5f4bc961,4,0.396621,44100,1.0,451,position_speed_gain,0.107861,-8.0699,1.026805,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__256993__0152__r0__aug5.wav,glass_breaking,FSD50K,256993,freesound:256993,glass_breaking__fsd50k__dev__256993__0152__r0.wav,ed8be5818dc5b689e158ed7cbdabba4b0db06c1bedb2d97f49596659b580b9cb,3c94696cafe1c0c8fd8e07050dedd6e7ea3234436c593610c790b0794cfc1111,5,0.396621,44100,1.0,451,position_compression_background,0.227366,-0.3169,1.0,,,1.47057,16.5315,0.08390586,1-91359-B-11.wav,sea_waves,esc50:91359,1.0
glass_breaking__fsd50k__dev__257496__0169__r0__aug0.wav,glass_breaking,FSD50K,257496,freesound:257496,glass_breaking__fsd50k__dev__257496__0169__r0.wav,4dee1dc58ea174e156e9e3252a1dc52fb6513e6dec5abf689819090061c0dcfa,c81539eec1c97037f90e9594e21be03cbfea25ccf9ca61abbf7120d7e579ba89,0,0.910454,44100,1.0,451,position_only,0.202201,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__257496__0169__r0__aug1.wav,glass_breaking,FSD50K,257496,freesound:257496,glass_breaking__fsd50k__dev__257496__0169__r0.wav,4dee1dc58ea174e156e9e3252a1dc52fb6513e6dec5abf689819090061c0dcfa,2363c4a48c7c98c2ab800d6d6387937135c75b73d8b5626ca36e0f05d88c4628,1,0.910454,44100,1.0,451,position_gain,0.237681,-11.91,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__257496__0169__r0__aug2.wav,glass_breaking,FSD50K,257496,freesound:257496,glass_breaking__fsd50k__dev__257496__0169__r0.wav,4dee1dc58ea174e156e9e3252a1dc52fb6513e6dec5abf689819090061c0dcfa,008b6182f0f11913e1b082a62f170efc939c0fac36649a90c274e1f4ce9df6c2,2,0.910454,44100,1.0,451,position_gain_background,0.191861,-3.651,1.0,,,1.0,13.3443,0.45647367,2-109316-A-32.wav,keyboard_typing,esc50:109316,1.0
glass_breaking__fsd50k__dev__257496__0169__r0__aug3.wav,glass_breaking,FSD50K,257496,freesound:257496,glass_breaking__fsd50k__dev__257496__0169__r0.wav,4dee1dc58ea174e156e9e3252a1dc52fb6513e6dec5abf689819090061c0dcfa,b5af2e92d30ff65df6adeb1508f6d0d126575752426773265a4c58b4aa0d3dd9,3,0.910454,44100,1.0,451,position_filter_background,0.163073,-1.1843,1.0,216.586,6263.87,1.0,13.2371,1.4997825,3-155568-A-32.wav,keyboard_typing,esc50:155568,1.0
