dataset_role,filename,category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels,source_title,source_uploader,license_url,selection_reason,source_group
train,glass_breaking__fsd50k__dev__368350__0130__r0.wav,glass_breaking,,FSD50K,dev,368350,368350.wav,"Shatter,Glass",Glass Hit (23).wav,JohanDeecke,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:368350
train,glass_breaking__fsd50k__dev__368354__0065__r0.wav,glass_breaking,,FSD50K,dev,368354,368354.wav,"Shatter,Glass",Glass Hit (5).wav,JohanDeecke,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:368354
train,glass_breaking__fsd50k__dev__368905__0084__r0.wav,glass_breaking,,FSD50K,dev,368905,368905.wav,"Shatter,Glass",121 - Acoustic Memory - ShufflingBrokenGlass_002.wav,AcousticMemory,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:368905
train,glass_breaking__fsd50k__dev__368944__0040__r0.wav,glass_breaking,,FSD50K,dev,368944,368944.wav,"Shatter,Glass",118 - Acoustic Memory - BreakingBeerBottle32ozMickeysWithHammer_002.wav,AcousticMemory,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:368944
train,glass_breaking__fsd50k__dev__378285__0063__r0.wav,glass_breaking,,FSD50K,dev,378285,378285.wav,"Shatter,Glass",destruction of bottle.wav,13GPanska_Langerova_Lucie,http://creativecommons.org/publicdomain/zero/1.0/,explicit_AudioSet_Shatter_label,freesound:378285
train,glass_breaking__fsd50k__dev__378289__0102__r0.wav,glass_breaking,,FSD50K,dev,378289,378289.wav,"Shatter,Glass",destruction of light bulb.wav,13GPanska_Langerova_Lucie,http://creativecommons.org/publicdomain/zero/1.0/,explicit_AudioSet_Shatter_label,freesound:378289
train,glass_breaking__fsd50k__dev__383978__0036__r0.wav,glass_breaking,,FSD50K,dev,383978,383978.wav,"Shatter,Glass",bottle break,ChrisReierson,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:383978
train,glass_breaking__fsd50k__dev__383988__0141__r0.wav,glass_breaking,,FSD50K,dev,383988,383988.wav,"Shatter,Glass",glass and scrap metal trash hit,ChrisReierson,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:383988
train,glass_breaking__fsd50k__dev__387349__0060__r0.wav,glass_breaking,,FSD50K,dev,387349,387349.wav,"Shatter,Glass",Powerful Crush,CosmicEmbers,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:387349
train,glass_breaking__fsd50k__dev__389793__0098__r0.wav,glass_breaking,,FSD50K,dev,389793,389793.wav,"Shatter,Glass",Breaking Glass Window.wav,krnash,http://creativecommons.org/publicdomain/zero/1.0/,explicit_AudioSet_Shatter_label,freesound:389793
train,glass_breaking__fsd50k__dev__389804__0057__r0.wav,glass_breaking,,FSD50K,dev,389804,389804.wav,"Shatter,Glass",Shattering Glass.wav,krnash,http://creativecommons.org/publicdomain/zero/1.0/,explicit_AudioSet_Shatter_label,freesound:389804
train,glass_breaking__fsd50k__dev__390705__0157__r0.wav,glass_breaking,,FSD50K,dev,390705,390705.wav,"Shatter,Glass",Breaking Glass 15.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390705
train,glass_breaking__fsd50k__dev__390707__0191__r0.wav,glass_breaking,,FSD50K,dev,390707,390707.wav,"Shatter,Glass",Breaking Glass 13.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390707
train,glass_breaking__fsd50k__dev__390708__0108__r0.wav,glass_breaking,,FSD50K,dev,390708,390708.wav,"Shatter,Glass",Breaking Glass 18.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390708
train,glass_breaking__fsd50k__dev__390721__0072__r0.wav,glass_breaking,,FSD50K,dev,390721,390721.wav,"Shatter,Glass",Breaking Glass 2.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390721
train,glass_breaking__fsd50k__dev__390722__0174__r0.wav,glass_breaking,,FSD50K,dev,390722,390722.wav,"Shatter,Glass",Breaking Glass 19.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390722
train,glass_breaking__fsd50k__dev__390723__0134__r0.wav,glass_breaking,,FSD50K,dev,390723,390723.wav,"Shatter,Glass",Breaking Glass 25.mp3,FunWithSound,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:390723
train,glass_breaking__fsd50k__dev__406256__0115__r0.wav,glass_breaking,,FSD50K,dev,406256,406256.wav,"Shatter,Glass",bottle break outside (pseudo-stereo edit),ChrisReierson,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:406256
train,glass_breaking__fsd50k__dev__406257__0081__r0.wav,glass_breaking,,FSD50K,dev,406257,406257.wav,"Shatter,Glass",bottle break outside,ChrisReierson,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:406257
train,glass_breaking__fsd50k__dev__42900__0161__r0.wav,glass_breaking,,FSD50K,dev,42900,42900.wav,"Shatter,Glass",glass break 2.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42900
train,glass_breaking__fsd50k__dev__42901__0034__r0.wav,glass_breaking,,FSD50K,dev,42901,42901.wav,"Shatter,Glass",glass break 3.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42901
train,glass_breaking__fsd50k__dev__42902__0178__r0.wav,glass_breaking,,FSD50K,dev,42902,42902.wav,"Shatter,Glass",glass break 4.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42902
train,glass_breaking__fsd50k__dev__42904__0139__r0.wav,glass_breaking,,FSD50K,dev,42904,42904.wav,"Shatter,Glass",glass break.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42904
train,glass_breaking__fsd50k__dev__42906__0079__r0.wav,glass_breaking,,FSD50K,dev,42906,42906.wav,"Shatter,Glass",large light bulb break.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42906
train,glass_breaking__fsd50k__dev__42907__0113__r0.wav,glass_breaking,,FSD50K,dev,42907,42907.wav,"Shatter,Glass",wine glass break.wav,FreqMan,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:42907
train,glass_breaking__fsd50k__dev__434439__0173__r0.wav,glass_breaking,,FSD50K,dev,434439,434439.wav,"Shatter,Crushing,Glass",Glass Smash 10,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434439
train,glass_breaking__fsd50k__dev__434440__0133__r0.wav,glass_breaking,,FSD50K,dev,434440,434440.wav,"Shatter,Crushing,Glass",Glass Smash 1,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434440
train,glass_breaking__fsd50k__dev__434441__0024__r0.wav,glass_breaking,,FSD50K,dev,434441,434441.wav,"Shatter,Crushing,Glass",Glass Smash 2,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434441
train,glass_breaking__fsd50k__dev__434443__0190__r0.wav,glass_breaking,,FSD50K,dev,434443,434443.wav,"Shatter,Crushing,Glass",Glass Smash 14,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434443
train,glass_breaking__fsd50k__dev__434444__0071__r0.wav,glass_breaking,,FSD50K,dev,434444,434444.wav,"Shatter,Crushing,Glass",Glass Smash 13,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434444
train,glass_breaking__fsd50k__dev__434446__0107__r0.wav,glass_breaking,,FSD50K,dev,434446,434446.wav,"Shatter,Crushing,Glass",Glass Smash 3,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434446
train,glass_breaking__fsd50k__dev__434451__0156__r0.wav,glass_breaking,,FSD50K,dev,434451,434451.wav,"Shatter,Crushing,Glass",Glass Smash 9,MysteryPancake,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:434451
train,glass_breaking__fsd50k__dev__65902__0056__r0.wav,glass_breaking,,FSD50K,dev,65902,65902.wav,"Shatter,Glass",break-wine-glass.wav,BristolStories,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:65902
train,glass_breaking__fsd50k__dev__65918__0097__r0.wav,glass_breaking,,FSD50K,dev,65918,65918.wav,"Shatter,Glass",wine-glass-bits-hit.wav,BristolStories,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:65918
train,glass_breaking__fsd50k__dev__66519__0064__r0.wav,glass_breaking,,FSD50K,dev,66519,66519.wav,"Shatter,Glass",breaking_a_bottle_no1.wav,Connum,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:66519
train,glass_breaking__fsd50k__dev__66520__0103__r0.wav,glass_breaking,,FSD50K,dev,66520,66520.wav,"Shatter,Glass",breaking_a_bottle_no2.wav,Connum,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:66520
train,glass_breaking__fsd50k__dev__68654__0067__r0.wav,glass_breaking,,FSD50K,dev,68654,68654.wav,"Shatter,Glass",BreakingGlass.wav,mikaelfernstrom,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:68654
train,glass_breaking__fsd50k__dev__71897__0183__r0.wav,glass_breaking,,FSD50K,dev,71897,71897.wav,"Shatter,Glass",je_breaking.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:71897
train,glass_breaking__fsd50k__dev__71947__0124__r0.wav,glass_breaking,,FSD50K,dev,71947,71947.wav,"Shatter,Glass",bm_Glass_Break.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:71947
train,glass_breaking__fsd50k__dev__84704__0148__r0.wav,glass_breaking,,FSD50K,dev,84704,84704.wav,"Shatter,Glass",Glass Break 1.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:84704
train,glass_breaking__fsd50k__dev__85107__0091__r0.wav,glass_breaking,,FSD50K,dev,85107,85107.wav,"Shatter,Glass",JK Bottle Break.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:85107
train,glass_breaking__fsd50k__dev__85168__0166__r0.wav,glass_breaking,,FSD50K,dev,85168,85168.wav,"Shatter,Glass",jf Glass Breaking.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:85168
train,glass_breaking__fsd50k__dev__85184__0049__r0.wav,glass_breaking,,FSD50K,dev,85184,85184.wav,"Shatter,Glass",mp glass break.wav,cmusounddesign,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:85184
train,glass_breaking__fsd50k__dev__88926__0177__r0.wav,glass_breaking,,FSD50K,dev,88926,88926.wav,"Shatter,Glass",los11.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:88926
train,glass_breaking__fsd50k__dev__88931__0112__r0.wav,glass_breaking,,FSD50K,dev,88931,88931.wav,"Shatter,Glass",los16.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:88931
train,glass_breaking__fsd50k__dev__88933__0160__r0.wav,glass_breaking,,FSD50K,dev,88933,88933.wav,"Shatter,Glass",los18.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:88933
train,glass_breaking__fsd50k__dev__88937__0033__r0.wav,glass_breaking,,FSD50K,dev,88937,88937.wav,"Shatter,Glass",los22.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:88937
train,glass_breaking__fsd50k__dev__88950__0138__r0.wav,glass_breaking,,FSD50K,dev,88950,88950.wav,"Shatter,Glass",los35.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:88950
train,glass_breaking__fsd50k__dev__89903__0078__r0.wav,glass_breaking,,FSD50K,dev,89903,89903.wav,"Shatter,Glass",sos17.aif,lsprice,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:89903
train,glass_breaking__fsd50k__dev__92642__0150__r0.wav,glass_breaking,,FSD50K,dev,92642,92642.wav,"Shatter,Glass",Light Bulb Pop.mp3,CGEffex,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:92642
train,glass_breaking__fsd50k__dev__92643__0096__r0.wav,glass_breaking,,FSD50K,dev,92643,92643.wav,"Shatter,Glass",Light Bulb Pops.mp3,CGEffex,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:92643
train,glass_breaking__fsd50k__dev__92644__0127__r0.wav,glass_breaking,,FSD50K,dev,92644,92644.wav,"Shatter,Glass",Light Bulb Tinklings & Breakings.mp3,CGEffex,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:92644
train,glass_breaking__fsd50k__dev__93299__0089__r0.wav,glass_breaking,,FSD50K,dev,93299,93299.wav,"Shatter,Glass",01537 breaking glass 1.wav,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:93299
train,glass_breaking__fsd50k__dev__93449__0047__r0.wav,glass_breaking,,FSD50K,dev,93449,93449.wav,"Shatter,Glass",01539 breaking glass 3.wav,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,explicit_AudioSet_Shatter_label,freesound:93449
train,glass_breaking__fsd50k__dev__93964__0055__r0.wav,glass_breaking,,FSD50K,dev,93964,93964.wav,"Shatter,Glass",Smashing up beer bottles.flac,CGEffex,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:93964
train,glass_breaking__fsd50k__dev__95078__0085__r0.wav,glass_breaking,,FSD50K,dev,95078,95078.wav,"Shatter,Crushing,Boom,Glass,Explosion",THE CRASH.wav,sandyrb,http://creativecommons.org/licenses/by/3.0/,explicit_AudioSet_Shatter_label,freesound:95078
train,gunshot_gunfire__fsd50k__dev__100144__0000__r0.wav,gunshot_gunfire,,FSD50K,dev,100144,100144.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:100144
train,gunshot_gunfire__fsd50k__dev__101961__0001__r0.wav,gunshot_gunfire,,FSD50K,dev,101961,101961.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:101961
train,gunshot_gunfire__fsd50k__dev__101962__0002__r0.wav,gunshot_gunfire,,FSD50K,dev,101962,101962.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:101962
train,gunshot_gunfire__fsd50k__dev__103626__0003__r0.wav,gunshot_gunfire,,FSD50K,dev,103626,103626.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:103626
train,gunshot_gunfire__fsd50k__dev__108043__0004__r0.wav,gunshot_gunfire,,FSD50K,dev,108043,108043.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:108043
train,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,gunshot_gunfire,,FSD50K,dev,108044,108044.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:108044
train,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,gunshot_gunfire,,FSD50K,dev,108045,108045.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:108045
train,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,gunshot_gunfire,,FSD50K,dev,108046,108046.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:108046
train,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,gunshot_gunfire,,FSD50K,dev,108047,108047.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:108047
train,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,gunshot_gunfire,,FSD50K,dev,118450,118450.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:118450
train,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,gunshot_gunfire,,FSD50K,dev,127846,127846.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:127846
train,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,gunshot_gunfire,,FSD50K,dev,128293,128293.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128293
train,gunshot_gunfire__fsd50k__dev__128294__0012__r0.wav,gunshot_gunfire,,FSD50K,dev,128294,128294.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128294
train,gunshot_gunfire__fsd50k__dev__128296__0013__r0.wav,gunshot_gunfire,,FSD50K,dev,128296,128296.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128296
train,gunshot_gunfire__fsd50k__dev__128297__0014__r0.wav,gunshot_gunfire,,FSD50K,dev,128297,128297.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128297
train,gunshot_gunfire__fsd50k__dev__128298__0015__r0.wav,gunshot_gunfire,,FSD50K,dev,128298,128298.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128298
train,gunshot_gunfire__fsd50k__dev__128299__0016__r0.wav,gunshot_gunfire,,FSD50K,dev,128299,128299.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128299
train,gunshot_gunfire__fsd50k__dev__128301__0017__r0.wav,gunshot_gunfire,,FSD50K,dev,128301,128301.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:128301
train,gunshot_gunfire__fsd50k__dev__132551__0018__r0.wav,gunshot_gunfire,,FSD50K,dev,132551,132551.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:132551
train,gunshot_gunfire__fsd50k__dev__136766__0019__r0.wav,gunshot_gunfire,,FSD50K,dev,136766,136766.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:136766
train,gunshot_gunfire__fsd50k__dev__139028__0020__r0.wav,gunshot_gunfire,,FSD50K,dev,139028,139028.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:139028
train,gunshot_gunfire__fsd50k__dev__145206__0021__r0.wav,gunshot_gunfire,,FSD50K,dev,145206,145206.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:145206
train,gunshot_gunfire__fsd50k__dev__145580__0022__r0.wav,gunshot_gunfire,,FSD50K,dev,145580,145580.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:145580
train,gunshot_gunfire__fsd50k__dev__145609__0023__r0.wav,gunshot_gunfire,,FSD50K,dev,145609,145609.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:145609
train,gunshot_gunfire__fsd50k__dev__148828__0024__r0.wav,gunshot_gunfire,,FSD50K,dev,148828,148828.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148828
train,gunshot_gunfire__fsd50k__dev__148831__0025__r0.wav,gunshot_gunfire,,FSD50K,dev,148831,148831.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148831
train,gunshot_gunfire__fsd50k__dev__148832__0026__r0.wav,gunshot_gunfire,,FSD50K,dev,148832,148832.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148832
train,gunshot_gunfire__fsd50k__dev__148836__0027__r0.wav,gunshot_gunfire,,FSD50K,dev,148836,148836.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148836
train,gunshot_gunfire__fsd50k__dev__148837__0028__r0.wav,gunshot_gunfire,,FSD50K,dev,148837,148837.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148837
train,gunshot_gunfire__fsd50k__dev__148838__0029__r0.wav,gunshot_gunfire,,FSD50K,dev,148838,148838.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:148838
train,gunshot_gunfire__fsd50k__dev__151065__0030__r0.wav,gunshot_gunfire,,FSD50K,dev,151065,151065.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:151065
train,gunshot_gunfire__fsd50k__dev__151066__0031__r0.wav,gunshot_gunfire,,FSD50K,dev,151066,151066.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:151066
train,gunshot_gunfire__fsd50k__dev__151069__0032__r0.wav,gunshot_gunfire,,FSD50K,dev,151069,151069.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:151069
train,gunshot_gunfire__fsd50k__dev__151072__0033__r0.wav,gunshot_gunfire,,FSD50K,dev,151072,151072.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:151072
train,gunshot_gunfire__fsd50k__dev__151075__0034__r0.wav,gunshot_gunfire,,FSD50K,dev,151075,151075.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:151075
train,gunshot_gunfire__fsd50k__dev__157206__0035__r0.wav,gunshot_gunfire,,FSD50K,dev,157206,157206.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:157206
train,gunshot_gunfire__fsd50k__dev__157207__0036__r0.wav,gunshot_gunfire,,FSD50K,dev,157207,157207.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:157207
train,gunshot_gunfire__fsd50k__dev__157799__0037__r0.wav,gunshot_gunfire,,FSD50K,dev,157799,157799.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:157799
train,gunshot_gunfire__fsd50k__dev__157800__0038__r0.wav,gunshot_gunfire,,FSD50K,dev,157800,157800.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:157800
train,gunshot_gunfire__fsd50k__dev__157801__0039__r0.wav,gunshot_gunfire,,FSD50K,dev,157801,157801.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:157801
train,gunshot_gunfire__fsd50k__dev__158977__0040__r0.wav,gunshot_gunfire,,FSD50K,dev,158977,158977.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:158977
train,gunshot_gunfire__fsd50k__dev__158978__0041__r0.wav,gunshot_gunfire,,FSD50K,dev,158978,158978.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:158978
train,gunshot_gunfire__fsd50k__dev__158979__0042__r0.wav,gunshot_gunfire,,FSD50K,dev,158979,158979.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:158979
train,gunshot_gunfire__fsd50k__dev__159703__0043__r0.wav,gunshot_gunfire,,FSD50K,dev,159703,159703.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159703
train,gunshot_gunfire__fsd50k__dev__159704__0044__r0.wav,gunshot_gunfire,,FSD50K,dev,159704,159704.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159704
train,gunshot_gunfire__fsd50k__dev__159705__0045__r0.wav,gunshot_gunfire,,FSD50K,dev,159705,159705.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159705
train,gunshot_gunfire__fsd50k__dev__159706__0046__r0.wav,gunshot_gunfire,,FSD50K,dev,159706,159706.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159706
train,gunshot_gunfire__fsd50k__dev__159708__0047__r0.wav,gunshot_gunfire,,FSD50K,dev,159708,159708.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159708
train,gunshot_gunfire__fsd50k__dev__159710__0048__r0.wav,gunshot_gunfire,,FSD50K,dev,159710,159710.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:159710
train,gunshot_gunfire__fsd50k__dev__160355__0049__r0.wav,gunshot_gunfire,,FSD50K,dev,160355,160355.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:160355
train,gunshot_gunfire__fsd50k__dev__160772__0050__r0.wav,gunshot_gunfire,,FSD50K,dev,160772,160772.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:160772
train,gunshot_gunfire__fsd50k__dev__160773__0051__r0.wav,gunshot_gunfire,,FSD50K,dev,160773,160773.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:160773
train,gunshot_gunfire__fsd50k__dev__161968__0052__r0.wav,gunshot_gunfire,,FSD50K,dev,161968,161968.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:161968
train,gunshot_gunfire__fsd50k__dev__161969__0053__r0.wav,gunshot_gunfire,,FSD50K,dev,161969,161969.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:161969
train,gunshot_gunfire__fsd50k__dev__161970__0054__r0.wav,gunshot_gunfire,,FSD50K,dev,161970,161970.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:161970
train,gunshot_gunfire__fsd50k__dev__162258__0055__r0.wav,gunshot_gunfire,,FSD50K,dev,162258,162258.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162258
train,gunshot_gunfire__fsd50k__dev__162262__0056__r0.wav,gunshot_gunfire,,FSD50K,dev,162262,162262.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162262
train,gunshot_gunfire__fsd50k__dev__162263__0057__r0.wav,gunshot_gunfire,,FSD50K,dev,162263,162263.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162263
train,gunshot_gunfire__fsd50k__dev__162397__0058__r0.wav,gunshot_gunfire,,FSD50K,dev,162397,162397.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162397
train,gunshot_gunfire__fsd50k__dev__162398__0059__r0.wav,gunshot_gunfire,,FSD50K,dev,162398,162398.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162398
train,gunshot_gunfire__fsd50k__dev__162403__0060__r0.wav,gunshot_gunfire,,FSD50K,dev,162403,162403.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162403
train,gunshot_gunfire__fsd50k__dev__162431__0061__r0.wav,gunshot_gunfire,,FSD50K,dev,162431,162431.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162431
train,gunshot_gunfire__fsd50k__dev__162434__0062__r0.wav,gunshot_gunfire,,FSD50K,dev,162434,162434.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162434
train,gunshot_gunfire__fsd50k__dev__162436__0063__r0.wav,gunshot_gunfire,,FSD50K,dev,162436,162436.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:162436
train,gunshot_gunfire__fsd50k__dev__163455__0064__r0.wav,gunshot_gunfire,,FSD50K,dev,163455,163455.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:163455
train,gunshot_gunfire__fsd50k__dev__163456__0065__r0.wav,gunshot_gunfire,,FSD50K,dev,163456,163456.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:163456
train,gunshot_gunfire__fsd50k__dev__163460__0066__r0.wav,gunshot_gunfire,,FSD50K,dev,163460,163460.wav,gunshot_gunfire,,,,unchanged_from_hazard5v3s,freesound:163460
