dataset_role,filename,category,original_category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels
train,background_other__esc50__fold_3__3-197408-C-8__0175.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,197408-C,3-197408-C-8.wav,sheep
train,background_other__esc50__fold_1__1-31748-A-21__0176.wav,background_other,background_other,esc50_diverse,ESC-50,fold_1,31748-A,1-31748-A-21.wav,sneezing
train,background_other__esc50__fold_1__1-39937-A-28__0177.wav,background_other,background_other,esc50_diverse,ESC-50,fold_1,39937-A,1-39937-A-28.wav,snoring
train,background_other__esc50__fold_1__1-53670-A-18__0178.wav,background_other,background_other,esc50_diverse,ESC-50,fold_1,53670-A,1-53670-A-18.wav,toilet_flush
train,background_other__esc50__fold_3__3-136451-A-45__0179.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,136451-A,3-136451-A-45.wav,train
train,background_other__esc50__fold_2__2-122820-B-36__0180.wav,background_other,background_other,esc50_diverse,ESC-50,fold_2,122820-B,2-122820-B-36.wav,vacuum_cleaner
train,background_other__esc50__fold_3__3-135469-A-35__0181.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,135469-A,3-135469-A-35.wav,washing_machine
train,background_other__esc50__fold_1__1-16746-A-15__0182.wav,background_other,background_other,esc50_diverse,ESC-50,fold_1,16746-A,1-16746-A-15.wav,water_drops
train,background_other__esc50__fold_3__3-134699-C-16__0183.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,134699-C,3-134699-C-16.wav,wind
train,background_other__esc50__fold_2__2-78781-A-47__0184.wav,background_other,background_other,esc50_diverse,ESC-50,fold_2,78781-A,2-78781-A-47.wav,airplane
train,background_other__esc50__fold_2__2-66205-A-23__0185.wav,background_other,background_other,esc50_diverse,ESC-50,fold_2,66205-A,2-66205-A-23.wav,breathing
train,background_other__esc50__fold_3__3-118069-A-27__0186.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,118069-A,3-118069-A-27.wav,brushing_teeth
train,background_other__esc50__fold_3__3-148932-A-34__0187.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,148932-A,3-148932-A-34.wav,can_opening
train,background_other__esc50__fold_1__1-24076-A-43__0188.wav,background_other,background_other,esc50_diverse,ESC-50,fold_1,24076-A,1-24076-A-43.wav,car_horn
train,background_other__esc50__fold_3__3-146972-A-5__0189.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,146972-A,3-146972-A-5.wav,cat
train,background_other__esc50__fold_3__3-118656-A-41__0190.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,118656-A,3-118656-A-41.wav,chainsaw
train,background_other__esc50__fold_3__3-156581-A-14__0191.wav,background_other,background_other,esc50_diverse,ESC-50,fold_3,156581-A,3-156581-A-14.wav,chirping_birds
train,background_other__fsd50k__train__speech__100966__0000.wav,background_other,background_other,fsd50k_speech,FSD50K,train,100966,100966.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__108875__0001.wav,background_other,background_other,fsd50k_speech,FSD50K,train,108875,108875.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__125130__0002.wav,background_other,background_other,fsd50k_speech,FSD50K,train,125130,125130.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__349317__0003.wav,background_other,background_other,fsd50k_speech,FSD50K,train,349317,349317.wav,"Speech_synthesizer,Speech,Human_voice"
train,background_other__fsd50k__train__speech__93872__0004.wav,background_other,background_other,fsd50k_speech,FSD50K,train,93872,93872.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__256779__0005.wav,background_other,background_other,fsd50k_speech,FSD50K,train,256779,256779.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__187294__0006.wav,background_other,background_other,fsd50k_speech,FSD50K,train,187294,187294.wav,"Shout,Human_voice"
train,background_other__fsd50k__train__speech__76648__0007.wav,background_other,background_other,fsd50k_speech,FSD50K,train,76648,76648.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__351337__0008.wav,background_other,background_other,fsd50k_speech,FSD50K,train,351337,351337.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__278895__0009.wav,background_other,background_other,fsd50k_speech,FSD50K,train,278895,278895.wav,"Yell,Shout,Human_voice"
train,background_other__fsd50k__train__speech__219653__0010.wav,background_other,background_other,fsd50k_speech,FSD50K,train,219653,219653.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__58797__0011.wav,background_other,background_other,fsd50k_speech,FSD50K,train,58797,58797.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__76621__0012.wav,background_other,background_other,fsd50k_speech,FSD50K,train,76621,76621.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__377264__0013.wav,background_other,background_other,fsd50k_speech,FSD50K,train,377264,377264.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__139046__0014.wav,background_other,background_other,fsd50k_speech,FSD50K,train,139046,139046.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__18286__0015.wav,background_other,background_other,fsd50k_speech,FSD50K,train,18286,18286.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__96543__0016.wav,background_other,background_other,fsd50k_speech,FSD50K,train,96543,96543.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__236454__0017.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236454,236454.wav,"Whispering,Human_voice"
train,background_other__fsd50k__train__speech__236556__0018.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236556,236556.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__113238__0019.wav,background_other,background_other,fsd50k_speech,FSD50K,train,113238,113238.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__248047__0020.wav,background_other,background_other,fsd50k_speech,FSD50K,train,248047,248047.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__256337__0021.wav,background_other,background_other,fsd50k_speech,FSD50K,train,256337,256337.wav,"Speech_synthesizer,Speech,Human_voice"
train,background_other__fsd50k__train__speech__93375__0022.wav,background_other,background_other,fsd50k_speech,FSD50K,train,93375,93375.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__34420__0023.wav,background_other,background_other,fsd50k_speech,FSD50K,train,34420,34420.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__236382__0024.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236382,236382.wav,"Whispering,Human_voice"
train,background_other__fsd50k__train__speech__316411__0025.wav,background_other,background_other,fsd50k_speech,FSD50K,train,316411,316411.wav,"Screech,Screaming,Human_voice"
train,background_other__fsd50k__train__speech__180299__0026.wav,background_other,background_other,fsd50k_speech,FSD50K,train,180299,180299.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__30597__0027.wav,background_other,background_other,fsd50k_speech,FSD50K,train,30597,30597.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__149919__0028.wav,background_other,background_other,fsd50k_speech,FSD50K,train,149919,149919.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__92953__0029.wav,background_other,background_other,fsd50k_speech,FSD50K,train,92953,92953.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__223521__0030.wav,background_other,background_other,fsd50k_speech,FSD50K,train,223521,223521.wav,"Male_speech_and_man_speaking,Yell,Laughter,Speech,Human_voice,Shout"
train,background_other__fsd50k__train__speech__76613__0031.wav,background_other,background_other,fsd50k_speech,FSD50K,train,76613,76613.wav,"Conversation,Speech,Human_voice"
train,background_other__fsd50k__train__speech__416694__0032.wav,background_other,background_other,fsd50k_speech,FSD50K,train,416694,416694.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__235048__0033.wav,background_other,background_other,fsd50k_speech,FSD50K,train,235048,235048.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__80651__0034.wav,background_other,background_other,fsd50k_speech,FSD50K,train,80651,80651.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__86402__0035.wav,background_other,background_other,fsd50k_speech,FSD50K,train,86402,86402.wav,"Female_speech_and_woman_speaking,Human_voice,Speech"
train,background_other__fsd50k__train__speech__92915__0036.wav,background_other,background_other,fsd50k_speech,FSD50K,train,92915,92915.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__316443__0037.wav,background_other,background_other,fsd50k_speech,FSD50K,train,316443,316443.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__207860__0038.wav,background_other,background_other,fsd50k_speech,FSD50K,train,207860,207860.wav,"Yell,Crying_and_sobbing,Human_voice,Shout"
train,background_other__fsd50k__train__speech__196865__0039.wav,background_other,background_other,fsd50k_speech,FSD50K,train,196865,196865.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__61219__0040.wav,background_other,background_other,fsd50k_speech,FSD50K,train,61219,61219.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__165236__0041.wav,background_other,background_other,fsd50k_speech,FSD50K,train,165236,165236.wav,"Conversation,Speech,Human_voice"
train,background_other__fsd50k__train__speech__219663__0042.wav,background_other,background_other,fsd50k_speech,FSD50K,train,219663,219663.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__249722__0043.wav,background_other,background_other,fsd50k_speech,FSD50K,train,249722,249722.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__236660__0044.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236660,236660.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__86451__0045.wav,background_other,background_other,fsd50k_speech,FSD50K,train,86451,86451.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__421872__0046.wav,background_other,background_other,fsd50k_speech,FSD50K,train,421872,421872.wav,"Shout,Human_voice"
train,background_other__fsd50k__train__speech__379969__0047.wav,background_other,background_other,fsd50k_speech,FSD50K,train,379969,379969.wav,"Yell,Shout,Human_voice"
train,background_other__fsd50k__train__speech__236547__0048.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236547,236547.wav,"Whispering,Human_voice"
train,background_other__fsd50k__train__speech__120653__0049.wav,background_other,background_other,fsd50k_speech,FSD50K,train,120653,120653.wav,"Whispering,Human_voice"
train,background_other__fsd50k__train__speech__161370__0050.wav,background_other,background_other,fsd50k_speech,FSD50K,train,161370,161370.wav,"Yell,Shout,Human_voice"
train,background_other__fsd50k__train__speech__341509__0051.wav,background_other,background_other,fsd50k_speech,FSD50K,train,341509,341509.wav,"Human_group_actions,Shout,Human_voice"
train,background_other__fsd50k__train__speech__77447__0052.wav,background_other,background_other,fsd50k_speech,FSD50K,train,77447,77447.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__109871__0053.wav,background_other,background_other,fsd50k_speech,FSD50K,train,109871,109871.wav,"Female_speech_and_woman_speaking,Human_voice,Speech"
train,background_other__fsd50k__train__speech__27970__0054.wav,background_other,background_other,fsd50k_speech,FSD50K,train,27970,27970.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__82710__0055.wav,background_other,background_other,fsd50k_speech,FSD50K,train,82710,82710.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__422909__0056.wav,background_other,background_other,fsd50k_speech,FSD50K,train,422909,422909.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__21137__0057.wav,background_other,background_other,fsd50k_speech,FSD50K,train,21137,21137.wav,"Conversation,Speech,Human_voice"
train,background_other__fsd50k__train__speech__86418__0058.wav,background_other,background_other,fsd50k_speech,FSD50K,train,86418,86418.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__236455__0059.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236455,236455.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__93364__0060.wav,background_other,background_other,fsd50k_speech,FSD50K,train,93364,93364.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__95680__0061.wav,background_other,background_other,fsd50k_speech,FSD50K,train,95680,95680.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__33689__0062.wav,background_other,background_other,fsd50k_speech,FSD50K,train,33689,33689.wav,"Female_speech_and_woman_speaking,Yell,Speech,Human_voice,Shout"
train,background_other__fsd50k__train__speech__189358__0063.wav,background_other,background_other,fsd50k_speech,FSD50K,train,189358,189358.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__236653__0064.wav,background_other,background_other,fsd50k_speech,FSD50K,train,236653,236653.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__433704__0065.wav,background_other,background_other,fsd50k_speech,FSD50K,train,433704,433704.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__63708__0066.wav,background_other,background_other,fsd50k_speech,FSD50K,train,63708,63708.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__351110__0067.wav,background_other,background_other,fsd50k_speech,FSD50K,train,351110,351110.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__67628__0068.wav,background_other,background_other,fsd50k_speech,FSD50K,train,67628,67628.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__274978__0069.wav,background_other,background_other,fsd50k_speech,FSD50K,train,274978,274978.wav,"Male_speech_and_man_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__139049__0070.wav,background_other,background_other,fsd50k_speech,FSD50K,train,139049,139049.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__31345__0071.wav,background_other,background_other,fsd50k_speech,FSD50K,train,31345,31345.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__63340__0072.wav,background_other,background_other,fsd50k_speech,FSD50K,train,63340,63340.wav,"Child_speech_and_kid_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__130709__0073.wav,background_other,background_other,fsd50k_speech,FSD50K,train,130709,130709.wav,"Speech_synthesizer,Speech,Human_voice"
train,background_other__fsd50k__train__speech__353294__0074.wav,background_other,background_other,fsd50k_speech,FSD50K,train,353294,353294.wav,"Screaming,Human_voice"
train,background_other__fsd50k__train__speech__122901__0075.wav,background_other,background_other,fsd50k_speech,FSD50K,train,122901,122901.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__195846__0076.wav,background_other,background_other,fsd50k_speech,FSD50K,train,195846,195846.wav,"Speech,Human_voice"
train,background_other__fsd50k__train__speech__242683__0077.wav,background_other,background_other,fsd50k_speech,FSD50K,train,242683,242683.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__235114__0078.wav,background_other,background_other,fsd50k_speech,FSD50K,train,235114,235114.wav,"Female_speech_and_woman_speaking,Speech,Human_voice"
train,background_other__fsd50k__train__speech__78490__0079.wav,background_other,background_other,fsd50k_speech,FSD50K,train,78490,78490.wav,"Applause,Screaming,Crowd,Human_group_actions,Human_voice"
train,background_other__fsd50k__train__music__146663__0000.wav,background_other,background_other,fsd50k_music,FSD50K,train,146663,146663.wav,"Snare_drum,Drum,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__374161__0001.wav,background_other,background_other,fsd50k_music,FSD50K,train,374161,374161.wav,"Trumpet,Brass_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__382839__0002.wav,background_other,background_other,fsd50k_music,FSD50K,train,382839,382839.wav,"Tambourine,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__246940__0003.wav,background_other,background_other,fsd50k_music,FSD50K,train,246940,246940.wav,"Wind_instrument_and_woodwind_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__372722__0004.wav,background_other,background_other,fsd50k_music,FSD50K,train,372722,372722.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__372699__0005.wav,background_other,background_other,fsd50k_music,FSD50K,train,372699,372699.wav,"Wind_instrument_and_woodwind_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__7957__0006.wav,background_other,background_other,fsd50k_music,FSD50K,train,7957,7957.wav,"Drum_kit,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__275285__0007.wav,background_other,background_other,fsd50k_music,FSD50K,train,275285,275285.wav,"Musical_instrument,Music"
train,background_other__fsd50k__train__music__210696__0008.wav,background_other,background_other,fsd50k_music,FSD50K,train,210696,210696.wav,"Tambourine,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__247595__0009.wav,background_other,background_other,fsd50k_music,FSD50K,train,247595,247595.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__57408__0010.wav,background_other,background_other,fsd50k_music,FSD50K,train,57408,57408.wav,"Gong,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__210693__0011.wav,background_other,background_other,fsd50k_music,FSD50K,train,210693,210693.wav,"Tambourine,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__354250__0012.wav,background_other,background_other,fsd50k_music,FSD50K,train,354250,354250.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__23650__0013.wav,background_other,background_other,fsd50k_music,FSD50K,train,23650,23650.wav,"Tabla,Drum,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__357522__0014.wav,background_other,background_other,fsd50k_music,FSD50K,train,357522,357522.wav,"Trumpet,Brass_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__358141__0015.wav,background_other,background_other,fsd50k_music,FSD50K,train,358141,358141.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__12746__0016.wav,background_other,background_other,fsd50k_music,FSD50K,train,12746,12746.wav,"Piano,Keyboard_(musical),Musical_instrument,Music"
train,background_other__fsd50k__train__music__246823__0017.wav,background_other,background_other,fsd50k_music,FSD50K,train,246823,246823.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__15122__0018.wav,background_other,background_other,fsd50k_music,FSD50K,train,15122,15122.wav,"Keyboard_(musical),Musical_instrument,Music"
train,background_other__fsd50k__train__music__175470__0019.wav,background_other,background_other,fsd50k_music,FSD50K,train,175470,175470.wav,"Female_singing,Singing,Human_voice"
train,background_other__fsd50k__train__music__137502__0020.wav,background_other,background_other,fsd50k_music,FSD50K,train,137502,137502.wav,"Hi-hat,Cymbal,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__46702__0021.wav,background_other,background_other,fsd50k_music,FSD50K,train,46702,46702.wav,"Wind_instrument_and_woodwind_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__354315__0022.wav,background_other,background_other,fsd50k_music,FSD50K,train,354315,354315.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__44969__0023.wav,background_other,background_other,fsd50k_music,FSD50K,train,44969,44969.wav,"Hi-hat,Cymbal,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__116359__0024.wav,background_other,background_other,fsd50k_music,FSD50K,train,116359,116359.wav,"Mallet_percussion,Percussion,Musical_instrument,Music"
train,background_other__fsd50k__train__music__415452__0025.wav,background_other,background_other,fsd50k_music,FSD50K,train,415452,415452.wav,"Harp,Musical_instrument,Music"
train,background_other__fsd50k__train__music__195277__0026.wav,background_other,background_other,fsd50k_music,FSD50K,train,195277,195277.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__252511__0027.wav,background_other,background_other,fsd50k_music,FSD50K,train,252511,252511.wav,"Acoustic_guitar,Human_voice,Guitar,Plucked_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__48360__0028.wav,background_other,background_other,fsd50k_music,FSD50K,train,48360,48360.wav,"Guitar,Plucked_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__383570__0029.wav,background_other,background_other,fsd50k_music,FSD50K,train,383570,383570.wav,"Bowed_string_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__182558__0030.wav,background_other,background_other,fsd50k_music,FSD50K,train,182558,182558.wav,"Wind_instrument_and_woodwind_instrument,Musical_instrument,Music"
train,background_other__fsd50k__train__music__76627__0031.wav,background_other,background_other,fsd50k_music,FSD50K,train,76627,76627.wav,"Female_singing,Singing,Human_voice"
train,background_other__fsd50k__train__human_non_speech__142601__0000.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,142601,142601.wav,"Sneeze,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__88149__0001.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,88149,88149.wav,Fart
train,background_other__fsd50k__train__human_non_speech__88235__0002.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,88235,88235.wav,Fart
train,background_other__fsd50k__train__human_non_speech__195794__0003.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,195794,195794.wav,"Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__124024__0004.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,124024,124024.wav,"Laughter,Human_voice"
train,background_other__fsd50k__train__human_non_speech__61032__0005.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,61032,61032.wav,"Laughter,Human_voice"
train,background_other__fsd50k__train__human_non_speech__377783__0006.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,377783,377783.wav,"Clapping,Hands"
train,background_other__fsd50k__train__human_non_speech__101153__0007.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,101153,101153.wav,Burping_and_eructation
train,background_other__fsd50k__train__human_non_speech__202606__0008.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,202606,202606.wav,"Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__277547__0009.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,277547,277547.wav,"Chuckle_and_chortle,Laughter,Human_voice"
train,background_other__fsd50k__train__human_non_speech__119913__0010.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,119913,119913.wav,Walk_and_footsteps
train,background_other__fsd50k__train__human_non_speech__411070__0011.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,411070,411070.wav,Walk_and_footsteps
train,background_other__fsd50k__train__human_non_speech__235168__0012.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,235168,235168.wav,"Giggle,Laughter,Human_voice"
train,background_other__fsd50k__train__human_non_speech__325262__0013.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,325262,325262.wav,"Finger_snapping,Hands"
train,background_other__fsd50k__train__human_non_speech__100322__0014.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,100322,100322.wav,Fart
train,background_other__fsd50k__train__human_non_speech__194259__0015.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,194259,194259.wav,"Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__100333__0016.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,100333,100333.wav,Fart
train,background_other__fsd50k__train__human_non_speech__435248__0017.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,435248,435248.wav,Fart
train,background_other__fsd50k__train__human_non_speech__119914__0018.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,119914,119914.wav,Walk_and_footsteps
train,background_other__fsd50k__train__human_non_speech__333623__0019.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,333623,333623.wav,"Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__42842__0020.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,42842,42842.wav,"Laughter,Human_voice"
train,background_other__fsd50k__train__human_non_speech__243944__0021.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,243944,243944.wav,"Applause,Crowd,Cheering,Human_voice,Human_group_actions"
train,background_other__fsd50k__train__human_non_speech__58824__0022.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,58824,58824.wav,"Applause,Cheering,Human_group_actions"
train,background_other__fsd50k__train__human_non_speech__232472__0023.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,232472,232472.wav,"Gasp,Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__88687__0024.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,88687,88687.wav,"Finger_snapping,Hands"
train,background_other__fsd50k__train__human_non_speech__19119__0025.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,19119,19119.wav,"Cough,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__325777__0026.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,325777,325777.wav,"Cough,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__75270__0027.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,75270,75270.wav,Walk_and_footsteps
train,background_other__fsd50k__train__human_non_speech__187671__0028.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,187671,187671.wav,"Clapping,Hands"
train,background_other__fsd50k__train__human_non_speech__30024__0029.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,30024,30024.wav,"Breathing,Respiratory_sounds"
train,background_other__fsd50k__train__human_non_speech__75165__0030.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,75165,75165.wav,Fart
train,background_other__fsd50k__train__human_non_speech__361719__0031.wav,background_other,background_other,fsd50k_human_non_speech,FSD50K,train,361719,361719.wav,"Clapping,Hands"
train,background_other__fsd50k__train__hard_negative__10457__0000.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,10457,10457.wav,Bell
train,background_other__fsd50k__train__hard_negative__426363__0001.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,426363,426363.wav,"Slam,Door,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__hard_negative__253658__0002.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,253658,253658.wav,"Tick-tock,Clock,Mechanisms"
train,background_other__fsd50k__train__hard_negative__422059__0003.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,422059,422059.wav,"Chime,Bell"
train,background_other__fsd50k__train__hard_negative__208700__0004.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,208700,208700.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__140148__0005.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,140148,140148.wav,"Clock,Mechanisms"
train,background_other__fsd50k__train__hard_negative__185887__0006.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,185887,185887.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__347216__0007.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,347216,347216.wav,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm"
train,background_other__fsd50k__train__hard_negative__351408__0008.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,351408,351408.wav,"Chime,Bell"
train,background_other__fsd50k__train__hard_negative__187306__0009.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,187306,187306.wav,"Subway_and_metro_and_underground,Doorbell,Rail_transport,Vehicle,Door,Domestic_sounds_and_home_sounds,Alarm"
