filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,previous_event_time_s,event_detector,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,source_left_padding_samples,source_right_padding_samples,boundary_policy,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain,output_peak_dbfs,output_rms_dbfs
glass_breaking__fsd50k__dev__145562__0083__r0__aug0.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,41dae92d362dfc28602c6e616ed936f3610a2c9aad2e96dc63ddf4378baa9b00,0,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.219539,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-5.7236,-32.5094
glass_breaking__fsd50k__dev__145562__0083__r0__aug1.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,9cb3cbf1bfa1c1af024ac8c2b5f481b5f5f63fd5fed8894f2b3403767fe76cea,1,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.343832,0,0,zero_pad_without_source_sample_loss,-1.6728,1.0,,,1.0,,,,,,1.0,-7.3964,-30.312
glass_breaking__fsd50k__dev__145562__0083__r0__aug2.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,7434d553462e522c20fcc03978eb9b09a0fd848f572195252154e1e88d0b3d86,2,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.100074,0,0,zero_pad_without_source_sample_loss,-1.0599,1.0,,,1.0,11.0269,0.06538143,3-164630-A-11.wav,sea_waves,esc50:164630,1.0,-7.0842,-33.3345
glass_breaking__fsd50k__dev__145562__0083__r0__aug3.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,04c866e44fd62b39b6c6ad4ed0af8ee61e0fe1f7da0b030efcc886129b3eed01,3,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.156663,0,0,zero_pad_without_source_sample_loss,-6.0402,1.0,239.529,5512.234,1.0,14.2482,0.01377764,1-61252-A-11.wav,sea_waves,esc50:61252,1.0,-12.9574,-39.5098
glass_breaking__fsd50k__dev__145562__0083__r0__aug4.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,dbd0eaf81bc47477f5165a4cd6d2ce4601121ab5dff6b20fa5eb49cba796341e,4,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.157785,0,0,zero_pad_without_source_sample_loss,-6.9997,1.002317,,,1.0,,,,,,1.0,-12.844,-39.5583
glass_breaking__fsd50k__dev__145562__0083__r0__aug5.wav,glass_breaking,FSD50K,145562,freesound:145562,glass_breaking__fsd50k__dev__145562__0083__r0.wav,6c1ffa0c1dc9d101fd331b632846c99a6ea6e607fd627cd3c413c7f6b0a96b0d,0ecfc2486980d8e32aeb36b03d8e2efbe355238153e42a054c48373ebbb4151a,5,1.459206,1.459206,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.323844,0,0,zero_pad_without_source_sample_loss,-1.4803,1.0,,,1.60292,21.4919,0.01990457,1-23996-A-35.wav,washing_machine,esc50:23996,1.0,-3.6098,-25.657
glass_breaking__fsd50k__dev__145563__0142__r0__aug0.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,ce3f1dd0e4af81f6e4d9cdf7e39d1c09ab819a63498851a9c4b9c1eb4a5ec7e9,0,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.293451,11950,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-15.7933
glass_breaking__fsd50k__dev__145563__0142__r0__aug1.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,7d65801bbf27482935a3674cb14b103cedd51039290ea7031eec2b0182063ca2,1,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.227857,9057,0,zero_pad_without_source_sample_loss,-9.6131,1.0,,,1.0,,,,,,1.0,-9.6131,-24.3508
glass_breaking__fsd50k__dev__145563__0142__r0__aug2.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,0541a9bb1ad027f871f181fb1c23911ae9db9a997fc7a300e0f7aa22ea651477,2,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.150382,5641,0,zero_pad_without_source_sample_loss,-7.0868,1.0,,,1.0,11.9794,20603.75716587,1-36400-A-23.wav,breathing,esc50:36400,1.0,-7.0868,-21.7417
glass_breaking__fsd50k__dev__145563__0142__r0__aug3.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,7f01fafd7c2d8640b2c2c8ee444ccca2e22e8dea4a324494a5fb883404130360,3,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.297414,12125,0,zero_pad_without_source_sample_loss,-7.1952,1.0,229.372,7162.535,1.0,10.7876,0.6090466,2-131943-A-38.wav,clock_tick,esc50:131943,1.0,-8.6197,-23.4454
glass_breaking__fsd50k__dev__145563__0142__r0__aug4.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,b54b222a6d4cbb093ff1c74f252272e17b9dbb2b9d90ffb2e3b1aee9778cf5f6,4,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.186652,7240,0,zero_pad_without_source_sample_loss,-10.3595,1.002422,,,1.0,,,,,,1.0,-10.3184,-25.0685
glass_breaking__fsd50k__dev__145563__0142__r0__aug5.wav,glass_breaking,FSD50K,145563,freesound:145563,glass_breaking__fsd50k__dev__145563__0142__r0.wav,5c0a39c7540542861760e286808c6a9cf5349a171dd3ce2a894a884b8ac6a0f8,b16bc264d7dc5ad247a252e8a921d9e6d1fcc26aa5539e6b7aef2d295d548b64,5,0.022472,0.022472,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.315368,12917,0,zero_pad_without_source_sample_loss,2.2589,1.0,,,1.41684,18.1268,3.66058431,2-95567-A-23.wav,breathing,esc50:95567,0.83011937,-1.0,-11.6941
glass_breaking__fsd50k__dev__148073__0041__r0__aug0.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,421ddaf67c77066f979a08d0a8dbe906681fadc552d7e680efc04f074f244564,0,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.143252,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-24.1292,-48.9767
glass_breaking__fsd50k__dev__148073__0041__r0__aug1.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,87d0ba2c1825263cb192cf2370118839246bf70af71b8ebe3218254e022e25b1,1,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.208321,0,0,zero_pad_without_source_sample_loss,-10.8633,1.0,,,1.0,,,,,,1.0,-34.9924,-58.1
glass_breaking__fsd50k__dev__148073__0041__r0__aug2.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,721e8b271fdc83c7d391d8e8e103f7bdd2c94b9080cf3f83b4eb49a4b5b883f9,2,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.155431,0,0,zero_pad_without_source_sample_loss,-7.7515,1.0,,,1.0,12.5901,0.17828357,3-153444-A-32.wav,keyboard_typing,esc50:153444,1.0,-31.864,-56.2822
glass_breaking__fsd50k__dev__148073__0041__r0__aug3.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,e60b54959b8d3bb7b17b04394b65928bf2ea0e601b5ab5c6116db353e7c43db6,3,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.241225,0,0,zero_pad_without_source_sample_loss,-3.1015,1.0,217.601,7200.825,1.0,11.3873,524.29103857,3-112557-B-23.wav,breathing,esc50:112557,1.0,-32.3155,-54.2212
glass_breaking__fsd50k__dev__148073__0041__r0__aug4.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,37dacd9c586202aa69ccc54fdc8a88610217c936fcc1c8491fad12c1748053b8,4,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.164394,0,0,zero_pad_without_source_sample_loss,-4.9874,1.002639,,,1.0,,,,,,1.0,-28.9294,-53.3826
glass_breaking__fsd50k__dev__148073__0041__r0__aug5.wav,glass_breaking,FSD50K,148073,freesound:148073,glass_breaking__fsd50k__dev__148073__0041__r0.wav,13777cb5faebba8cea63c9c5aec24db3d31509bda3a922d9e98fe88c7f4540a9,343008a42fdffb113fdf8344f5216a8c4a8694f1c51eb6e52b73ffa318157334,5,0.366689,0.366689,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.17634,0,0,zero_pad_without_source_sample_loss,-6.9187,1.0,,,1.60999,21.8731,0.00677556,1-61212-A-32.wav,keyboard_typing,esc50:61212,1.0,-26.2213,-50.114
glass_breaking__fsd50k__dev__148074__0118__r0__aug0.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,06a9a3f84f271ab8bfad268719c42701cc723986b2b982ebe7f392b079d0aab0,0,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.115567,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-18.8145,-43.6363
glass_breaking__fsd50k__dev__148074__0118__r0__aug1.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,b4e14e98d368a09be4c3fffaa3128b767e3e5a0b3c8483766f8a0819f7d39beb,1,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.316522,0,0,zero_pad_without_source_sample_loss,-9.7395,1.0,,,1.0,,,,,,1.0,-26.1898,-48.3678
glass_breaking__fsd50k__dev__148074__0118__r0__aug2.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,e10f70f5f6fd16843eb8243841c2c102b154de30a260769892f225759f35f10f,2,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.167024,0,0,zero_pad_without_source_sample_loss,-6.0175,1.0,,,1.0,19.5946,0.01579772,3-156391-A-35.wav,washing_machine,esc50:156391,1.0,-22.4308,-47.7116
glass_breaking__fsd50k__dev__148074__0118__r0__aug3.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,fc6318cd09b336cdd799047535b6f080f9dc830a0be0c8a4388b1703e26aaf58,3,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.122144,0,0,zero_pad_without_source_sample_loss,1.5509,1.0,191.957,6564.666,1.0,10.334,0.58219972,3-132830-A-32.wav,keyboard_typing,esc50:132830,1.0,-25.1781,-46.4686
glass_breaking__fsd50k__dev__148074__0118__r0__aug4.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,25ca62b5a0cb4070a4ec3ba624dd7821be1231bc2da49044bbb5c10ca1b4da8c,4,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.24337,0,0,zero_pad_without_source_sample_loss,-9.2006,0.984095,,,1.0,,,,,,1.0,-25.2431,-48.9602
glass_breaking__fsd50k__dev__148074__0118__r0__aug5.wav,glass_breaking,FSD50K,148074,freesound:148074,glass_breaking__fsd50k__dev__148074__0118__r0.wav,b295928e439917947c776052bae2ec5f513c4f5fcd0892aecd80f2efa6cf055b,258c195edf04e5264e0a05458821ee2be079a37f36302f4ddf8c8f448068b77d,5,0.416576,0.416576,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.275118,0,0,zero_pad_without_source_sample_loss,-6.5392,1.0,,,1.64608,16.553,0.03363035,1-21935-A-38.wav,clock_tick,esc50:21935,1.0,-18.0642,-40.7993
glass_breaking__fsd50k__dev__148075__0143__r0__aug0.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,b92f8f54b3dff6586a3b4911c54fe67adb5ce271733c136f9b3fda1bf082e916,0,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.100294,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-25.7564,-49.7296
glass_breaking__fsd50k__dev__148075__0143__r0__aug1.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,70bad0ccbf8ffaf05841bd948217e35de2c735b853e1e5ebf58de28c776f5b5a,1,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.354976,0,0,zero_pad_without_source_sample_loss,-10.6129,1.0,,,1.0,,,,,,1.0,-36.3693,-55.7787
glass_breaking__fsd50k__dev__148075__0143__r0__aug2.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,0ea5289bdc1bd7637fd8f2ceb2ad0b68085016d3aff77b858a0f29a4537a4c59,2,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.25981,0,0,zero_pad_without_source_sample_loss,-0.0722,1.0,,,1.0,23.2065,0.08877986,3-144120-A-32.wav,keyboard_typing,esc50:144120,1.0,-25.769,-47.1503
glass_breaking__fsd50k__dev__148075__0143__r0__aug3.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,a2c59f6eb4ffdc40f767793dd565c6d09ae384d7290120f234c93f97ac866310,3,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.253523,0,0,zero_pad_without_source_sample_loss,-10.9151,1.0,238.416,5623.792,1.0,17.9215,0.01385149,3-151206-A-23.wav,breathing,esc50:151206,1.0,-44.187,-62.5299
glass_breaking__fsd50k__dev__148075__0143__r0__aug4.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,afb6a5e523399d649d50c86019ff412413b687fcaeebcd2665e9bb23b25df4eb,4,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.195714,0,0,zero_pad_without_source_sample_loss,-5.3364,1.036326,,,1.0,,,,,,1.0,-31.2222,-53.9416
glass_breaking__fsd50k__dev__148075__0143__r0__aug5.wav,glass_breaking,FSD50K,148075,freesound:148075,glass_breaking__fsd50k__dev__148075__0143__r0.wav,1d56097daa99e09b1684b2b05f59d6dc5dbcefee8e7a27ae32d8081f483fc657,7e78a5cb07a817ed537e6d25ffe6297113aa23c0463e110f34fdf2ecb3d7e527,5,0.506372,0.506372,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.299952,0,0,zero_pad_without_source_sample_loss,-1.1376,1.0,,,1.61586,22.3592,0.00195991,1-27166-A-35.wav,washing_machine,esc50:27166,1.0,-22.0363,-42.5632
glass_breaking__fsd50k__dev__156578__0053__r0__aug0.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,46d3d9f03691bb06dd91da4f0745d663e08b00d6340b5ec692096474d7d37092,0,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.147687,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-19.3905,-44.0911
glass_breaking__fsd50k__dev__156578__0053__r0__aug1.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,3596f60bbe54e9781fc801ecb09e5c787d9ab57b48fc143a6d9e79da216dce6b,1,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.108029,0,1593,zero_pad_without_source_sample_loss,-0.987,1.0,,,1.0,,,,,,1.0,-23.9117,-46.5343
glass_breaking__fsd50k__dev__156578__0053__r0__aug2.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,db19f3c5812147f44315e06330d46046ab5f4686eb4413f1e7d9f3b0da41a8c3,2,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.173675,0,0,zero_pad_without_source_sample_loss,2.7283,1.0,,,1.0,15.8791,0.01760327,3-144827-B-11.wav,sea_waves,esc50:144827,1.0,-16.5292,-40.196
glass_breaking__fsd50k__dev__156578__0053__r0__aug3.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,bc57756a185bb8b2c96ae95c6605a84587f09dcb973d0a27ba6c77a7dc6cbae0,3,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.238574,0,0,zero_pad_without_source_sample_loss,-9.6609,1.0,202.353,6802.915,1.0,15.6978,0.00231703,1-61252-A-11.wav,sea_waves,esc50:61252,1.0,-28.4199,-53.2821
glass_breaking__fsd50k__dev__156578__0053__r0__aug4.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,4b882d7c7f9acf881d0b16f916663407ffa6c805545be24d958eb7d335428dfa,4,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.14885,0,0,zero_pad_without_source_sample_loss,-0.4998,0.981068,,,1.0,,,,,,1.0,-18.6815,-44.6122
glass_breaking__fsd50k__dev__156578__0053__r0__aug5.wav,glass_breaking,FSD50K,156578,freesound:156578,glass_breaking__fsd50k__dev__156578__0053__r0.wav,dc9a4d58173f633d58d8b2fddb60e85fa1cf7aebf670f4b779ba095dd00b11b9,dacdbf7eb4fdcccdf216b1e51e357b6ce3eaed97dd31db0a4afa135bec5b9f01,5,0.745828,0.745828,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.113303,0,1360,zero_pad_without_source_sample_loss,-7.7196,1.0,,,1.3746,13.1932,489.53563011,2-98392-A-23.wav,breathing,esc50:98392,1.0,-26.7726,-49.1353
glass_breaking__fsd50k__dev__158142__0164__r0__aug0.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,08d0d1188c00215cbf5f8d372aebe5feed07464917ad0e947b13537ee4175eac,0,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.12365,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.90162424,-1.0,-16.5432
glass_breaking__fsd50k__dev__158142__0164__r0__aug1.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,686571eb754efc5ecbf8fee95d261b026d92f67f760ea5dd1aafffcd7a26702b,1,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.175162,0,0,zero_pad_without_source_sample_loss,-7.0766,1.0,,,1.0,,,,,,1.0,-7.1772,-22.7111
glass_breaking__fsd50k__dev__158142__0164__r0__aug2.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,69b36e6232976b0cef61b46bc98d27175445c6d712329868abbc3b036d3e86d7,2,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.133933,0,0,zero_pad_without_source_sample_loss,0.2888,1.0,,,1.0,15.2555,0.2346698,2-132157-A-11.wav,sea_waves,esc50:132157,0.86706058,-1.0,-16.4506
glass_breaking__fsd50k__dev__158142__0164__r0__aug3.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,5cfecb4831414b8613b93ee56487cb4d0721c549ef0486c9d736e833a4e948d3,3,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.118502,0,0,zero_pad_without_source_sample_loss,-9.3152,1.0,109.228,7331.618,1.0,18.3002,0.32396701,3-171012-A-38.wav,clock_tick,esc50:171012,1.0,-8.0359,-28.7019
glass_breaking__fsd50k__dev__158142__0164__r0__aug4.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,725ab57576ba88ebee71ee98f376d2f902b3068d7a2b6a5c068d5fe857303d1b,4,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_speed_gain,0.235173,2340,0,zero_pad_without_source_sample_loss,-0.4612,1.037438,,,1.0,,,,,,0.95020195,-1.0,-16.7007
glass_breaking__fsd50k__dev__158142__0164__r0__aug5.wav,glass_breaking,FSD50K,158142,freesound:158142,glass_breaking__fsd50k__dev__158142__0164__r0.wav,6fc35818713c96adbdc4ce3ec0a670d7f4909658fe89d53acbbe4e7ea479c21d,7984f8175df7c4b1240bebbefc8f0e10ccb7941e691bf5f65b3f4857fae1396a,5,0.182109,0.182109,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_compression_background,0.297784,5101,0,zero_pad_without_source_sample_loss,0.1718,1.0,,,1.43585,14.4203,0.1302269,1-23996-B-35.wav,washing_machine,esc50:23996,0.87866189,-1.0,-13.4975
glass_breaking__fsd50k__dev__160759__0101__r0__aug0.wav,glass_breaking,FSD50K,160759,freesound:160759,glass_breaking__fsd50k__dev__160759__0101__r0.wav,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,44c009b31063a5d884aa12fa7b91b773b435761d72409c41c4cd177a580ce473,0,1.154898,1.154898,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_only,0.251926,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-15.1641,-39.167
glass_breaking__fsd50k__dev__160759__0101__r0__aug1.wav,glass_breaking,FSD50K,160759,freesound:160759,glass_breaking__fsd50k__dev__160759__0101__r0.wav,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,e7c8bfdfe0cac18755833f9dc7a53b8120518fe816d648e3376bd4530866f0df,1,1.154898,1.154898,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain,0.297927,0,0,zero_pad_without_source_sample_loss,-3.0866,1.0,,,1.0,,,,,,1.0,-16.6098,-41.1739
glass_breaking__fsd50k__dev__160759__0101__r0__aug2.wav,glass_breaking,FSD50K,160759,freesound:160759,glass_breaking__fsd50k__dev__160759__0101__r0.wav,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,9ea49043af7475306239f0aadbb6abbe924bfe51943eeded233a36da6699814f,2,1.154898,1.154898,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_gain_background,0.263627,0,0,zero_pad_without_source_sample_loss,-11.7049,1.0,,,1.0,19.2896,0.03082025,2-95567-A-23.wav,breathing,esc50:95567,1.0,-26.8458,-50.7509
glass_breaking__fsd50k__dev__160759__0101__r0__aug3.wav,glass_breaking,FSD50K,160759,freesound:160759,glass_breaking__fsd50k__dev__160759__0101__r0.wav,edc7a556e2fe74265391de45dd6053733dc668cb1ee2aa2dcbee59a6a67558bf,70efc28b06a6956cc889d4100e98c309a8a3ddcb14198c7b4b47582df4bbe78f,3,1.154898,1.154898,reviewed_energy_spectral_flux_v1,44100,1.0,451,position_filter_background,0.354172,0,0,zero_pad_without_source_sample_loss,-7.4599,1.0,246.585,7305.795,1.0,12.8411,0.00520105,2-102567-A-35.wav,washing_machine,esc50:102567,1.0,-20.6062,-44.9523
