review_order,candidate_id,evaluation_id,candidate_set_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,normalization_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,stimulus_path,stimulus_sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_onnx_sha256,weights_sha256,application_binary_sha256,status
27,FE2C-027,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,344142,"Gunshot_and_gunfire,Explosion",Gunshot_002.wav,Brokenphono,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,344142.wav,e79591a2b0b3dbe0af7026ef698e57bce2175b07b801a9934d8d1e41e165fe85,44100,0.568889,-36.8077,0.0,0.568889,True,9,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-027.wav,7ed76980e3a76bfb529b81117d48ebabd516d5a10a7f5a73352c49acdf542ee8,11.12,-39.7822,-50.1102,-41.9902,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
28,FE2C-028,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,115239,"Chatter,Accordion,Siren,Alarm,Human_group_actions,Musical_instrument,Music",Warsaw-street-musicians-1.wav,xserra,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,115239.wav,2b5f1fef4961deab74ade2ed0b7f47ab435f0a771526b223b512b22f03edcaaf,44100,15.922766,-27.7618,0.7,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-028.wav,14f57522610b6c6d5c5aef26946b1e99e148a7dffe289fa5b02d73a16f1a306d,10.5,-33.8787,-51.3636,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
29,FE2C-029,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,415508,"Gunshot_and_gunfire,Explosion",RPK Kalashnikov 's hand machine gun,Pashee,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,415508.wav,7e797b901f53c5a1e2594600fec4c6426c9e36ae95d0a3bf30bce56e0b77aa06,44100,20.120023,-25.6294,11.9,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-029.wav,1f63970c340aa66deb2ae16224cea296c49b7fcf30aaaa296c7df365f0348daa,10.25,-30.137,-46.3844,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
30,FE2C-030,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,407589,"Shatter,Glass",Breaking Glass.wav,CheneWessels_170017,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,407589.wav,250c82c7db86b6cde9777b832d9861dd4f07c66673fa6aa86b8bd0803b7da59a,44100,2.5,-19.474,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-030.wav,5d06fe66ca34c7eb95098cbd1cd846f6eed778b52088802ab70366354377d152,10.25,-21.5667,-55.8033,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
31,FE2C-031,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,101509,"Thunder,Rain,Water,Thunderstorm",Thunder and Rain.wav,earthsounds,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,101509.wav,6bf8fbb1e338359d48f8d35f41f31a021d437cdd395e62a0c35371db501ea0c4,44100,19.252245,-31.2024,10.1,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-031.wav,c445c0581976c79dea10004d71eff1614713a71da465a114a52381d9f15a2710,10.5,-33.1623,-52.7212,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
32,FE2C-032,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,153108,"Male_speech_and_man_speaking,Conversation,Speech,Human_voice",People_Talking.wav,Albaaa3,http://creativecommons.org/publicdomain/zero/1.0/,review_Male_speech_and_man_speaking,153108.wav,bb360102ddd610793c724dd6d21d97b2878258761d0019369a2a456fdb759e23,44100,5.78322,-31.2111,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-032.wav,fbcb920bc23b370d979b817e941292b9a3e0dcf519d678229a14bdae22b7a031,10.5,-32.1715,-49.8181,-41.998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
33,FE2C-033,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Knock,positive,FSD50K,eval,114254,"Knock,Door,Domestic_sounds_and_home_sounds",Knocking.wav,GodofPH,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Knock,114254.wav,1bd6ea0e6c6dfc1d480f15f4d1cb6df3552eb3ab6f738c0b24c7345d8b5b59c7,44100,1.220703,-14.1313,0.0,1.220703,True,6,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-033.wav,f080f3c9db0879a2edfa4de46755974b37662eb157ccfaa77af987793085db14,11.074218,-25.8755,-51.2754,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
34,FE2C-034,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,15792,"Bark,Dog,Domestic_animals_and_pets,Animal",dog 3.wav,laurent,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,15792.wav,08bbc16cbbb857028093dba4e36f43bb89a4d037d97f85c3db8756bd98d23767,44100,14.108027,-29.9076,9.108027,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-034.wav,a0973958a3b41f8723005a9b1dcb1878968e2b29554352f4e26441a14e4ca446,10.5,-30.6005,-56.8043,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
35,FE2C-035,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,422633,"Shatter,Glass",Break something (ice/glass/...),Aurelon,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,422633.wav,2aab544819a48baff861969e4cdeda86de06eb8fb9cc9da7bdec125ff7cb1b51,44100,1.137778,-30.7898,0.0,1.137778,True,6,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-035.wav,d520f6c109eb4eebe9dd21efcb4be4e903108c300cba7dff92c8eb6de98181c8,10.576667,-30.782,-54.1419,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
36,FE2C-036,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,120952,"Male_speech_and_man_speaking,Speech,Human_voice",Teqstudios 'Stimerol Productions'.flac,Timbre,http://creativecommons.org/licenses/by-nc/3.0/,review_Male_speech_and_man_speaking,120952.wav,daa8b02551ce60feb77d34992b5a3910847ad3a668b96ff40867a1b87d3e8ae0,44100,27.514444,-31.7051,15.35,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-036.wav,35a8bd43ee6c5d00a10d92c569c211172b8c33b6032cce996850fc03a3054299,10.5,-32.1393,-50.314,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
37,FE2C-037,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Fireworks,positive,FSD50K,eval,161678,"Fireworks,Explosion",sw_Fireworks_Distant_02.wav,jppi_Stu,http://creativecommons.org/licenses/by/3.0/,review_other_Fireworks,161678.wav,349cc844e7e1bd455ab8f655956093af5194150316a40e82c0480fe72fb4c48a,44100,20.726032,-25.912,0.55,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-037.wav,b9d2aa39dbf705539e01a3f8330183ccb317d11e2f5d7a68160ee670fea1568f,10.25,-30.4933,-48.4581,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
38,FE2C-038,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,379181,"Bark,Dog,Domestic_animals_and_pets,Animal",019-stekani psa z dalky.wav,13GPanska_Dubnova_Magdalena,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,379181.wav,bb6f276d3bd0e9ec92e228bbf3d40a2e7ef8aa88db7ef7884953bb6d15b4f443,44100,4.778549,9.0302,0.0,4.778549,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-038.wav,3629ae12d4a4ab949c4b904241da5981c95517d8c46abb0ee74e87e0d8b529bc,10.057098,-30.6005,-54.9353,-41.999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
39,FE2C-039,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,171236,"Gunshot_and_gunfire,Explosion",Gunshot2.wav,alukahn,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,171236.wav,9b826f350eb7f7824576888410da463cd942fa9eadcca421fd8cec87d8bf0ae2,44100,2.133515,-26.1167,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-039.wav,528ab55a1452384177b28a425684816d9d6b39d5f83f5d8b29850a4512bd11c5,10.25,-26.1187,-52.3819,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
40,FE2C-040,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,58369,"Motor_vehicle_(road),Siren,Vehicle,Alarm",sim firetruck 2.wav,THE_bizniss,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,58369.wav,da6a58c6a7b36d7a3332503c122f56314017a5196c9f43831de6436dd578288d,44100,2.417415,-21.7157,0.0,2.417415,False,4,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-040.wav,aa60e823794594dd49280a1c8fca101ccc9abe6d86170b086e26eacb18c9b920,11.16966,-35.2068,-48.5434,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
41,FE2C-041,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,25021,"Thunder,Rain,Water,Thunderstorm",200609141716ThunderstormFromWindow-ScaryOne.wav,daveincamas,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,25021.wav,f33159cc69a6a1fd45f75753c731203358ebacc74ccec2834cde2bb83ec75e66,44100,28.772834,-32.7282,1.3,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-041.wav,47f00774fdf7a107b3e4aeadbe86959201a87081891fc450b3951ac42a332852,10.5,-33.7358,-47.001,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
42,FE2C-042,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,33629,"Shatter,Glass",bulb_smash.mp3,themfish,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,33629.wav,ace9d482d77558dddc9b0e4db1afa27751db070c4f82b07b53260da13eb33d05,44100,2.063673,-27.8738,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-042.wav,4b1d8142c9e5fcf78ab37c5e4e1fc520c1a0167237705e8a9db7a198d3a185d2,10.25,-34.6024,-53.7363,-42.0003,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
43,FE2C-043,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Fireworks,positive,FSD50K,eval,21410,"Fireworks,Explosion",blow.aif,Heigh-hoo,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Fireworks,21410.wav,abc16d03711e7acba632c1a65805332290de200a501077bed5b6b0ea90df4016,44100,6.02449,-32.041,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-043.wav,7e733005fa024763858437e2915ec1c63f596e2caf5c2d10e2b24e89192ac995,10.25,-33.0188,-54.3535,-41.9991,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
44,FE2C-044,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,347647,"Gunshot_and_gunfire,Explosion",musket.wav,fennelliott,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,347647.wav,6c019e6f1079851153b955a7f84f83364612bb11c7fc635229a326f439fd4086,44100,2.040794,-38.4075,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-044.wav,883e15f21ef45f6e79b0d6e83774ac3abe05dec1e2f00d18270428fba07dd9cb,10.25,-38.3991,-51.2188,-42.0084,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
45,FE2C-045,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,30823,"Car_passing_by,Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Siren,Vehicle,Alarm,Car",highway_patrol.aif,Heigh-hoo,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,30823.wav,8fa21305f051c2ca4608daddcdad3233559a5debbf7b27d9b96a92277085e62b,44100,16.194762,-24.289,1.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-045.wav,3bcc8ff2cd6f5948710f59f183f34d0f26222ec9c358a8bbcf97ae39e4c1be14,10.5,-32.6585,-49.3028,-42.0008,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
46,FE2C-046,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,394959,"Thunder,Rain,Water,Thunderstorm",thunder boomer_raw.wav,parabolix,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,394959.wav,3730018a67f5d1e8cc4bcfad0449fc27909a9485c0cdba4353c1f9af493163e6,44100,13.972608,-27.5052,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-046.wav,5d0b2b3cb6b37d0303687371334766e82e0886b560de01a56bd639da3784d570,10.5,-28.4406,-52.8264,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
47,FE2C-047,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,152418,"Male_speech_and_man_speaking,Run,Speech,Human_voice",Feet_Shuffling_3speeds.wav,burnsie289,http://creativecommons.org/licenses/by/3.0/,review_Male_speech_and_man_speaking,152418.wav,da413c777f505a0499313a2a97766270db8301535f22a50724d22c6db3bc1c41,44100,23.463175,-14.9875,13.25,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-047.wav,7a883db9e7f7cd93632f6b68f62f5b45cf3c14c2a6e6adb6b94814b6fb3e0c19,10.5,-28.2261,-50.4819,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
48,FE2C-048,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,396220,"Bark,Dog,Domestic_animals_and_pets,Animal",Dog_Barking,XeonsStargazer,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,396220.wav,10dc899bccf0288b8556e280e3cd261d830805ff82fac0c1e6e9f4c922041b1f,44100,9.665306,-18.9758,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-048.wav,01d95ebdcf8d6adcdd4569da011b15f85eda193f725d348ad70ff4cef3ac412c,10.5,-31.4589,-53.3652,-41.9991,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
49,FE2C-049,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,392881,"Crackle,Motor_vehicle_(road),Alarm,Siren,Car,Vehicle",sirena.mp3,sebbas414,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,392881.wav,bbc28f86c6aaca2396c00a5f01c8ba17258bc7c6d58068afc95e4540d75481b4,44100,20.166531,-20.537,13.65,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-049.wav,b1ffb588a28b5904f5cb07ec345ed717bba2d0be693e32c0ade2aeb0f6878065,10.5,-33.5069,-46.3184,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
50,FE2C-050,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,326563,"Bark,Dog,Domestic_animals_and_pets,Animal",DOGS BARKING - variation.wav,Bee09,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,326563.wav,2c68f295ded866bea516272c54596de02f4f548ce2bce19963e8b19347c9d1ee,44100,9.642585,-22.6175,1.75,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-050.wav,18830f309e88a134075d229718338bea3a0deb4bb5f914809d8b7c75274de3be,10.5,-31.7513,-52.7661,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
51,FE2C-051,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,249146,"Gunshot_and_gunfire,Explosion",50 CAL Machine Gun.wav,klangfabrik,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,249146.wav,c10fa0c91b3d2ecc6cb46e4b43bf18414b9acad9ee77d9e8177eb8e6bac971c5,44100,21.582948,-28.8143,4.2,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-051.wav,02372a99c1c9cd8a29c37d9dcca2c7a1d9655c38e6b636ccec2b909ea88b43b1,10.25,-28.82,-45.9211,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
52,FE2C-052,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Crack,positive,FSD50K,eval,121193,Crack,crack nut.wav,gusgus26,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Crack,121193.wav,413696410e1c3b697bb7637a0921470642e558f1a81e5d6bbc850b657b703f70,44100,0.857778,-17.7613,0.0,0.857778,True,7,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-052.wav,784078a11ea016a32db1498b9a4da6a8eecd83fcbffabb581ba99f26f93feb8f,10.504444,-20.0713,-53.6375,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
