review_order,candidate_id,evaluation_id,candidate_set_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,normalization_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,stimulus_path,stimulus_sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_onnx_sha256,weights_sha256,application_binary_sha256,status,validity,completeness,audibility,artifact,note,source_group,supplement_reason
47,FE2C-047,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,152418,"Male_speech_and_man_speaking,Run,Speech,Human_voice",Feet_Shuffling_3speeds.wav,burnsie289,http://creativecommons.org/licenses/by/3.0/,review_Male_speech_and_man_speaking,152418.wav,da413c777f505a0499313a2a97766270db8301535f22a50724d22c6db3bc1c41,44100,23.463175,-14.9875,13.25,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-047.wav,7a883db9e7f7cd93632f6b68f62f5b45cf3c14c2a6e6adb6b94814b6fb3e0c19,10.5,-28.2261,-50.4819,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
48,FE2C-048,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,396220,"Bark,Dog,Domestic_animals_and_pets,Animal",Dog_Barking,XeonsStargazer,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,396220.wav,10dc899bccf0288b8556e280e3cd261d830805ff82fac0c1e6e9f4c922041b1f,44100,9.665306,-18.9758,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-048.wav,01d95ebdcf8d6adcdd4569da011b15f85eda193f725d348ad70ff4cef3ac412c,10.5,-31.4589,-53.3652,-41.9991,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
49,FE2C-049,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,392881,"Crackle,Motor_vehicle_(road),Alarm,Siren,Car,Vehicle",sirena.mp3,sebbas414,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,392881.wav,bbc28f86c6aaca2396c00a5f01c8ba17258bc7c6d58068afc95e4540d75481b4,44100,20.166531,-20.537,13.65,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-049.wav,b1ffb588a28b5904f5cb07ec345ed717bba2d0be693e32c0ade2aeb0f6878065,10.5,-33.5069,-46.3184,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
50,FE2C-050,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,326563,"Bark,Dog,Domestic_animals_and_pets,Animal",DOGS BARKING - variation.wav,Bee09,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,326563.wav,2c68f295ded866bea516272c54596de02f4f548ce2bce19963e8b19347c9d1ee,44100,9.642585,-22.6175,1.75,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-050.wav,18830f309e88a134075d229718338bea3a0deb4bb5f914809d8b7c75274de3be,10.5,-31.7513,-52.7661,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
51,FE2C-051,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,249146,"Gunshot_and_gunfire,Explosion",50 CAL Machine Gun.wav,klangfabrik,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,249146.wav,c10fa0c91b3d2ecc6cb46e4b43bf18414b9acad9ee77d9e8177eb8e6bac971c5,44100,21.582948,-28.8143,4.2,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-051.wav,02372a99c1c9cd8a29c37d9dcca2c7a1d9655c38e6b636ccec2b909ea88b43b1,10.25,-28.82,-45.9211,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
53,FE2C-053,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,31489,"Child_speech_and_kid_speaking,Speech,Human_voice",DaddyIPulledMyToothOut.wav,daveincamas,http://creativecommons.org/licenses/by/3.0/,review_Child_speech_and_kid_speaking,31489.wav,affa1e3ae410e8beeb44c88839961d7a087f84205b1cfccce2cd1230b4407bb7,44100,4.123651,-23.3348,0.0,4.123651,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-053.wav,82d45ac0204b9811541e445e8c6f805a545a47cd84aff0003dcd6744ed8e35f0,13.370952,-28.7254,-50.9875,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
55,FE2C-055,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,155620,"Shatter,Glass",IMPACT_GLASS_BIG_WINDOW_PANE_SMASH_HAMMER_LOUD_NTG3_H4N_20120513.wav,samueljustice00,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,155620.wav,6253dc510e1a79ce7da13c25961808733ad5448954f1a4fafdaf44342dba77b2,44100,8.584422,-25.7625,6.1,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-055.wav,dd2c4a316d97b0cb3666f16a549bd164ecfe264d8b60f8e1286cdafbdc35d0ac,10.25,-25.7667,-54.3974,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
57,FE2C-057,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,146926,"Female_speech_and_woman_speaking,Crying_and_sobbing,Speech,Human_voice",Baby Noises3 (3 month old),mushroomjesus,http://creativecommons.org/publicdomain/zero/1.0/,review_Female_speech_and_woman_speaking,146926.wav,699964716a68cd51a1511e95f5c090fd5a02aa662cdf10aa05ee207adcf2718b,44100,12.82551,-19.0953,4.7,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-057.wav,407779ea5fca0d86b1f9ad2f452945735952860c835068dc8010e326c73b1f0d,10.5,-33.1865,-48.4684,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
58,FE2C-058,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Bell,positive,FSD50K,eval,200318,Bell,Hand Bell.wav,WebbFilmsUK,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Bell,200318.wav,9265d6d6aa3f619f9c5f9234b3b0ff54ff083624927bf56f36f0d4d946fceef4,44100,8.954376,-29.4257,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-058.wav,b0cf988d5035e02a7138145b94bf13ddb22789f983690bcfb5839df35cb19469,10.5,-31.0711,-51.0516,-42.0003,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
59,FE2C-059,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,204185,"Shatter,Chink_and_clink,Glass",breaking_glass1.wav,reg7783,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,204185.wav,feaacc5f5d23fb8e728a347d4a7cc00866a289efce5725dd3719eea64c5ca93f,44100,4.231565,-18.2057,0.6,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-059.wav,f0c8f84610b1e6e6d913673acfd1959c6c77aaa6f5a701d3bef7452a52615c96,10.25,-19.9942,-50.6759,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
60,FE2C-060,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,386780,"Gunshot_and_gunfire,Explosion",Machine_Gun_Shooting.wav,ken788,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,386780.wav,c24bd80a29670bdd7866ded8b21f00edcd22bcf0d97964e347b581ea6a1b8ebc,44100,4.07941,-2.0198,1.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-060.wav,f74dde506f2f4074abaf20ab7f6823a3fe9fef04c9d6a83ef2b94f504bd26857,10.25,-40.4818,-48.6599,-41.9893,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
61,FE2C-061,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,361544,"Bark,Dog,Domestic_animals_and_pets,Animal",Small Dog Barking,josepharaoh99,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,361544.wav,7bc6b4b93efa755b0fd6c05dd3f71d2098eaae46620a2cd3030e82de30c62f85,44100,5.891088,-33.0541,0.891088,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-061.wav,17c3093aaa86a9b36dc9cb46acbc11f19715ab55eda62bab393b12fe298cf7c0,10.5,-33.4568,-54.0399,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
56,FE2C-064,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,257865,"Male_speech_and_man_speaking,Conversation,Speech,Human_voice",Conversación Punjabi (idRsw055),xavierbonfill,http://creativecommons.org/licenses/by-nc/3.0/,review_Male_speech_and_man_speaking,257865.wav,eddb70a53bd7d7fc9e518d394e68234ed87d5fb98cbb1a21f8bf789ba477a0dc,44100,4.626848,-14.489,0.0,4.626848,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-064.wav,296dec5272f0167be22c62af4a49cadd8423066d01ec57ec7b7339872af9f5d0,14.880544,-31.1282,-50.984,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
57,FE2C-065,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,196400,"Gunshot_and_gunfire,Explosion",G36-E Fire,Callum_Sharp279,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,196400.wav,2f0390ad0b438f8703f8ce4746fb56eced2f3de805698b7a56afd4517ff8fbfb,44100,3.393855,-39.6251,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-065.wav,a7319e649f0cf8406b298fc12b5d333fefd533b0136f818c0687b1a0d84a797a,10.25,-39.6031,-53.0914,-41.9994,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
58,FE2C-066,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,188004,"Idling,Motor_vehicle_(road),Siren,Car,Vehicle,Alarm,Engine",Police Car Siren,Motion_S,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,188004.wav,78ad3d01c71687e5c0fcbfa2dfef34a9663635eca01beee7ab7e2863f9e0ae87,44100,14.315102,-25.2073,5.15,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-066.wav,ccd252eb3f16bdd55dde9ddb21f5da759727082adfbe4163d169c716b1b59cf7,10.5,-33.1022,-51.142,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
59,FE2C-067,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,429260,"Bark,Dog,Domestic_animals_and_pets,Animal",34-Perros ladrando.wav,mateopkp8,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,429260.wav,c685d271d49a8e883806815b05343d3ac2ac074be78052f3821b331ba5a8f1e4,44100,12.0,-23.4635,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-067.wav,8e58d9831255929aa6996bbae767447a4594d3fa869a05990f0956f2dd11a35e,10.5,-30.8096,-53.1675,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
60,FE2C-069,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Dishes_and_pots_and_pans,positive,FSD50K,eval,33854,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",gongs_grand_couvercle_04.wav,2NiD,http://creativecommons.org/licenses/by/3.0/,review_other_Dishes_and_pots_and_pans,33854.wav,b53e5a4e0a3620b1f2c9b08a6274393c46593bb423acc0e3c9dd3199ca34cc76,44100,2.962653,-28.3509,0.0,2.962653,False,4,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-069.wav,798d504cd21840a8ec37b12f367c595010aff32383ba32606d031ecc13b0786d,13.350612,-30.2657,-51.1703,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
62,FE2C-072,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,344955,"Bark,Dog,Domestic_animals_and_pets,Animal",Dogs Barking,darranambler,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,344955.wav,cd08ea19477a69a3a88276cf4b2130b3e7f39a47570c5fe02713e764975435bc,44100,14.075782,-7.3107,9.075782,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-072.wav,3dd1d1b70d126d87fc88090dc82a8c9cb110fe9660203e5f6fa564112decb128,10.5,-31.8961,-53.3517,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
65,FE2C-075,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Knock,positive,FSD50K,eval,135428,"Knock,Door,Domestic_sounds_and_home_sounds",Knocking on Door.mp3,OTBTechno,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Knock,135428.wav,644bc7b5a95f4600afbc5149cc56f1f66b119d47c1f975d452b87dd9c97f2beb,44100,10.292245,-18.9005,0.2,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-075.wav,525ad89a21b052aee7dbb519bfcc0e0002604e640c5f20795dff8ab135ccdd32,10.25,-24.4639,-53.5834,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
69,FE2C-080,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Computer_keyboard,positive,FSD50K,eval,181264,"Computer_keyboard,Typing,Domestic_sounds_and_home_sounds",Fast Short Typing.wav,CapsLok,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Computer_keyboard,181264.wav,4594d988174a2891dbad6c879afddac8670713da5b0fbda8f41c13cb6c3d6484,44100,11.0,-24.2038,2.45,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-080.wav,cb1497137996cdaa4bd41ba56b91ea653a7e0c69442579fd643bc0471f6d2949,10.5,-24.7752,-51.9187,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
74,FE2C-085,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,338692,"Shatter,Glass",glass break small.wav,natemarler,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,338692.wav,8560ff97769372f17bde2731db065471967dc5ef18be76325d1decc24a9fb515,44100,1.280113,-19.5469,0.0,1.280113,True,6,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-085.wav,a46df784d7b7d3e94529a6329f124ef0682b65cb2f5173741f971ae0eaaeabf3,11.43068,-22.6939,-54.7287,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
76,FE2C-088,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,380440,"Bark,Dog,Domestic_animals_and_pets,Animal",Dog Bark + Mysterious Gurgle.wav,FullMetalJedi,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,380440.wav,cb6870056f0ead452d8ae06b8ddd6890f6ab7feaceb3e708670565550e54546a,44100,24.720023,-35.549,14.8,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-088.wav,11c827bf6b399f7cd703604b23803d72a50394b3c3d08da91523160f94c5ae9f,10.5,-36.0057,-52.5649,-41.9976,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
78,FE2C-090,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,87562,"Gunshot_and_gunfire,Explosion",Rifle-223 cal (take 1),knufds,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,87562.wav,3fb5b81310f162d44fb3620a512ec74d052673616a9f0db623c28f2a21c7b89e,44100,6.908821,-27.9119,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-090.wav,12ddb1a9bcfc387fcfac5fc1b2dbca2a09c78f21f5d34a2238deac413c99ee44,10.25,-31.4391,-53.1516,-41.999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
79,FE2C-091,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,58014,"Motor_vehicle_(road),Siren,Vehicle,Alarm",wail.wav,guitarguy1985,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,58014.wav,d25b52a95c11f2457cf41cefa57ea512b134d3ef1cdd38128f3530fc361773d9,44100,16.120975,-35.1934,4.8,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-091.wav,a243e373cdd94ed9de3b01908f1457f247e77ff8a2461eeb630c547626065f30,10.5,-38.7592,-43.0456,-42.0004,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
80,FE2C-092,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,38121,"Bark,Dog,Domestic_animals_and_pets,Animal",bark.wav,deprogram,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,38121.wav,ad825f77810b2b8865728d68852056f1335a1ae8d9e84cb08ffc66293a43930e,44100,2.995397,-31.6233,0.0,2.995397,False,4,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-092.wav,f8fb3099ef08579ab14cb27c006d48aff37eec7b92cea1393bdeed1278205e3b,13.481587,-31.619,-52.1114,-41.9995,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
