trial_order,trial_id,evaluation_id,attempt_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,target_sample_rate_hz,normalization_target_max_100ms_rms_dbfs,normalization_gain_db,class_delivery_gain_reference_db,target_output_max_100ms_rms_dbfs,class_delivery_gain_requested_db,class_delivery_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,limiter_ceiling_dbfs,limited_unit_samples,limited_unit_fraction_pct,stimulus_file,stimulus_path,sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,firmware_commit,model_name,model_sha256,status
30,FE-030,STM32N6-HAZARD6-FINAL-001,FE-A01,speech,speech,positive,FSD50K,eval,382756,"Female_speech_and_woman_speaking,Speech,Human_voice",The following individuals participated in podcast female echo,miradeshazer,http://creativecommons.org/licenses/by/3.0/,normal_speech_Female_speech_and_woman_speaking,382756.wav,5a41d5306e88717130ecdcb81b09a1a5dee07ec615b095138ee2828463ca558e,44100,5.433469,44100,-12.0,-0.8209,0.0,-12.0,0.0,0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-030.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-030.wav,bd8d11b3ecc1ba15a11099532a6e59b63a9105a32fcb5f119e0782ad3dd00b76,10.5,-5.3978,-20.4912,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
31,FE-031,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,37244,"Thunder,Thunderstorm",thunder clap.wav,Shades,http://creativecommons.org/licenses/sampling+/1.0/,metadata_pure_reserved_evaluation,37244.wav,6eae42eb2a53dbe51c5fe687ed88da3bb175f1b2bd0f464b71cb8c98d89e6791,44100,11.345805,44100,-12.0,-5.4504,0.0,-12.0,-0.0,-0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-031.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-031.wav,c97afbb75626fee6895ae2e8ef62ccf6da3b1d16507cee5fb77118da5a9a3a36,10.5,-5.4502,-25.6805,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
32,FE-032,STM32N6-HAZARD6-FINAL-001,FE-A01,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,382735,"Gunshot_and_gunfire,Explosion",Gun shot,schots,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,382735.wav,6b63f40bf351c1654ceb7debb97ae17fc88f59811ceb8f138da5e280afb0a3a9,44100,1.08,44100,-12.0,-1.9823,10.0,-2.0,10.0,10.0,0.0,1.08,True,6,0.75,-1.0,1696,3.560931,FE-032.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-032.wav,33d3d8e44aaa94336b9f112bd74a4a050410010eec9208a7784dbd68839863ab,10.23,-0.9999,-14.1485,-3.7483,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
33,FE-033,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,343756,"Shatter,Glass",Glass_Smash.wav,Brokenphono,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,343756.wav,9ff3fa9d1bbcb8f90fe196e70c5baa68ebfb589ec6109476f0339e6c56a52ce0,44100,17.467211,44100,-12.0,-2.4607,3.0,-9.0,3.0,3.0,3.7,2.0,True,4,0.75,-1.0,0,0.0,FE-033.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-033.wav,638afdf5bc644e9263ace82b2ee02c381121c9b27911d4a65749816068c03e7e,10.25,-2.4709,-22.8329,-9.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
34,FE-034,STM32N6-HAZARD6-FINAL-001,FE-A01,speech,speech,positive,FSD50K,eval,87687,"Male_speech_and_man_speaking,Speech,Human_voice",frase.wav,idelgado,http://creativecommons.org/licenses/sampling+/1.0/,normal_speech_Male_speech_and_man_speaking,87687.wav,ed660956a82c68719f85642431835d2e16e824d6a76b44e05088b1bedf078350,44100,7.918254,44100,-12.0,9.5236,0.0,-12.0,0.4088,0.4088,1.35,5.0,False,2,0.5,-1.0,9,0.004082,FE-034.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-034.wav,4f33fe185f18248598acf48712a2ae6ffc4e32ad0fd1f980a5c2da85d669b982,10.5,-0.9999,-20.1356,-12.0049,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
35,FE-035,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,378568,"Shatter,Glass",Glass Breaking,ToxicFilmzSRsounds,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,378568.wav,bd1cce530c4055fab9db3b43a39a6283d3d5244d991de9b6a5232c5adae8847f,44100,2.246531,44100,-12.0,-2.6053,3.0,-9.0,3.0,3.0,0.0,2.0,True,4,0.75,-1.0,223,0.252834,FE-035.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-035.wav,aeb4f205164b0a8f6f8000c4facc1a25ffabd2f19940d4f5a90b9edd03aa43fe,10.25,-0.9999,-21.9817,-9.3863,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
36,FE-036,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,74723,"Bark,Dog,Domestic_animals_and_pets,Animal",Robinhood76__00889_watching_dog_2_dog2pup.wav,Timbre,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,74723.wav,1885a9f3f13cfbbc96b1927cb3419f650f6ce4fa00d7db91654bc9b97c1d9d08,44100,8.883832,44100,-12.0,-1.6567,0.0,-12.0,0.0,0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-036.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-036.wav,997947b37be26643acfeb77e707432fa0817cba81255b43620875934dde4a00d,10.5,-3.634,-22.3398,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
37,FE-037,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,coughing,ood,ESC-50,fold_5,207681,coughing,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-207681-A-24.wav,be04f11bf1ea8d8f12d4922c37419d9e7369f65bf6def508b4b164d7f8164f28,44100,5.0,44100,-12.0,-5.6024,-15.0,-34.0,-22.0,-22.0,0.9,2.0,True,4,0.75,-1.0,0,0.0,FE-037.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-037.wav,b02a5aa25c613efeffbcfffcd8df2ca295e3b4e320183577b82318bfeb063fd1,10.25,-27.6,-41.8926,-34.0002,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
38,FE-038,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,23229,"Thunder,Thunderstorm",thunder-overload.flac,Erdie,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,23229.wav,95de87f18e1ac368a34fadba6a3c9de55fae1af9ea921e80a6fc971eacea1304,44100,15.178367,44100,-12.0,-1.0316,0.0,-12.0,0.0,0.0,4.2,5.0,False,2,0.5,-1.0,0,0.0,FE-038.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-038.wav,80f86a7b6ad037a4389842edb47697e7be35212f6240cae1dac394b50fdaccd0,10.5,-1.9685,-23.678,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
39,FE-039,STM32N6-HAZARD6-FINAL-001,FE-A01,siren,siren,positive,FSD50K,eval,405585,"Siren,Alarm",Siren ( Carpeted Hallway Ambient ).wav,JohnLaVine333,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,405585.wav,87d768321ed90e72230b3009b1787f573407d5e042c4deca47db69f6cb2b082f,44100,24.0,44100,-12.0,3.3037,0.0,-12.0,-0.0,-0.0,13.95,5.0,False,2,0.5,-1.0,0,0.0,FE-039.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-039.wav,f7a5ae822ccccb236526a2b81688a22b86e09885182dd08da951c8ef9a124387,10.5,-1.7687,-19.8876,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
40,FE-040,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,crackling_fire,ood,ESC-50,fold_5,193473,crackling_fire,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-193473-A-12.wav,0c34b4945be60984588bf5b3048ff62974eaaf69b0fa8ef4f06408debb0d7fc9,44100,5.0,44100,-12.0,-0.0977,-15.0,-34.0,-3.3138,-3.3138,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-040.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-040.wav,dbfa418b94c4cfb5ead415dc04078b88289bd2921ba47fb46d97f0a541e8509e,10.5,-4.3141,-43.0366,-33.9999,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
41,FE-041,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,32318,"Bark,Dog,Domestic_animals_and_pets,Animal",MABEL 1.aif,Bobby Beck,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,32318.wav,2814664bac06855540c9ef43c02ce1810dd4de0a2b9da6058d02a80c24d4e6f1,44100,7.685805,44100,-12.0,-9.1012,0.0,-12.0,-0.4573,-0.4573,2.685805,5.0,False,2,0.5,-1.0,0,0.0,FE-041.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-041.wav,db855205cb3ec3120ec3a12b811d23a7a42cd5ef64be6a5a8a794716ee8baed0,10.5,-9.5812,-25.1037,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
42,FE-042,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,77528,"Shatter,Glass",Glass Crush 1.wav,Superex1110,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,77528.wav,24c7c5cc53b884eef889752b366071ce5d4d5ccff80e4979511462fdbc420124,44100,0.923424,44100,-12.0,2.5148,3.0,-9.0,12.19,12.19,0.0,0.923424,True,7,0.75,-1.0,159,0.390443,FE-042.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-042.wav,6619dbbecfd882f5ee8d0914ee1a9ce707d65fd3d9ed42846f3b38effc352368,10.963968,-0.9999,-24.5135,-12.5927,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
43,FE-043,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,432106,"Thunder,Thunderstorm",Ambient Rolling Thunder,ohnobones,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,432106.wav,8b9a0d7237bd8d0392cdfda9c9771849c30bf52069cb5cedf3b610b4514d8c96,44100,6.896327,44100,-12.0,6.4647,0.0,-12.0,-0.0,-0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-043.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-043.wav,c69126cb69cc663595e108684dd8c60e8863afaf728b522eab9f4da44c712fca,10.5,-4.239,-20.1327,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
44,FE-044,STM32N6-HAZARD6-FINAL-001,FE-A01,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,338324,"Gunshot_and_gunfire,Explosion",Tokarev TT-30_33.wav,Lubini,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,338324.wav,3acabbd7e0b12b94f3fa7931def70413268856f21d2755a0bb4db01e1c537e83,44100,10.831882,44100,-12.0,-1.4984,10.0,-2.0,10.0,10.0,4.4,2.0,True,4,0.75,-1.0,1014,1.14966,FE-044.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-044.wav,d29424da4fe5e15bf6c5b458e9cea170e928c6074a4463d649c0f573cd876f42,10.25,-0.9999,-17.7858,-5.8837,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
45,FE-045,STM32N6-HAZARD6-FINAL-001,FE-A01,speech,speech,positive,FSD50K,eval,107331,"Male_speech_and_man_speaking,Speech,Human_voice",Intoxiqatorz.wav,Improviz,http://creativecommons.org/publicdomain/zero/1.0/,normal_speech_Male_speech_and_man_speaking,107331.wav,17c4b98d79be24e9437d01297d714b7b711a4401d267c9ddef710e198016c482,44100,5.686485,44100,-12.0,-4.2106,0.0,-12.0,-0.279,-0.279,0.686485,5.0,False,2,0.5,-1.0,0,0.0,FE-045.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-045.wav,a7f6cc5114efa9245073f456d819344d6f676dd5a70663b0db754f7d30e416bd,10.5,-4.7825,-23.5149,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
46,FE-046,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,118072,"Bark,Dog,Domestic_animals_and_pets,Animal",dogbark.wav,ipears1,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,118072.wav,96a3d187d715eac97814d56753144fd15677bf76f1675300c967620578c6cf1f,44100,1.066667,44100,-12.0,4.4844,0.0,-12.0,-0.0,-0.0,0.0,1.066667,False,7,0.5,-1.0,0,0.0,FE-046.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-046.wav,382e67036b2b1cf0e5cb20356338451a6b7f038f5ff088cb003ce35de02b2527,10.466667,-4.4994,-20.6595,-11.9922,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
47,FE-047,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,338694,"Shatter,Glass",Glass bottle break.wav,natemarler,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,338694.wav,743511d4a3aa6beec1e963903ec48b18df0ec2d9b79d623e73ebbced94411580,44100,1.280113,44100,-12.0,0.9782,3.0,-9.0,14.9829,14.9829,0.0,1.280113,True,6,0.75,-1.0,132,0.233823,FE-047.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-047.wav,5cf1a18526a84c587cbcb7cd199436e4def888e0878f695d26800075ba7122d0,11.43068,-0.9999,-25.1533,-12.4212,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
48,FE-048,STM32N6-HAZARD6-FINAL-001,FE-A01,speech,speech,positive,FSD50K,eval,264611,"Female_speech_and_woman_speaking,Speech,Human_voice",there's nothing on tv.wav,shadoWisp,http://creativecommons.org/licenses/by/3.0/,normal_speech_Female_speech_and_woman_speaking,264611.wav,b25290548ac3e80b93a395c7e31901532ffe5c824c762afa6ee92485a030ca86,44100,8.693424,44100,-12.0,6.2143,0.0,-12.0,-0.1027,-0.1027,3.693424,5.0,False,2,0.5,-1.0,0,0.0,FE-048.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-048.wav,c6773e26403f24c4c85f34132690fd1baf4bb3de2882c805d32c1c00bedde7c4,10.5,-2.186,-19.7097,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
49,FE-049,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,347562,"Thunder,Thunderstorm",Distant Thunder Clap_Gentle.wav,mikala_oidua,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,347562.wav,e928e8afb8f5cceb93cbe6c56e367a247e4bfe6bc4ce9b2078adfdff7f67cdec,44100,18.477438,44100,-12.0,2.9871,0.0,-12.0,0.1826,0.1826,1.45,5.0,False,2,0.5,-1.0,20,0.00907,FE-049.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-049.wav,644cdf741e5b1651ee533775c9066f9f952747407450fe7cb18941f777efb2e0,10.5,-1.0002,-22.9929,-12.0069,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
50,FE-050,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,57596,"Bark,Dog,Domestic_animals_and_pets,Animal",barking whining.wav,cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,57596.wav,f9d7dcecff968d376557eedcee07831ca3898d75884a3daa91c62204e92f6ca6,44100,10.926168,44100,-12.0,0.2341,0.0,-12.0,0.6448,0.6448,1.6,5.0,False,2,0.5,-1.0,6,0.002721,FE-050.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-050.wav,ec9083356214335228eb006784f163f74ea94139fd59d1e8dceea478ec7b1854,10.5,-0.9999,-15.6802,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
51,FE-051,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,car_horn,ood,ESC-50,fold_5,179866,car_horn,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-179866-A-43.wav,aecc03f051ef2dc592a3a62e51e95c61267e835a2e4a70492104e312edebaf6c,44100,5.0,44100,-12.0,10.6908,-15.0,-34.0,-22.0,-22.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-051.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-051.wav,40f4c18e16216b71b1a2bac011605970a7f800af1bbd97ec94a97c08fae8a129,10.5,-23.7088,-46.9061,-34.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
52,FE-052,STM32N6-HAZARD6-FINAL-001,FE-A01,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,158724,"Gunshot_and_gunfire,Explosion",mp 40.mp3,sgtmurphy,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,158724.wav,9c42145ad7a7722efdfef8fcc8632cd4e759e217bd4621dfe616532b24b08b59,44100,21.237551,44100,-12.0,-3.1619,10.0,-2.0,10.0,7.6844,18.0,2.0,True,4,0.75,-1.0,4410,5.0,FE-052.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-052.wav,ba2dbfdb2174955156996d3a7a5bc873df6051a155439306d00edce781dba256,10.25,-0.9999,-8.8761,-4.8283,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
53,FE-053,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,366738,"Shatter,Glass",glass shattering.wav,Anandthethird,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,366738.wav,b7eb14df85ed4be61e9b6ed2e74a82c18f1ec5e2381c6165140f26bee32a1ff6,44100,11.183878,44100,-12.0,0.1999,3.0,-9.0,11.0513,11.0513,7.75,2.0,True,4,0.75,-1.0,129,0.146259,FE-053.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-053.wav,e50b25a2ff1574d903578b80d61a8bb1b60ad6a4fb6cbc4680ea7a042c0b636b,10.25,-0.9999,-25.2876,-12.5351,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
54,FE-054,STM32N6-HAZARD6-FINAL-001,FE-A01,siren,siren,positive,FSD50K,eval,198297,"Siren,Alarm",like slowing (falling) siren.flac,Timbre,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,198297.wav,0c35b98e0fc7a85ea40ef6e839e5e145f1b39df2a2766e5f37cf150978ab8e30,44100,11.578866,44100,-12.0,-1.6429,0.0,-12.0,0.0,0.0,6.55,5.0,False,2,0.5,-1.0,0,0.0,FE-054.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-054.wav,6c5e22c49a40883908e134e7330153648a272c322f88ee2199ec0c961c0fe17b,10.5,-5.5025,-15.4277,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
55,FE-055,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,260773,"Bark,Dog,Domestic_animals_and_pets,Animal",Throaty dog bark.wav,iccleste,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,260773.wav,9ab33f6d9822cdcbbab09f3fccb91ec981dc38b849b4588310323737a6fcc26c,44100,3.64,44100,-12.0,-0.2908,0.0,-12.0,-0.0,-0.0,0.0,3.64,False,3,0.5,-1.0,0,0.0,FE-055.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-055.wav,2f13f73cf59b40d4637e9156e991cbd68f3fc12c0950fbed220dd245854ab62f,11.92,-4.1861,-21.8167,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
56,FE-056,STM32N6-HAZARD6-FINAL-001,FE-A01,siren,siren,positive,FSD50K,eval,369202,"Siren,Alarm",Loud Beepy Alarm,Dinky_Mixy,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,369202.wav,b8b58a32162720145ac194c76d4ecdcc30b636902f2279521f8c8d12b3c0a463,44100,3.923991,44100,-12.0,10.9962,0.0,-12.0,-0.0,-0.0,0.0,3.923991,False,3,0.5,-1.0,0,0.0,FE-056.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-056.wav,21660b26771ef3b6ff8b91404ba992147e32ac577555e56c2caf607d9ece9616,12.771973,-6.1773,-15.6984,-11.9639,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
57,FE-057,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,386906,"Shatter,Glass",Broken Glass.wav,hatchetgirl,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,386906.wav,40d7716ce9942efbc6e8b73cd937a76939c91cefbe8a6200c4081e4fcadc817a,44100,1.019184,44100,-12.0,8.1663,3.0,-9.0,5.5916,5.5916,0.0,1.019184,True,7,0.75,-1.0,105,0.233614,FE-057.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-057.wav,35280cb597562c1dbc452bf5ce5ecdd6889d99457429599635f3bf3b49cde4e0,11.634286,-0.9999,-20.1996,-9.4078,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
58,FE-058,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,rain,ood,ESC-50,fold_5,193339,rain,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-193339-A-10.wav,aec7a17013e61faedb111983e0699a8b63c0e1af9569bb4a819ffba86a28f778,44100,5.0,44100,-12.0,-0.4947,-15.0,-33.99,-13.3121,-13.3121,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-058.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-058.wav,1a5f2be1401b949f1ad94a64841a648a702ffecea65abd6029a8759182edf957,10.5,-14.3112,-37.249,-33.9899,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
59,FE-059,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,154757,"Bark,Dog,Domestic_animals_and_pets,Animal",Car Seat Movement.wav,jpkweli,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,154757.wav,042ba5a4462ed758d2e458f93b11e39449bfd6f403342bfecdce7b35a4d7b881,44100,4.653016,44100,-12.0,24.0,0.0,-12.0,9.5437,9.5437,0.0,4.653016,False,3,0.5,-1.0,76,0.037037,FE-059.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-059.wav,a119cab7cb9fc44a217bcb7c2fc04471471beb6a39aa49f7cb61be85dd895747,14.959048,-0.9999,-20.1056,-12.4214,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
