dataset_role,filename,category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels,source_title,source_uploader,license_url,selection_reason,source_group,baseline_hardest_class,baseline_hardness_score,candidate_filename,excerpt_start_s,excerpt_duration_s
train,siren__fsd50k__dev__93676__0086__r0.wav,siren,,FSD50K,dev,93676,93676.wav,siren,,,,unchanged_from_hazard5v3s,freesound:93676,,,,,
train,siren__fsd50k__dev__93676__0174__r1.wav,siren,,FSD50K,dev,93676,93676.wav,siren,,,,unchanged_from_hazard5v3s,freesound:93676,,,,,
train,siren__fsd50k__dev__98536__0087__r0.wav,siren,,FSD50K,dev,98536,98536.wav,siren,,,,unchanged_from_hazard5v3s,freesound:98536,,,,,
train,siren__fsd50k__dev__98536__0175__r1.wav,siren,,FSD50K,dev,98536,98536.wav,siren,,,,unchanged_from_hazard5v3s,freesound:98536,,,,,
train,speech__fsd50k__train__speech__100935__0111.wav,speech,fsd50k_speech,FSD50K,train,100935,100935.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:100935,,,,,
train,speech__fsd50k__train__speech__100966__0000.wav,speech,fsd50k_speech,FSD50K,train,100966,100966.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:100966,,,,,
train,speech__fsd50k__train__speech__101313__0103.wav,speech,fsd50k_speech,FSD50K,train,101313,101313.wav,"Cheering,Human_voice,Shout,Human_group_actions",,,,unchanged_from_hazard5v3s,freesound:101313,,,,,
train,speech__fsd50k__train__speech__10186__0113.wav,speech,fsd50k_speech,FSD50K,train,10186,10186.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:10186,,,,,
train,speech__fsd50k__train__speech__104030__0124.wav,speech,fsd50k_speech,FSD50K,train,104030,104030.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:104030,,,,,
train,speech__fsd50k__train__speech__104863__0138.wav,speech,fsd50k_speech,FSD50K,train,104863,104863.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:104863,,,,,
train,speech__fsd50k__train__speech__106468__0150.wav,speech,fsd50k_speech,FSD50K,train,106468,106468.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:106468,,,,,
train,speech__fsd50k__train__speech__108310__0132.wav,speech,fsd50k_speech,FSD50K,train,108310,108310.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:108310,,,,,
train,speech__fsd50k__train__speech__108314__0123.wav,speech,fsd50k_speech,FSD50K,train,108314,108314.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:108314,,,,,
train,speech__fsd50k__train__speech__108875__0001.wav,speech,fsd50k_speech,FSD50K,train,108875,108875.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:108875,,,,,
train,speech__fsd50k__train__speech__108894__0155.wav,speech,fsd50k_speech,FSD50K,train,108894,108894.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:108894,,,,,
train,speech__fsd50k__train__speech__109871__0053.wav,speech,fsd50k_speech,FSD50K,train,109871,109871.wav,"Female_speech_and_woman_speaking,Human_voice,Speech",,,,unchanged_from_hazard5v3s,freesound:109871,,,,,
train,speech__fsd50k__train__speech__112270__0136.wav,speech,fsd50k_speech,FSD50K,train,112270,112270.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:112270,,,,,
train,speech__fsd50k__train__speech__113238__0019.wav,speech,fsd50k_speech,FSD50K,train,113238,113238.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:113238,,,,,
train,speech__fsd50k__train__speech__120653__0049.wav,speech,fsd50k_speech,FSD50K,train,120653,120653.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:120653,,,,,
train,speech__fsd50k__train__speech__120662__0084.wav,speech,fsd50k_speech,FSD50K,train,120662,120662.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:120662,,,,,
train,speech__fsd50k__train__speech__120671__0176.wav,speech,fsd50k_speech,FSD50K,train,120671,120671.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:120671,,,,,
train,speech__fsd50k__train__speech__122901__0075.wav,speech,fsd50k_speech,FSD50K,train,122901,122901.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:122901,,,,,
train,speech__fsd50k__train__speech__122903__0091.wav,speech,fsd50k_speech,FSD50K,train,122903,122903.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:122903,,,,,
train,speech__fsd50k__train__speech__122905__0188.wav,speech,fsd50k_speech,FSD50K,train,122905,122905.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:122905,,,,,
train,speech__fsd50k__train__speech__122910__0147.wav,speech,fsd50k_speech,FSD50K,train,122910,122910.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:122910,,,,,
train,speech__fsd50k__train__speech__122912__0156.wav,speech,fsd50k_speech,FSD50K,train,122912,122912.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:122912,,,,,
train,speech__fsd50k__train__speech__124805__0165.wav,speech,fsd50k_speech,FSD50K,train,124805,124805.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:124805,,,,,
train,speech__fsd50k__train__speech__125130__0002.wav,speech,fsd50k_speech,FSD50K,train,125130,125130.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:125130,,,,,
train,speech__fsd50k__train__speech__130707__0121.wav,speech,fsd50k_speech,FSD50K,train,130707,130707.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:130707,,,,,
train,speech__fsd50k__train__speech__130709__0073.wav,speech,fsd50k_speech,FSD50K,train,130709,130709.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:130709,,,,,
train,speech__fsd50k__train__speech__130717__0081.wav,speech,fsd50k_speech,FSD50K,train,130717,130717.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:130717,,,,,
train,speech__fsd50k__train__speech__137917__0082.wav,speech,fsd50k_speech,FSD50K,train,137917,137917.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:137917,,,,,
train,speech__fsd50k__train__speech__139046__0014.wav,speech,fsd50k_speech,FSD50K,train,139046,139046.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:139046,,,,,
train,speech__fsd50k__train__speech__139049__0070.wav,speech,fsd50k_speech,FSD50K,train,139049,139049.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:139049,,,,,
train,speech__fsd50k__train__speech__149919__0028.wav,speech,fsd50k_speech,FSD50K,train,149919,149919.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:149919,,,,,
train,speech__fsd50k__train__speech__161370__0050.wav,speech,fsd50k_speech,FSD50K,train,161370,161370.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:161370,,,,,
train,speech__fsd50k__train__speech__165236__0041.wav,speech,fsd50k_speech,FSD50K,train,165236,165236.wav,"Conversation,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:165236,,,,,
train,speech__fsd50k__train__speech__166619__0104.wav,speech,fsd50k_speech,FSD50K,train,166619,166619.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:166619,,,,,
train,speech__fsd50k__train__speech__168305__0190.wav,speech,fsd50k_speech,FSD50K,train,168305,168305.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:168305,,,,,
train,speech__fsd50k__train__speech__175233__0126.wav,speech,fsd50k_speech,FSD50K,train,175233,175233.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:175233,,,,,
train,speech__fsd50k__train__speech__180299__0026.wav,speech,fsd50k_speech,FSD50K,train,180299,180299.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:180299,,,,,
train,speech__fsd50k__train__speech__18274__0149.wav,speech,fsd50k_speech,FSD50K,train,18274,18274.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:18274,,,,,
train,speech__fsd50k__train__speech__18286__0015.wav,speech,fsd50k_speech,FSD50K,train,18286,18286.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:18286,,,,,
train,speech__fsd50k__train__speech__18287__0110.wav,speech,fsd50k_speech,FSD50K,train,18287,18287.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:18287,,,,,
train,speech__fsd50k__train__speech__18288__0160.wav,speech,fsd50k_speech,FSD50K,train,18288,18288.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:18288,,,,,
train,speech__fsd50k__train__speech__187294__0006.wav,speech,fsd50k_speech,FSD50K,train,187294,187294.wav,"Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:187294,,,,,
train,speech__fsd50k__train__speech__189358__0063.wav,speech,fsd50k_speech,FSD50K,train,189358,189358.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:189358,,,,,
train,speech__fsd50k__train__speech__189376__0157.wav,speech,fsd50k_speech,FSD50K,train,189376,189376.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:189376,,,,,
train,speech__fsd50k__train__speech__189379__0170.wav,speech,fsd50k_speech,FSD50K,train,189379,189379.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:189379,,,,,
train,speech__fsd50k__train__speech__194481__0101.wav,speech,fsd50k_speech,FSD50K,train,194481,194481.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:194481,,,,,
train,speech__fsd50k__train__speech__195846__0076.wav,speech,fsd50k_speech,FSD50K,train,195846,195846.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:195846,,,,,
train,speech__fsd50k__train__speech__196844__0158.wav,speech,fsd50k_speech,FSD50K,train,196844,196844.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:196844,,,,,
train,speech__fsd50k__train__speech__196865__0039.wav,speech,fsd50k_speech,FSD50K,train,196865,196865.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:196865,,,,,
train,speech__fsd50k__train__speech__196884__0191.wav,speech,fsd50k_speech,FSD50K,train,196884,196884.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:196884,,,,,
train,speech__fsd50k__train__speech__207860__0038.wav,speech,fsd50k_speech,FSD50K,train,207860,207860.wav,"Yell,Crying_and_sobbing,Human_voice,Shout",,,,unchanged_from_hazard5v3s,freesound:207860,,,,,
train,speech__fsd50k__train__speech__21137__0057.wav,speech,fsd50k_speech,FSD50K,train,21137,21137.wav,"Conversation,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:21137,,,,,
train,speech__fsd50k__train__speech__219653__0010.wav,speech,fsd50k_speech,FSD50K,train,219653,219653.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:219653,,,,,
train,speech__fsd50k__train__speech__219657__0162.wav,speech,fsd50k_speech,FSD50K,train,219657,219657.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:219657,,,,,
train,speech__fsd50k__train__speech__219663__0042.wav,speech,fsd50k_speech,FSD50K,train,219663,219663.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:219663,,,,,
train,speech__fsd50k__train__speech__219941__0145.wav,speech,fsd50k_speech,FSD50K,train,219941,219941.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:219941,,,,,
train,speech__fsd50k__train__speech__220818__0161.wav,speech,fsd50k_speech,FSD50K,train,220818,220818.wav,"Screaming,Yell,Human_voice,Shout",,,,unchanged_from_hazard5v3s,freesound:220818,,,,,
train,speech__fsd50k__train__speech__221150__0143.wav,speech,fsd50k_speech,FSD50K,train,221150,221150.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:221150,,,,,
train,speech__fsd50k__train__speech__223521__0030.wav,speech,fsd50k_speech,FSD50K,train,223521,223521.wav,"Male_speech_and_man_speaking,Yell,Laughter,Speech,Human_voice,Shout",,,,unchanged_from_hazard5v3s,freesound:223521,,,,,
train,speech__fsd50k__train__speech__233029__0163.wav,speech,fsd50k_speech,FSD50K,train,233029,233029.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:233029,,,,,
train,speech__fsd50k__train__speech__233032__0130.wav,speech,fsd50k_speech,FSD50K,train,233032,233032.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:233032,,,,,
train,speech__fsd50k__train__speech__234996__0148.wav,speech,fsd50k_speech,FSD50K,train,234996,234996.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:234996,,,,,
train,speech__fsd50k__train__speech__235048__0033.wav,speech,fsd50k_speech,FSD50K,train,235048,235048.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:235048,,,,,
train,speech__fsd50k__train__speech__235114__0078.wav,speech,fsd50k_speech,FSD50K,train,235114,235114.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:235114,,,,,
train,speech__fsd50k__train__speech__235145__0119.wav,speech,fsd50k_speech,FSD50K,train,235145,235145.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:235145,,,,,
train,speech__fsd50k__train__speech__236364__0093.wav,speech,fsd50k_speech,FSD50K,train,236364,236364.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236364,,,,,
train,speech__fsd50k__train__speech__236382__0024.wav,speech,fsd50k_speech,FSD50K,train,236382,236382.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236382,,,,,
train,speech__fsd50k__train__speech__236398__0102.wav,speech,fsd50k_speech,FSD50K,train,236398,236398.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236398,,,,,
train,speech__fsd50k__train__speech__236418__0174.wav,speech,fsd50k_speech,FSD50K,train,236418,236418.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236418,,,,,
train,speech__fsd50k__train__speech__236428__0087.wav,speech,fsd50k_speech,FSD50K,train,236428,236428.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236428,,,,,
train,speech__fsd50k__train__speech__236454__0017.wav,speech,fsd50k_speech,FSD50K,train,236454,236454.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236454,,,,,
train,speech__fsd50k__train__speech__236455__0059.wav,speech,fsd50k_speech,FSD50K,train,236455,236455.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236455,,,,,
train,speech__fsd50k__train__speech__236464__0171.wav,speech,fsd50k_speech,FSD50K,train,236464,236464.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236464,,,,,
train,speech__fsd50k__train__speech__236547__0048.wav,speech,fsd50k_speech,FSD50K,train,236547,236547.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236547,,,,,
train,speech__fsd50k__train__speech__236556__0018.wav,speech,fsd50k_speech,FSD50K,train,236556,236556.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236556,,,,,
train,speech__fsd50k__train__speech__236580__0186.wav,speech,fsd50k_speech,FSD50K,train,236580,236580.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236580,,,,,
train,speech__fsd50k__train__speech__236609__0179.wav,speech,fsd50k_speech,FSD50K,train,236609,236609.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236609,,,,,
train,speech__fsd50k__train__speech__236653__0064.wav,speech,fsd50k_speech,FSD50K,train,236653,236653.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236653,,,,,
train,speech__fsd50k__train__speech__236660__0044.wav,speech,fsd50k_speech,FSD50K,train,236660,236660.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236660,,,,,
train,speech__fsd50k__train__speech__236680__0118.wav,speech,fsd50k_speech,FSD50K,train,236680,236680.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236680,,,,,
train,speech__fsd50k__train__speech__236682__0127.wav,speech,fsd50k_speech,FSD50K,train,236682,236682.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:236682,,,,,
train,speech__fsd50k__train__speech__241581__0115.wav,speech,fsd50k_speech,FSD50K,train,241581,241581.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:241581,,,,,
train,speech__fsd50k__train__speech__242576__0137.wav,speech,fsd50k_speech,FSD50K,train,242576,242576.wav,"Conversation,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:242576,,,,,
train,speech__fsd50k__train__speech__242683__0077.wav,speech,fsd50k_speech,FSD50K,train,242683,242683.wav,"Female_speech_and_woman_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:242683,,,,,
train,speech__fsd50k__train__speech__24373__0100.wav,speech,fsd50k_speech,FSD50K,train,24373,24373.wav,"Chatter,Human_group_actions",,,,unchanged_from_hazard5v3s,freesound:24373,,,,,
train,speech__fsd50k__train__speech__245604__0173.wav,speech,fsd50k_speech,FSD50K,train,245604,245604.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:245604,,,,,
train,speech__fsd50k__train__speech__248047__0020.wav,speech,fsd50k_speech,FSD50K,train,248047,248047.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:248047,,,,,
train,speech__fsd50k__train__speech__249722__0043.wav,speech,fsd50k_speech,FSD50K,train,249722,249722.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:249722,,,,,
train,speech__fsd50k__train__speech__249807__0152.wav,speech,fsd50k_speech,FSD50K,train,249807,249807.wav,"Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:249807,,,,,
train,speech__fsd50k__train__speech__25042__0095.wav,speech,fsd50k_speech,FSD50K,train,25042,25042.wav,"Chatter,Human_group_actions",,,,unchanged_from_hazard5v3s,freesound:25042,,,,,
train,speech__fsd50k__train__speech__254337__0182.wav,speech,fsd50k_speech,FSD50K,train,254337,254337.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:254337,,,,,
train,speech__fsd50k__train__speech__254389__0169.wav,speech,fsd50k_speech,FSD50K,train,254389,254389.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:254389,,,,,
train,speech__fsd50k__train__speech__254416__0184.wav,speech,fsd50k_speech,FSD50K,train,254416,254416.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:254416,,,,,
train,speech__fsd50k__train__speech__256337__0021.wav,speech,fsd50k_speech,FSD50K,train,256337,256337.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256337,,,,,
train,speech__fsd50k__train__speech__256352__0166.wav,speech,fsd50k_speech,FSD50K,train,256352,256352.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256352,,,,,
train,speech__fsd50k__train__speech__256355__0122.wav,speech,fsd50k_speech,FSD50K,train,256355,256355.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256355,,,,,
train,speech__fsd50k__train__speech__256368__0151.wav,speech,fsd50k_speech,FSD50K,train,256368,256368.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256368,,,,,
train,speech__fsd50k__train__speech__256779__0005.wav,speech,fsd50k_speech,FSD50K,train,256779,256779.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256779,,,,,
train,speech__fsd50k__train__speech__256880__0094.wav,speech,fsd50k_speech,FSD50K,train,256880,256880.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:256880,,,,,
train,speech__fsd50k__train__speech__273153__0153.wav,speech,fsd50k_speech,FSD50K,train,273153,273153.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:273153,,,,,
train,speech__fsd50k__train__speech__274872__0089.wav,speech,fsd50k_speech,FSD50K,train,274872,274872.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:274872,,,,,
train,speech__fsd50k__train__speech__274892__0106.wav,speech,fsd50k_speech,FSD50K,train,274892,274892.wav,"Male_speech_and_man_speaking,Aircraft,Speech,Human_voice,Vehicle",,,,unchanged_from_hazard5v3s,freesound:274892,,,,,
train,speech__fsd50k__train__speech__274978__0069.wav,speech,fsd50k_speech,FSD50K,train,274978,274978.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:274978,,,,,
train,speech__fsd50k__train__speech__278895__0009.wav,speech,fsd50k_speech,FSD50K,train,278895,278895.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:278895,,,,,
train,speech__fsd50k__train__speech__27969__0140.wav,speech,fsd50k_speech,FSD50K,train,27969,27969.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:27969,,,,,
train,speech__fsd50k__train__speech__27970__0054.wav,speech,fsd50k_speech,FSD50K,train,27970,27970.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:27970,,,,,
train,speech__fsd50k__train__speech__29654__0125.wav,speech,fsd50k_speech,FSD50K,train,29654,29654.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:29654,,,,,
train,speech__fsd50k__train__speech__30277__0164.wav,speech,fsd50k_speech,FSD50K,train,30277,30277.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:30277,,,,,
train,speech__fsd50k__train__speech__30597__0027.wav,speech,fsd50k_speech,FSD50K,train,30597,30597.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:30597,,,,,
train,speech__fsd50k__train__speech__31345__0071.wav,speech,fsd50k_speech,FSD50K,train,31345,31345.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:31345,,,,,
train,speech__fsd50k__train__speech__316170__0178.wav,speech,fsd50k_speech,FSD50K,train,316170,316170.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:316170,,,,,
train,speech__fsd50k__train__speech__316411__0025.wav,speech,fsd50k_speech,FSD50K,train,316411,316411.wav,"Screech,Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:316411,,,,,
train,speech__fsd50k__train__speech__316443__0037.wav,speech,fsd50k_speech,FSD50K,train,316443,316443.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:316443,,,,,
train,speech__fsd50k__train__speech__31783__0086.wav,speech,fsd50k_speech,FSD50K,train,31783,31783.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:31783,,,,,
train,speech__fsd50k__train__speech__33689__0062.wav,speech,fsd50k_speech,FSD50K,train,33689,33689.wav,"Female_speech_and_woman_speaking,Yell,Speech,Human_voice,Shout",,,,unchanged_from_hazard5v3s,freesound:33689,,,,,
train,speech__fsd50k__train__speech__341347__0097.wav,speech,fsd50k_speech,FSD50K,train,341347,341347.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:341347,,,,,
train,speech__fsd50k__train__speech__341509__0051.wav,speech,fsd50k_speech,FSD50K,train,341509,341509.wav,"Human_group_actions,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:341509,,,,,
train,speech__fsd50k__train__speech__342258__0109.wav,speech,fsd50k_speech,FSD50K,train,342258,342258.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:342258,,,,,
train,speech__fsd50k__train__speech__34318__0088.wav,speech,fsd50k_speech,FSD50K,train,34318,34318.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:34318,,,,,
train,speech__fsd50k__train__speech__343891__0142.wav,speech,fsd50k_speech,FSD50K,train,343891,343891.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:343891,,,,,
train,speech__fsd50k__train__speech__343915__0144.wav,speech,fsd50k_speech,FSD50K,train,343915,343915.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:343915,,,,,
train,speech__fsd50k__train__speech__34420__0023.wav,speech,fsd50k_speech,FSD50K,train,34420,34420.wav,"Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:34420,,,,,
train,speech__fsd50k__train__speech__349317__0003.wav,speech,fsd50k_speech,FSD50K,train,349317,349317.wav,"Speech_synthesizer,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:349317,,,,,
train,speech__fsd50k__train__speech__351110__0067.wav,speech,fsd50k_speech,FSD50K,train,351110,351110.wav,"Child_speech_and_kid_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:351110,,,,,
train,speech__fsd50k__train__speech__351337__0008.wav,speech,fsd50k_speech,FSD50K,train,351337,351337.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:351337,,,,,
train,speech__fsd50k__train__speech__351339__0128.wav,speech,fsd50k_speech,FSD50K,train,351339,351339.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:351339,,,,,
train,speech__fsd50k__train__speech__353294__0074.wav,speech,fsd50k_speech,FSD50K,train,353294,353294.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:353294,,,,,
train,speech__fsd50k__train__speech__353295__0189.wav,speech,fsd50k_speech,FSD50K,train,353295,353295.wav,"Screaming,Human_voice",,,,unchanged_from_hazard5v3s,freesound:353295,,,,,
train,speech__fsd50k__train__speech__364897__0117.wav,speech,fsd50k_speech,FSD50K,train,364897,364897.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:364897,,,,,
train,speech__fsd50k__train__speech__367187__0116.wav,speech,fsd50k_speech,FSD50K,train,367187,367187.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:367187,,,,,
train,speech__fsd50k__train__speech__377264__0013.wav,speech,fsd50k_speech,FSD50K,train,377264,377264.wav,"Male_speech_and_man_speaking,Speech,Human_voice",,,,unchanged_from_hazard5v3s,freesound:377264,,,,,
train,speech__fsd50k__train__speech__379969__0047.wav,speech,fsd50k_speech,FSD50K,train,379969,379969.wav,"Yell,Shout,Human_voice",,,,unchanged_from_hazard5v3s,freesound:379969,,,,,
train,speech__fsd50k__train__speech__386538__0120.wav,speech,fsd50k_speech,FSD50K,train,386538,386538.wav,"Whispering,Human_voice",,,,unchanged_from_hazard5v3s,freesound:386538,,,,,
