dataset_role,other_group,source_dataset,source_partition,source_id,source_filename,source_labels,filename,stimulus_sha256,patch_count,hardness_score,hardest_predicted_class,hardest_patch_within_clip,mean_top_class,mean_top_score,mean_score_dog_bark,mean_score_glass_breaking,mean_score_gunshot_gunfire,mean_score_siren,mean_score_speech,mean_score_thunderstorm,selection_tier,candidate_filename,excerpt_start_s,excerpt_duration_s
train,clapping_applause,FSD50K,train,324194,324194.wav,"Applause,Human_group_actions",other__fsd50k__train__324194__hard3s.wav,7a5eda13da7e4f75ef476f782a98e0a6dc20fdeeee6b7e100b35df91a6564da0,10,0.9008290767669678,speech,5,speech,0.7105399966239929,0.04074286296963692,0.046152662485837936,0.11724294722080231,0.0778406485915184,0.7105399966239929,0.007480846252292395,diversity,other_candidate__fsd50k__train__324194__0348.wav,2.600000,3.000
train,clapping_applause,FSD50K,train,73083,73083.wav,"Clapping,Hands",other__fsd50k__train__73083__hard3s.wav,7e1d3a0fc4b81d253f5564a16fb18ff4cd34a9290de490117684787f3270b9ca,1,0.7083413600921631,gunshot_gunfire,0,gunshot_gunfire,0.7083413600921631,0.0002703523205127567,0.2553454041481018,0.7083413600921631,0.0016120581422001123,0.0012491138186305761,0.033181723207235336,diversity,other_candidate__fsd50k__train__73083__0475.wav,0.000000,3.000
train,clapping_applause,FSD50K,train,274588,274588.wav,"Applause,Human_group_actions",other__fsd50k__train__274588__hard3s.wav,abcb7becadf01380588fb49d30ff4cc3a92c59d4d3efc159d6ca04ed70b72af9,13,0.685194730758667,speech,9,speech,0.4054984748363495,0.04815586283802986,0.12796613574028015,0.2968375086784363,0.049431558698415756,0.4054984748363495,0.07211048156023026,diversity,other_candidate__fsd50k__train__274588__0424.wav,5.480000,3.000
train,clapping_applause,FSD50K,train,187963,187963.wav,"Clapping,Hands",other__fsd50k__train__187963__hard3s.wav,00faa58089c92de95d07ab251029a36f55e686b771099972b933658781d69b1e,1,0.7740053534507751,gunshot_gunfire,0,gunshot_gunfire,0.7740053534507751,0.00875396654009819,0.08693861216306686,0.7740053534507751,0.0063063097186386585,0.023414986208081245,0.10058075189590454,diversity,other_candidate__fsd50k__train__187963__0478.wav,0.000000,3.000
train,clapping_applause,FSD50K,train,404549,404549.wav,"Clapping,Hands",other__fsd50k__train__404549__hard3s.wav,2fb5ac79c2c96d6043cfcb76613c3dc0854a1b7e1f33724222f548db60b473cf,1,0.557796835899353,glass_breaking,0,glass_breaking,0.557796835899353,0.05616532266139984,0.557796835899353,0.1802539974451065,0.029148008674383163,0.04196276515722275,0.13467304408550262,diversity,other_candidate__fsd50k__train__404549__0363.wav,0.000000,3.000
train,clapping_applause,FSD50K,train,432327,432327.wav,"Applause,Human_group_actions",other__fsd50k__train__432327__hard3s.wav,8985a87a9fc2dcc70e63e8f839f7e8939bdb33c32066391a85bc28409b6609b6,9,0.9035907983779907,speech,0,speech,0.5767077803611755,0.06886652112007141,0.04786891117691994,0.19473332166671753,0.09876096248626709,0.5767077803611755,0.013062476180493832,diversity,other_candidate__fsd50k__train__432327__0430.wav,0.000000,3.000
train,impulsive,FSD50K,train,382235,382235.wav,"Hammer,Tools",other__fsd50k__train__382235__hard3s.wav,2437755099a3bc0ef16e19d9c5c47b58d6b1596c13cd5e35f440f0891633cebf,7,0.9923221468925476,glass_breaking,1,glass_breaking,0.9105505347251892,0.006467715837061405,0.9105505347251892,0.028569774702191353,0.007658515591174364,0.029263069853186607,0.017490413039922714,hard_negative,other_candidate__fsd50k__train__382235__0632.wav,0.000000,3.000
train,impulsive,FSD50K,train,251426,251426.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__251426__hard3s.wav,092c07470013e7abaf229db019aff0080d1941e5e4d7664cd3ab7d1e5742a2b9,13,0.9976377487182617,gunshot_gunfire,9,gunshot_gunfire,0.6384364366531372,0.00358166778460145,0.25117605924606323,0.6384364366531372,0.004251496866345406,0.08313469588756561,0.019419539719820023,hard_negative,other_candidate__fsd50k__train__251426__0701.wav,5.480000,3.000
train,impulsive,FSD50K,train,329018,329018.wav,"Knock,Door,Wood,Domestic_sounds_and_home_sounds",other__fsd50k__train__329018__hard3s.wav,571e0601de3ecb3d553a1b8ee40898d6765d9130af3c5213c2b3b4ea976b604d,12,0.9864365458488464,speech,1,gunshot_gunfire,0.35890135169029236,0.006705837789922953,0.27191272377967834,0.35890135169029236,0.004921031650155783,0.29647353291511536,0.06108551844954491,hard_negative,other_candidate__fsd50k__train__329018__0646.wav,0.000000,3.000
train,impulsive,FSD50K,train,212390,212390.wav,"Hammer,Tools",other__fsd50k__train__212390__hard3s.wav,13a4a8410169196e08e0d0a68613b95c656a52b0a400d322e8192aeb0e2735f1,13,0.9656540751457214,thunderstorm,7,glass_breaking,0.2957858741283417,0.03212361037731171,0.2957858741283417,0.2402210235595703,0.030914101749658585,0.2454177439212799,0.1555376648902893,hard_negative,other_candidate__fsd50k__train__212390__0492.wav,4.040000,3.000
train,impulsive,FSD50K,train,21750,21750.wav,"Hammer,Tools",other__fsd50k__train__21750__hard3s.wav,1fa1d4e8f6f7939fc037e98d3ba6faf97868388d839274cb3af3621c7fd47f03,13,0.9900257587432861,glass_breaking,5,glass_breaking,0.6498421430587769,0.0016461876221001148,0.6498421430587769,0.2782420516014099,0.007362974341958761,0.0570601150393486,0.005846518091857433,hard_negative,other_candidate__fsd50k__train__21750__0555.wav,2.600000,3.000
train,impulsive,ESC-50,fold_1,25777,1-25777-A-48.wav,fireworks,other__esc50__fold_1__25777__hard3s.wav,b8e4b7411b687d7aea986070bee7ea02b2f13a6aec6c176961b7e53263a2c3af,6,0.9943689703941345,gunshot_gunfire,5,gunshot_gunfire,0.760941207408905,0.002874697558581829,0.13171379268169403,0.760941207408905,0.002936331555247307,0.02068561501801014,0.0808483436703682,hard_negative,other_candidate__esc50__fold_1__25777__0610.wav,2.000000,3.000
train,impulsive,FSD50K,train,422165,422165.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__422165__hard3s.wav,542ae5655eda56eaedee10eb21716c026af0732fcd31ec3bd8da4fade6466a1f,10,0.9455395936965942,speech,4,speech,0.3170503079891205,0.07787029445171356,0.14771471917629242,0.1978377401828766,0.06323156505823135,0.3170503079891205,0.1962953507900238,hard_negative,other_candidate__fsd50k__train__422165__0517.wav,1.880000,3.000
train,impulsive,FSD50K,train,335737,335737.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__335737__hard3s.wav,f2afd98283df8a4ccf27c993420a7b14615c3b72b1e2cdcafaef1fdcdd525d58,9,0.9201604723930359,thunderstorm,2,thunderstorm,0.35333043336868286,0.014952427707612514,0.18927070498466492,0.31074759364128113,0.018887251615524292,0.11281151324510574,0.35333043336868286,hard_negative,other_candidate__fsd50k__train__335737__0604.wav,0.440000,3.000
train,impulsive,FSD50K,train,410827,410827.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__410827__hard3s.wav,38f2c7dac9e23f22684f9543eafe43d96eabe44862441cef7046e2253848cb10,13,0.9811328053474426,glass_breaking,12,glass_breaking,0.844908595085144,0.02646094560623169,0.844908595085144,0.015949510037899017,0.009675015695393085,0.05602344125509262,0.046982541680336,hard_negative,other_candidate__fsd50k__train__410827__0620.wav,7.640000,3.000
train,impulsive,FSD50K,train,367129,367129.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__367129__hard3s.wav,2dcc29b846d889d223ef2289b379cbf5c2bbe4e5c74c7e646bddd330a9ef27c5,13,0.991551399230957,gunshot_gunfire,7,gunshot_gunfire,0.46221545338630676,0.0034541874192655087,0.41471293568611145,0.46221545338630676,0.0028381955344229937,0.0934101864695549,0.023369012400507927,hard_negative,other_candidate__fsd50k__train__367129__0677.wav,4.040000,3.000
train,impulsive,FSD50K,train,333036,333036.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__333036__hard3s.wav,c8c987d3014459ccb9a027455ccc8bc748bf9c6d2ec2a421f59fe809022034b8,12,0.8199672102928162,speech,8,speech,0.38244226574897766,0.06219427287578583,0.1430116891860962,0.10606075078248978,0.2393697053194046,0.38244226574897766,0.06692131608724594,hard_negative,other_candidate__fsd50k__train__333036__0708.wav,4.760000,3.000
train,impulsive,FSD50K,train,337097,337097.wav,"Hammer,Tools",other__fsd50k__train__337097__hard3s.wav,24d641947caf73cff1d639dc653cdc7e42882d028927495e1284e50ae799d971,13,0.8934516906738281,thunderstorm,6,thunderstorm,0.42244747281074524,0.009444599971175194,0.1292416751384735,0.09686566144227982,0.10869842022657394,0.23330220580101013,0.42244747281074524,hard_negative,other_candidate__fsd50k__train__337097__0489.wav,3.320000,3.000
train,impulsive,FSD50K,train,67709,67709.wav,"Hammer,Tools",other__fsd50k__train__67709__hard3s.wav,c1004451ff1d2d895c903a969abb55ce58d1365f8ae65e3a060646fc6e20ebe4,10,0.9729918241500854,glass_breaking,8,glass_breaking,0.6370710134506226,0.009397213347256184,0.6370710134506226,0.15204691886901855,0.005089459475129843,0.13303376734256744,0.06336168944835663,hard_negative,other_candidate__fsd50k__train__67709__0527.wav,4.760000,3.000
train,impulsive,FSD50K,train,218774,218774.wav,"Hammer,Tools",other__fsd50k__train__218774__hard3s.wav,f9a0021b963f1e855ff32807c89f6c589a4176c3efbf1a7bd10242b9315303ca,1,0.990254819393158,gunshot_gunfire,0,gunshot_gunfire,0.990254819393158,9.125133510679007e-05,0.006483732257038355,0.990254819393158,9.125133510679007e-05,0.0014553879154846072,0.001623511197976768,hard_negative,other_candidate__fsd50k__train__218774__0531.wav,0.000000,3.000
train,impulsive,FSD50K,train,193854,193854.wav,"Knock,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__193854__hard3s.wav,575bf0810af61d2bd9c8efabd3f470a86f44c2f9937a96a9d1b87fb92f268fc7,2,0.7518907785415649,speech,0,speech,0.536802351474762,0.023193474858999252,0.0937771275639534,0.20308427512645721,0.029030798003077507,0.536802351474762,0.11411195993423462,hard_negative,other_candidate__fsd50k__train__193854__0699.wav,0.000000,3.000
train,impulsive,FSD50K,train,46076,46076.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__46076__hard3s.wav,da29012ca6a184ad54cd76bbd9112bdb8da5abd7f63529962e24cba6a672f582,6,0.8215578198432922,thunderstorm,4,gunshot_gunfire,0.3933872878551483,0.019164999946951866,0.11459056288003922,0.3933872878551483,0.036682069301605225,0.11345058679580688,0.3227245509624481,hard_negative,other_candidate__fsd50k__train__46076__0606.wav,1.880000,3.000
train,impulsive,FSD50K,train,341916,341916.wav,Crack,other__fsd50k__train__341916__hard3s.wav,afea1bf6e7ec31dd08da1f11b3eb84e09ba9b9a88d012dbad3a42f08ffeb2d80,1,0.9580293893814087,glass_breaking,0,glass_breaking,0.9580293893814087,0.0001640231057535857,0.9580293893814087,0.03477414697408676,0.0006793603533878922,0.00604827469214797,0.00030474632512778044,hard_negative,other_candidate__fsd50k__train__341916__0558.wav,0.000000,3.000
train,impulsive,FSD50K,train,31371,31371.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__31371__hard3s.wav,5521dd45b4ec1c88520719bcebabeff1350c453db8fec6a9135f880f8212562a,13,0.9761000871658325,gunshot_gunfire,8,gunshot_gunfire,0.5043801069259644,0.003440610831603408,0.2872408628463745,0.5043801069259644,0.005030966829508543,0.15363247692584991,0.046274956315755844,hard_negative,other_candidate__fsd50k__train__31371__0505.wav,4.760000,3.000
train,impulsive,FSD50K,train,52265,52265.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__52265__hard3s.wav,68d0b5e604e2790c248b10d39e1ce4ffc268e9c937152adb9df76564a4990a4a,3,0.6131035089492798,speech,2,speech,0.3243410885334015,0.11890199035406113,0.14996755123138428,0.11100190877914429,0.19104118645191193,0.3243410885334015,0.10474630445241928,hard_negative,other_candidate__fsd50k__train__52265__0600.wav,0.111474,3.000
train,impulsive,FSD50K,train,161190,161190.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__161190__hard3s.wav,c59d17319c637a632b03043361e67f59648b6a7092ce86b5cc5f5785c468beda,6,0.7643918991088867,thunderstorm,3,glass_breaking,0.34108757972717285,0.009942794218659401,0.34108757972717285,0.26082149147987366,0.021518008783459663,0.11152783781290054,0.2551022469997406,hard_negative,other_candidate__fsd50k__train__161190__0488.wav,1.160000,3.000
train,impulsive,FSD50K,train,406048,406048.wav,"Hammer,Tools",other__fsd50k__train__406048__hard3s.wav,b5af741eb0efc109159688a8cf4d47a2a2fa0462eee73b36becdf35c1fba2c6e,4,0.946469247341156,glass_breaking,2,glass_breaking,0.8200522661209106,0.005063500255346298,0.8200522661209106,0.11436554044485092,0.0037937373854219913,0.04133879020810127,0.01538613997399807,hard_negative,other_candidate__fsd50k__train__406048__0706.wav,0.440000,3.000
train,impulsive,FSD50K,train,349290,349290.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__349290__hard3s.wav,32c23192e0564a8bdd9ff2af87f2da28a0c7c83fe7f2db038b8c52d18d57a14e,2,0.9750016331672668,gunshot_gunfire,0,gunshot_gunfire,0.5596305131912231,0.0008252951665781438,0.42388808727264404,0.5596305131912231,0.001938756788149476,0.005763647612184286,0.00795368105173111,hard_negative,other_candidate__fsd50k__train__349290__0522.wav,0.000000,3.000
train,impulsive,FSD50K,train,411526,411526.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__411526__hard3s.wav,77a9c35fba70b4017188f385d68aaaa78d3bf66197b901eb8014945460c27e99,10,0.6121335029602051,speech,1,glass_breaking,0.4355749487876892,0.025749068707227707,0.4355749487876892,0.12906667590141296,0.0137369679287076,0.198212668299675,0.19765964150428772,hard_negative,other_candidate__fsd50k__train__411526__0508.wav,0.000000,3.000
train,impulsive,FSD50K,train,340749,340749.wav,"Sliding_door,Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__340749__hard3s.wav,4388bf90462beed3b519c2e47e5795596b157099b1b5fcc9c5117cf27952f7dd,12,0.7577472925186157,thunderstorm,10,thunderstorm,0.40385058522224426,0.03943474590778351,0.17646807432174683,0.15514738857746124,0.026986747980117798,0.19811247289180756,0.40385058522224426,hard_negative,other_candidate__fsd50k__train__340749__0672.wav,6.072313,3.000
train,impulsive,FSD50K,train,237403,237403.wav,"Slam,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__237403__hard3s.wav,2498679d6143b29222908e8592b7c40003ab71f98a035e8c0087a75e69e42168,10,0.9456011056900024,glass_breaking,2,glass_breaking,0.3605397045612335,0.01351948082447052,0.3605397045612335,0.2903566360473633,0.012656532227993011,0.18226537108421326,0.140662282705307,hard_negative,other_candidate__fsd50k__train__237403__0639.wav,0.440000,3.000
train,impulsive,FSD50K,train,190027,190027.wav,"Knock,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__190027__hard3s.wav,7ab6ff32c922ccece9205ae6f2ebddb06fdc46e17d08c073c59ea65ac498b9d0,4,0.9694818258285522,gunshot_gunfire,3,gunshot_gunfire,0.9525387287139893,0.00025257980450987816,0.03781069815158844,0.9525387287139893,0.00025257980450987816,0.007695378735661507,0.001450129086151719,hard_negative,other_candidate__fsd50k__train__190027__0615.wav,0.489909,3.000
train,impulsive,FSD50K,train,193859,193859.wav,"Knock,Wood,Percussion,Musical_instrument,Music,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__193859__hard3s.wav,512fa388f368a33105614ed403600685abdc44993b896b5b1f8b7c781fc02c89,2,0.4199649393558502,speech,1,gunshot_gunfire,0.37206965684890747,0.018433552235364914,0.2245228886604309,0.37206965684890747,0.032513998448848724,0.24286118149757385,0.10959871113300323,hard_negative,other_candidate__fsd50k__train__193859__0707.wav,0.000000,3.000
train,impulsive,FSD50K,train,354098,354098.wav,"Crack,Crackle",other__fsd50k__train__354098__hard3s.wav,8a18eae55a01d19d0c6591d6d9148e82eb5b72b7a930ea9da6ff237388d8047c,12,0.7122170925140381,thunderstorm,3,thunderstorm,0.43984997272491455,0.019747145473957062,0.2499527782201767,0.11978259682655334,0.013878144323825836,0.1567893773317337,0.43984997272491455,hard_negative,other_candidate__fsd50k__train__354098__0569.wav,1.160000,3.000
train,impulsive,FSD50K,train,194238,194238.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__194238__hard3s.wav,9d6871ceb7466fbb703d6e0c26d9978a7184cf23201729707de9436d417b035b,12,0.945266604423523,glass_breaking,5,glass_breaking,0.49169978499412537,0.021684950217604637,0.49169978499412537,0.1609528511762619,0.012777085416018963,0.1397644728422165,0.1731209009885788,hard_negative,other_candidate__fsd50k__train__194238__0651.wav,2.600000,3.000
train,impulsive,FSD50K,train,413270,413270.wav,"Knock,Door,Wood,Domestic_sounds_and_home_sounds",other__fsd50k__train__413270__hard3s.wav,a676dd2e3c9961ce0428277ff6a5bd0cbb36b0a620e54ba15bbcab1b39c6e106,3,0.9579173922538757,gunshot_gunfire,1,gunshot_gunfire,0.6177880167961121,0.004110355395823717,0.2969150245189667,0.6177880167961121,0.0012343189446255565,0.038917288184165955,0.041034992784261703,hard_negative,other_candidate__fsd50k__train__413270__0501.wav,0.000000,3.000
train,impulsive,FSD50K,train,88676,88676.wav,"Finger_snapping,Hands",other__fsd50k__train__88676__hard3s.wav,69e8c04fd20ecd9522b0fb04470dbe7ffe2e42730f5d3d20bc8123821e0be961,1,0.2886980473995209,speech,0,speech,0.2886980473995209,0.0520767979323864,0.21569480001926422,0.1933584362268448,0.10034684836864471,0.2886980473995209,0.1498250663280487,hard_negative,other_candidate__fsd50k__train__88676__0570.wav,0.000000,3.000
train,impulsive,FSD50K,train,390973,390973.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__390973__hard3s.wav,04957a2b55b81e6debd883ca42669b09a57af1704cb0af41dac5a1b6ae0a412e,8,0.7033373713493347,thunderstorm,0,thunderstorm,0.4144606292247772,0.03245672956109047,0.2391606867313385,0.13120265305042267,0.11774764955043793,0.06497164815664291,0.4144606292247772,hard_negative,other_candidate__fsd50k__train__390973__0534.wav,0.000000,3.000
train,impulsive,FSD50K,train,219522,219522.wav,"Crack,Crackle",other__fsd50k__train__219522__hard3s.wav,41004ede445f6881ba604d58cb45eebafd5967602b9e982a20c8882916746916,13,0.9436377286911011,glass_breaking,7,glass_breaking,0.6338165998458862,0.014042655937373638,0.6338165998458862,0.07740016281604767,0.006339435465633869,0.1043548509478569,0.1640462875366211,hard_negative,other_candidate__fsd50k__train__219522__0623.wav,4.040000,3.000
train,impulsive,FSD50K,train,275912,275912.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__275912__hard3s.wav,664c072595ebbf124f56b2cec58ae4f515eea799ed865a424722c40694c4493d,2,0.9556663632392883,gunshot_gunfire,0,gunshot_gunfire,0.8369768857955933,0.00296801864169538,0.08476252853870392,0.8369768857955933,0.0015584096545353532,0.05083826556801796,0.022895919159054756,hard_negative,other_candidate__fsd50k__train__275912__0702.wav,0.000000,3.000
train,impulsive,FSD50K,train,60031,60031.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__60031__hard3s.wav,343a53569c30c81d2a96e7ba9f870040a9d448aa5a9c681dc4f1a3ce88b97641,11,0.6593303680419922,thunderstorm,4,glass_breaking,0.2633039355278015,0.02300061658024788,0.2633039355278015,0.22516950964927673,0.02092519961297512,0.2170964628458023,0.2505042850971222,hard_negative,other_candidate__fsd50k__train__60031__0510.wav,1.880000,3.000
train,impulsive,FSD50K,train,346798,346798.wav,"Finger_snapping,Hands",other__fsd50k__train__346798__hard3s.wav,ba9ad5ee6bb6ba4543b76b4c01c568085a83a9eca6fd27da5f6d26a32394d80c,1,0.9394853115081787,glass_breaking,0,glass_breaking,0.9394853115081787,0.004431375302374363,0.9394853115081787,0.03170418366789818,0.000385681283660233,0.021234190091490746,0.002759348601102829,hard_negative,other_candidate__fsd50k__train__346798__0689.wav,0.000000,3.000
train,impulsive,FSD50K,train,211496,211496.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__211496__hard3s.wav,d1d7a18a688590f34b7579b4a4e3e25434ffc707b714c32944273cd0ff6c3182,1,0.9529997706413269,gunshot_gunfire,0,gunshot_gunfire,0.9529997706413269,0.00030314642935991287,0.028829872608184814,0.9529997706413269,0.00030314642935991287,0.014961780048906803,0.002602305728942156,hard_negative,other_candidate__fsd50k__train__211496__0593.wav,0.000000,3.000
train,impulsive,FSD50K,train,193870,193870.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__193870__hard3s.wav,80d71bf15d9e46a1e2d9c3985e9ebbdf1305f0035585ef5e0559108fceb54b6d,2,0.5266166925430298,thunderstorm,1,thunderstorm,0.44137927889823914,0.012025712057948112,0.10844957083463669,0.3356945514678955,0.02261156216263771,0.07983936369419098,0.44137927889823914,hard_negative,other_candidate__fsd50k__train__193870__0529.wav,0.000000,3.000
train,impulsive,FSD50K,train,364849,364849.wav,"Hammer,Wood,Tools",other__fsd50k__train__364849__hard3s.wav,cfa0f5ec27e192fade5df4df62e5c991a1b1519b34d8711602101215fff613da,2,0.9304651618003845,glass_breaking,1,glass_breaking,0.8869681358337402,0.004816229920834303,0.8869681358337402,0.03874904662370682,0.006901652552187443,0.03558437153697014,0.026980556547641754,hard_negative,other_candidate__fsd50k__train__364849__0645.wav,0.000000,3.000
train,impulsive,FSD50K,train,106861,106861.wav,"Hammer,Tools",other__fsd50k__train__106861__hard3s.wav,e6166ebb339cf765b95ecaf2f2d1541494c29875dd34bcd668386120093dd65d,1,0.9473153352737427,gunshot_gunfire,0,gunshot_gunfire,0.9473153352737427,8.729448745725676e-05,0.04950252175331116,0.9473153352737427,8.729448745725676e-05,0.00022513877775054425,0.0027823459822684526,hard_negative,other_candidate__fsd50k__train__106861__0572.wav,0.000000,3.000
train,impulsive,FSD50K,train,68702,68702.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__68702__hard3s.wav,8cf1ce0e475f3ef2e624f6c338de79e33d99e7c4fd83e9bf1a078b5436ba447e,1,0.5082759261131287,thunderstorm,0,thunderstorm,0.5082759261131287,0.009929860942065716,0.00574857834726572,0.2452387660741806,0.04758177697658539,0.1832251101732254,0.5082759261131287,hard_negative,other_candidate__fsd50k__train__68702__0709.wav,0.000000,3.000
train,impulsive,FSD50K,train,114235,114235.wav,Crack,other__fsd50k__train__114235__hard3s.wav,a4868bbd67ba54bcfeba03aa39d9413abd5acc893f5d13c85b70f4e683534b4b,12,0.9302404522895813,glass_breaking,11,glass_breaking,0.5159069895744324,0.014130611903965473,0.5159069895744324,0.14498984813690186,0.03139418736100197,0.05921640619635582,0.23436200618743896,hard_negative,other_candidate__fsd50k__train__114235__0688.wav,6.138050,3.000
train,impulsive,FSD50K,train,426736,426736.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__426736__hard3s.wav,f0ac98a1d7aa9baef26eea25f115344156b21e1ea174aed4b4fa4924a931083d,8,0.9394280910491943,gunshot_gunfire,7,gunshot_gunfire,0.5259736776351929,0.016045276075601578,0.24543868005275726,0.5259736776351929,0.0075496225617825985,0.12530682981014252,0.07968589663505554,hard_negative,other_candidate__fsd50k__train__426736__0579.wav,3.279841,3.000
train,impulsive,FSD50K,train,212747,212747.wav,"Sliding_door,Slam,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__212747__hard3s.wav,224904ce31371604176d97ebff7aebca58f717f06da4e289ed36a96dbd343b81,3,0.4443286061286926,thunderstorm,0,thunderstorm,0.3840782940387726,0.00869362335652113,0.2261563092470169,0.11058106273412704,0.12594835460186005,0.1445424109697342,0.3840782940387726,hard_negative,other_candidate__fsd50k__train__212747__0586.wav,0.000000,3.000
train,impulsive,FSD50K,train,324508,324508.wav,"Slam,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__324508__hard3s.wav,253eca3da949fb5f2eb66eeacadeaafe995c572ec48e263779ae2553b1fa08e4,5,0.9283677935600281,glass_breaking,1,glass_breaking,0.5502699613571167,0.0028813451062887907,0.5502699613571167,0.29463544487953186,0.007230723742395639,0.048026613891124725,0.09695594012737274,hard_negative,other_candidate__fsd50k__train__324508__0659.wav,0.000000,3.000
train,impulsive,FSD50K,train,361758,361758.wav,"Finger_snapping,Hands",other__fsd50k__train__361758__hard3s.wav,0eeed34ff01ecc983096e9bf2f05f7115f350a13f3703f9c1ac66aefb58f24d8,1,0.6177322864532471,gunshot_gunfire,0,gunshot_gunfire,0.6177322864532471,0.0006306333234533668,0.3448196053504944,0.6177322864532471,0.0006306333234533668,0.033477939665317535,0.0027089298237115145,diversity,other_candidate__fsd50k__train__361758__0683.wav,0.000000,3.000
train,impulsive,FSD50K,train,193832,193832.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__193832__hard3s.wav,18859e1a213ca564805ee388e30cdadb1428565d2ea3a81fc22f935b3a53270c,1,0.5418801307678223,gunshot_gunfire,0,gunshot_gunfire,0.5418801307678223,0.0017754004802554846,0.36292970180511475,0.5418801307678223,0.004578887950628996,0.015806205570697784,0.07302970439195633,diversity,other_candidate__fsd50k__train__193832__0714.wav,0.000000,3.000
train,impulsive,FSD50K,train,333249,333249.wav,"Slam,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__333249__hard3s.wav,abadfb0a551b92753af767d8c5071f0a83983829617236b759a552ff3a26cae3,9,0.9258254170417786,gunshot_gunfire,4,gunshot_gunfire,0.5322709083557129,0.0072176288813352585,0.2246646285057068,0.5322709083557129,0.00873592123389244,0.0695330873131752,0.15757781267166138,diversity,other_candidate__fsd50k__train__333249__0551.wav,1.880000,3.000
train,impulsive,FSD50K,train,193850,193850.wav,"Knock,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__193850__hard3s.wav,e1bf86ce1569d05b44ef0e3db49cd6750a1e9875603ff336f6c8cf3ba0b6f32f,1,0.3629835247993469,glass_breaking,0,glass_breaking,0.3629835247993469,0.008204134181141853,0.3629835247993469,0.3499946594238281,0.027307054027915,0.06313379853963852,0.18837684392929077,diversity,other_candidate__fsd50k__train__193850__0601.wav,0.000000,3.000
train,impulsive,FSD50K,train,361755,361755.wav,"Finger_snapping,Hands",other__fsd50k__train__361755__hard3s.wav,f4f24cc59459e27b3e33b2bcdaca1df99232cd472c8c710f40da3135de4039c8,1,0.8741577863693237,glass_breaking,0,glass_breaking,0.8741577863693237,0.005321288947016001,0.8741577863693237,0.07608164101839066,0.003975691739469767,0.02458605170249939,0.015877513214945793,diversity,other_candidate__fsd50k__train__361755__0550.wav,0.000000,3.000
train,impulsive,FSD50K,train,346796,346796.wav,"Finger_snapping,Hands",other__fsd50k__train__346796__hard3s.wav,b25dfef83c39c3e611dcc92feb260bbdd57d43e8bd2ec97922bed10014a9e238,1,0.5297543406486511,gunshot_gunfire,0,gunshot_gunfire,0.5297543406486511,0.0031093964353203773,0.3816320598125458,0.5297543406486511,0.009622040204703808,0.046106766909360886,0.029775450006127357,diversity,other_candidate__fsd50k__train__346796__0595.wav,0.000000,3.000
train,impulsive,FSD50K,train,161600,161600.wav,"Slam,Wood,Door,Domestic_sounds_and_home_sounds",other__fsd50k__train__161600__hard3s.wav,8f953a9eb91ea35065f65c77a09146992ae7c38c9e0842d805a74f927c218b04,1,0.48064908385276794,gunshot_gunfire,0,gunshot_gunfire,0.48064908385276794,0.0020323568023741245,0.4308752417564392,0.48064908385276794,0.005241596605628729,0.014020148664712906,0.0671815499663353,diversity,other_candidate__fsd50k__train__161600__0658.wav,0.000000,3.000
