run_id,recorded_at,quality_level,test_type,board,board_revision,firmware_commit,configuration,model_name,model_classes,stimulus,expected_class,source,distance_cm,volume_percent,duration_s,frame_start,frame_end,frames_observed,detection_events,correct_events,unknown_events,cpu_load_percent_mean,preprocess_ms_mean,inference_ms_mean,postprocess_ms_mean,result,raw_log_path,notes,stimulus_hash,trial_id
RUN-20260816-215305,2026-08-16T21:53:05.4964336+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-001 | frozen reviewed six-class stimulus | FE4-001.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.462,143,173,31.0,3,1,13,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215305.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 1; candidate FE2C-099; true category gunshot_gunfire; source FSD50K eval 52357; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,9d03e3c15fa3b15c864eb53f648ca378eb04422613d01b720fc8519bc6b9515a,FE4-001
RUN-20260816-215915,2026-08-16T21:59:15.3725567+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-025 | frozen reviewed six-class stimulus | FE4-025.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.362,904,934,31.0,11,8,6,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215915.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 25; candidate FE2C-055; true category glass_breaking; source FSD50K eval 155620; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,dd2c4a316d97b0cb3666f16a549bd164ecfe264d8b60f8e1286cdafbdc35d0ac,FE4-025
RUN-20260816-215930,2026-08-16T21:59:30.7509430+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-026 | frozen reviewed six-class stimulus | FE4-026.wav,speech,FSD50K eval independent playback,30.0,100.0,15.403,936,966,31.0,12,10,3,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215930.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 26; candidate FE2C-017; true category speech; source FSD50K eval 211528; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,12fa51e632110c17b3fa80417be88cf89dc7dc5aca715fdb71593ee82f976c10,FE4-026
RUN-20260816-215946,2026-08-16T21:59:46.1667898+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-027 | frozen reviewed six-class stimulus | FE4-027.wav,siren,UrbanSound8K fold_6 independent playback,30.0,100.0,15.39,968,998,31.0,19,19,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215946.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 27; candidate FE2S2-008; true category siren; source UrbanSound8K fold_6 74726; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,9abf61c6b4f4c998641f1706c66639da4bd92c713c5c0f6b08075214077abc63,FE4-027
RUN-20260816-220001,2026-08-16T22:00:01.5718218+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-028 | frozen reviewed six-class stimulus | FE4-028.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.392,1000,1029,30.0,7,5,18,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220001.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 28; candidate FE2C-027; true category gunshot_gunfire; source FSD50K eval 344142; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,7ed76980e3a76bfb529b81117d48ebabd516d5a10a7f5a73352c49acdf542ee8,FE4-028
RUN-20260816-220016,2026-08-16T22:00:16.9831363+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-029 | frozen reviewed six-class stimulus | FE4-029.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.409,1031,1061,31.0,23,23,1,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220016.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 29; candidate FE2C-012; true category dog_bark; source FSD50K eval 29596; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,6f3f70f6e664ba9f9e8f0b46d59f926c7385caa6dc62070f723b9539ef375c8f,FE4-029
RUN-20260816-220032,2026-08-16T22:00:32.4074863+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-030 | frozen reviewed six-class stimulus | FE4-030.wav,other,FSD50K eval independent playback,30.0,100.0,15.379,1063,1093,31.0,9,5,15,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220032.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 30; candidate FE2C-011; true category Applause; source FSD50K eval 25295; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,ffb7cccd2b5ab5ff931f6fef03d936f8452ffd4337447cf44c92f23e982d83de,FE4-030
RUN-20260816-220047,2026-08-16T22:00:47.8010236+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-031 | frozen reviewed six-class stimulus | FE4-031.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.421,1095,1125,31.0,22,22,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220047.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 31; candidate FE2C-059; true category glass_breaking; source FSD50K eval 204185; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,f0c8f84610b1e6e6d913673acfd1959c6c77aaa6f5a701d3bef7452a52615c96,FE4-031
RUN-20260816-220103,2026-08-16T22:01:03.2383742+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-032 | frozen reviewed six-class stimulus | FE4-032.wav,other,FSD50K eval independent playback,30.0,100.0,15.393,1127,1156,30.0,17,0,0,10.81,1.43,9.38,0.0,fail_no_target_detection,experiments/raw/RUN-20260816-220103.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 32; candidate FE2C-003; true category Crack; source FSD50K eval 173329; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,151049c2829bea4e4d46dfaf8af413057ecb7bbfae9cb32cec41b3cf8f787445,FE4-032
RUN-20260816-220118,2026-08-16T22:01:18.6478747+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-033 | frozen reviewed six-class stimulus | FE4-033.wav,siren,UrbanSound8K fold_1 independent playback,30.0,100.0,15.389,1158,1188,31.0,18,18,7,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220118.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 33; candidate FE2S2-001; true category siren; source UrbanSound8K fold_1 157867; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,65789ef2aeb9e4c7c75dc9f8e37feeab1b6b67261b2f7559144eba84b3f15507,FE4-033
RUN-20260816-220134,2026-08-16T22:01:34.0529972+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-034 | frozen reviewed six-class stimulus | FE4-034.wav,speech,FSD50K eval independent playback,30.0,100.0,15.384,1190,1220,31.0,15,12,11,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220134.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 34; candidate FE2C-053; true category speech; source FSD50K eval 31489; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,82d45ac0204b9811541e445e8c6f805a545a47cd84aff0003dcd6744ed8e35f0,FE4-034
RUN-20260816-220149,2026-08-16T22:01:49.4526791+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-035 | frozen reviewed six-class stimulus | FE4-035.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.406,1222,1252,31.0,13,12,2,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220149.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 35; candidate FE2C-088; true category dog_bark; source FSD50K eval 380440; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,11c827bf6b399f7cd703604b23803d72a50394b3c3d08da91523160f94c5ae9f,FE4-035
RUN-20260816-220204,2026-08-16T22:02:04.8714339+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-036 | frozen reviewed six-class stimulus | FE4-036.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.374,1254,1283,30.0,15,15,8,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220204.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 36; candidate FE2C-029; true category gunshot_gunfire; source FSD50K eval 415508; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,1f63970c340aa66deb2ae16224cea296c49b7fcf30aaaa296c7df365f0348daa,FE4-036
RUN-20260816-220220,2026-08-16T22:02:20.2590782+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-037 | frozen reviewed six-class stimulus | FE4-037.wav,other,FSD50K eval independent playback,30.0,100.0,15.416,1285,1315,31.0,6,4,9,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220220.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 37; candidate FE2C-075; true category Knock; source FSD50K eval 135428; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,525ad89a21b052aee7dbb519bfcc0e0002604e640c5f20795dff8ab135ccdd32,FE4-037
RUN-20260816-220235,2026-08-16T22:02:35.6894981+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-038 | frozen reviewed six-class stimulus | FE4-038.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.403,1317,1347,31.0,8,8,10,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220235.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 38; candidate FE2C-065; true category gunshot_gunfire; source FSD50K eval 196400; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,a7319e649f0cf8406b298fc12b5d333fefd533b0136f818c0687b1a0d84a797a,FE4-038
RUN-20260816-220251,2026-08-16T22:02:51.1116272+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-039 | frozen reviewed six-class stimulus | FE4-039.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.401,1349,1379,31.0,24,24,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220251.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 39; candidate FE2C-050; true category dog_bark; source FSD50K eval 326563; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,18830f309e88a134075d229718338bea3a0deb4bb5f914809d8b7c75274de3be,FE4-039
RUN-20260816-220306,2026-08-16T22:03:06.5282050+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-040 | frozen reviewed six-class stimulus | FE4-040.wav,speech,FSD50K eval independent playback,30.0,100.0,15.409,1381,1410,30.0,15,15,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220306.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 40; candidate FE2C-101; true category speech; source FSD50K eval 391300; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,1c79200cea1115dbaff26618ed459133d42034922073824ffd801f902925dddd,FE4-040
RUN-20260816-220321,2026-08-16T22:03:21.9524356+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-041 | frozen reviewed six-class stimulus | FE4-041.wav,siren,UrbanSound8K fold_2 independent playback,30.0,100.0,15.414,1412,1442,31.0,14,13,9,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220321.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 41; candidate FE2S2-005; true category siren; source UrbanSound8K fold_2 123688; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,87b99b9d1dd4e4a863532cfa3f017cf8ca5353abaab67ebf623a322fac31d00c,FE4-041
RUN-20260816-220337,2026-08-16T22:03:37.3824409+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-042 | frozen reviewed six-class stimulus | FE4-042.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.385,1444,1474,31.0,16,13,1,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220337.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 42; candidate FE2C-102; true category glass_breaking; source FSD50K eval 98055; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,39eb78f202c0937a7de140de4aac8c413d6590ed98e96e2d58d89914fa6d1cf5,FE4-042
RUN-20260816-220352,2026-08-16T22:03:52.7811669+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-043 | frozen reviewed six-class stimulus | FE4-043.wav,speech,FSD50K eval independent playback,30.0,100.0,15.374,1476,1506,31.0,19,6,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220352.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 43; candidate FE2C-047; true category speech; source FSD50K eval 152418; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,7a883db9e7f7cd93632f6b68f62f5b45cf3c14c2a6e6adb6b94814b6fb3e0c19,FE4-043
RUN-20260816-220408,2026-08-16T22:04:08.1737997+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-044 | frozen reviewed six-class stimulus | FE4-044.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.36,1508,1537,30.0,3,3,16,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220408.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 44; candidate FE2C-060; true category gunshot_gunfire; source FSD50K eval 386780; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,f74dde506f2f4074abaf20ab7f6823a3fe9fef04c9d6a83ef2b94f504bd26857,FE4-044
RUN-20260816-220423,2026-08-16T22:04:23.5492263+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-045 | frozen reviewed six-class stimulus | FE4-045.wav,other,FSD50K eval independent playback,30.0,100.0,15.372,1539,1569,31.0,19,18,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220423.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 45; candidate FE2C-026; true category Wind; source FSD50K eval 113175; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,9633088421942d13a12e4c618e5462ba22f3ba3cd8976e2ae420c90e952e7ffd,FE4-045
RUN-20260816-220438,2026-08-16T22:04:38.9369601+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-046 | frozen reviewed six-class stimulus | FE4-046.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.379,1571,1601,31.0,24,24,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220438.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 46; candidate FE2C-021; true category dog_bark; source FSD50K eval 89210; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,f94144b0bd3f6ff1ea668961f210a1ae2226377fed5c5926b22cabd0e4c24181,FE4-046
RUN-20260816-220454,2026-08-16T22:04:54.3339224+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-047 | frozen reviewed six-class stimulus | FE4-047.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.401,1603,1633,31.0,22,22,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220454.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 47; candidate FE2S-008; true category glass_breaking; source FSD50K eval 34201; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,4dab601458742de44215465129921fc16d4db87d81d48244fa01420ceaff0ef5,FE4-047
RUN-20260816-220509,2026-08-16T22:05:09.7520641+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-048 | frozen reviewed six-class stimulus | FE4-048.wav,siren,UrbanSound8K fold_8 independent playback,30.0,100.0,15.415,1635,1664,30.0,11,10,15,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220509.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 48; candidate FE2S2-007; true category siren; source UrbanSound8K fold_8 71177; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,bdb7d20fe7eec90eae3f7092659977ba391d1f81903137ea6c9a52937449660d,FE4-048
