dataset_role,other_group,source_dataset,source_partition,source_id,source_filename,source_labels,filename,stimulus_sha256,patch_count,hardness_score,hardest_predicted_class,hardest_patch_within_clip,mean_top_class,mean_top_score,mean_score_dog_bark,mean_score_glass_breaking,mean_score_gunshot_gunfire,mean_score_siren,mean_score_speech,mean_score_thunderstorm
train,metallic_fragile,FSD50K,train,214849,214849.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__214849__0300.wav,26a77a78a433366030204ca28e009ee7a67a1190a1855ba0885f441148bd0279,2,0.9793061017990112,glass_breaking,0,glass_breaking,0.9287360906600952,0.0029323576018214226,0.9287360906600952,0.015898998826742172,0.026906128972768784,0.023260388523340225,0.0022660098038613796
train,metallic_fragile,FSD50K,train,417458,417458.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__417458__0301.wav,3b86f4cd08b4657ca299f0de3d7fe438e10deaf236686b903fcb1ed2035d7f55,8,0.9226565361022949,glass_breaking,7,glass_breaking,0.7514721155166626,0.005245625507086515,0.7514721155166626,0.10565456002950668,0.00727658998221159,0.06386397033929825,0.06648711860179901
train,metallic_fragile,FSD50K,train,349276,349276.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__349276__0302.wav,bbf442eacfb43eef696528b348f60e62ebbb3a08d18b32f4c73379c1f38a2d94,1,0.5077499747276306,gunshot_gunfire,0,gunshot_gunfire,0.5077499747276306,0.0007195418584160507,0.4551697373390198,0.5077499747276306,0.009919587522745132,0.009919587522745132,0.016521554440259933
train,metallic_fragile,FSD50K,train,276137,276137.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__276137__0303.wav,6812ef46cecbd3687699d890cfde513f0aff9cb65281ff6a10c55d99c7b8aab4,1,0.7532811164855957,glass_breaking,0,glass_breaking,0.7532811164855957,0.002294559497386217,0.7532811164855957,0.19561979174613953,0.004932137671858072,0.03795459121465683,0.005917834118008614
train,metallic_fragile,FSD50K,train,11878,11878.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__11878__0304.wav,73180779df94dc7e7885a6348a20835524befa8d3f1445f0100d8faadf8d4d46,1,0.42621955275535583,glass_breaking,0,glass_breaking,0.42621955275535583,0.010746221989393234,0.42621955275535583,0.119052954018116,0.3425154983997345,0.0992230474948883,0.0022426340728998184
train,metallic_fragile,FSD50K,train,326851,326851.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__326851__0305.wav,b93db8aaafa57ba7697d88a6eaf14562d73e58c637691c31e23665fb907dcbd8,1,0.8976615071296692,glass_breaking,0,glass_breaking,0.8976615071296692,0.00020570398191921413,0.8976615071296692,0.0972200557589531,0.0009856893448159099,0.0007637678645551205,0.0031634210608899593
train,metallic_fragile,FSD50K,train,209004,209004.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__209004__0306.wav,8fce4ad72ecbd5af8e45bcceed0f060231ba985fa24efcc90c6cb4c0f80efab5,1,0.9917042255401611,glass_breaking,0,glass_breaking,0.9917042255401611,0.00011371754226274788,0.9917042255401611,0.005612525157630444,0.0007293385569937527,0.001748804934322834,9.138489986071363e-05
train,metallic_fragile,FSD50K,train,152898,152898.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__152898__0307.wav,0204b47e8a00a571c56b31fb747953cde8d3cf7865b1ddb0ded3196eedc28c82,1,0.9877011179924011,glass_breaking,0,glass_breaking,0.9877011179924011,0.00027157104341313243,0.9877011179924011,0.011170856654644012,0.00016910316480789334,0.0002182378084398806,0.0004691006906796247
train,metallic_fragile,FSD50K,train,97508,97508.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__97508__0308.wav,14224e51593b4638ed128836954b07e0f0e404c8e2911d3cf3b8103410e81c2a,3,0.9676029682159424,glass_breaking,0,glass_breaking,0.9038114547729492,0.007249088492244482,0.9038114547729492,0.02199527807533741,0.013911302201449871,0.05229325219988823,0.0007395921857096255
train,metallic_fragile,FSD50K,train,393908,393908.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__393908__0309.wav,d6652fa477937780d8fe86e51d0b14638a7decf8d8cec17bb8f4720e3eb0a1de,1,0.9177772402763367,glass_breaking,0,glass_breaking,0.9177772402763367,0.0013488661497831345,0.9177772402763367,0.055484551936388016,0.0060091824270784855,0.012916690669953823,0.006463481113314629
train,metallic_fragile,FSD50K,train,329963,329963.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__329963__0310.wav,06e41c67f045ad074a7dab0fd203e6c61f0a288d085dad4c3293ee4c78c81ad1,1,0.5657585859298706,gunshot_gunfire,0,gunshot_gunfire,0.5657585859298706,0.01534279715269804,0.30450698733329773,0.5657585859298706,0.05296295881271362,0.03678892180323601,0.024639755487442017
train,metallic_fragile,FSD50K,train,97509,97509.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__97509__0311.wav,2c377606c222e10c3275d6d1365a1e85236e0609b470f2bbe3831a356e1c9ecd,6,0.7886224985122681,glass_breaking,0,glass_breaking,0.6295443773269653,0.015319542028009892,0.6295443773269653,0.046451669186353683,0.11030032485723495,0.19590143859386444,0.0024826908484101295
train,metallic_fragile,FSD50K,train,33934,33934.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__33934__0312.wav,d2e7060e6fd1671ec831270b8b67d02eea3dbb5f1dcc3bcdc38232bc3baecc69,1,0.29278841614723206,gunshot_gunfire,0,gunshot_gunfire,0.29278841614723206,0.10946236550807953,0.16950054466724396,0.29278841614723206,0.23528854548931122,0.15758688747882843,0.03537314385175705
train,metallic_fragile,FSD50K,train,184738,184738.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__184738__0313.wav,2f9b8f73f40e6397d7993a9c0bed6fc1b04666b1f5c709f1663d250c208f62b1,4,0.9543386101722717,glass_breaking,1,glass_breaking,0.6750655174255371,0.01345326192677021,0.6750655174255371,0.12919144332408905,0.06275926530361176,0.05108946934342384,0.06844102591276169
train,metallic_fragile,FSD50K,train,137252,137252.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__137252__0314.wav,5a01fdae2a2824310981c3ba2db352fe20a07160e251283f044f05422dea31af,13,0.9868708848953247,glass_breaking,5,glass_breaking,0.8271382451057434,0.012207861058413982,0.8271382451057434,0.05983767285943031,0.006143379490822554,0.050016287714242935,0.044656600803136826
train,metallic_fragile,FSD50K,train,341474,341474.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__341474__0315.wav,1da964d10fd5d6f7250e9c45e02a3487eaa3bd3952ef36ee27255311a3c34709,1,0.7377243041992188,glass_breaking,0,glass_breaking,0.7377243041992188,0.006465116050094366,0.7377243041992188,0.1431349366903305,0.055498600006103516,0.03717075660824776,0.02000633254647255
train,metallic_fragile,FSD50K,train,79173,79173.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__79173__0316.wav,8343c3b42dd5a33e68f3a093dc8ca928c57faf2449766cd577f02d5e4127fd28,4,0.8628610372543335,glass_breaking,1,glass_breaking,0.7207634449005127,0.009422403760254383,0.7207634449005127,0.1060192883014679,0.025364495813846588,0.07869136333465576,0.059738993644714355
train,metallic_fragile,FSD50K,train,16390,16390.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__16390__0317.wav,47d5391ac7ccc1624d738e54b3a1979e5853921a1a67020bfbed421f66b06edf,1,0.9911383986473083,glass_breaking,0,glass_breaking,0.9911383986473083,9.133276034845039e-05,0.9911383986473083,0.005609322804957628,0.000262764428043738,0.0028068902902305126,9.133276034845039e-05
train,metallic_fragile,FSD50K,train,393911,393911.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__393911__0318.wav,337cf56542f7f3a021deaa4316998caf0c82335de1f36815a7f43de100192fd3,1,0.8184555768966675,glass_breaking,0,glass_breaking,0.8184555768966675,0.00020921930263284594,0.8184555768966675,0.14235414564609528,0.0009320693789049983,0.03564514219760895,0.0024038751143962145
train,metallic_fragile,FSD50K,train,336585,336585.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__336585__0319.wav,6cd1671df76f98431d63320f712615640a1df29acffca57bd45087c8956832d6,2,0.6115014553070068,gunshot_gunfire,1,gunshot_gunfire,0.49443018436431885,0.0053741056472063065,0.23812095820903778,0.49443018436431885,0.0803695097565651,0.05648971349000931,0.12521551549434662
train,metallic_fragile,FSD50K,train,361186,361186.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__361186__0320.wav,90f5f171c80cb0104968e144de9664fb62d1de3bc2151e43153b1164c0ca59fa,2,0.8127016425132751,glass_breaking,0,glass_breaking,0.41248708963394165,0.005022709257900715,0.41248708963394165,0.21110716462135315,0.046467214822769165,0.008521348237991333,0.31639447808265686
train,metallic_fragile,FSD50K,train,80136,80136.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__80136__0321.wav,acf2f50d38772fbeda82e35c3abfc6d414c6477f7b431a612c3da6f82b4ffbcc,7,0.921073317527771,glass_breaking,1,glass_breaking,0.7323706746101379,0.005095069296658039,0.7323706746101379,0.1429440826177597,0.008776060305535793,0.07904262840747833,0.03177150338888168
train,metallic_fragile,FSD50K,train,336562,336562.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__336562__0322.wav,dc73f8fbba2787a5c352ac6f125e0f24392243719b83eb341c851ce18c5dc43a,9,0.9292469024658203,glass_breaking,3,glass_breaking,0.7630367279052734,0.00547006307169795,0.7630367279052734,0.08499544858932495,0.004290788434445858,0.05862535908818245,0.08358155190944672
train,metallic_fragile,FSD50K,train,325926,325926.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__325926__0323.wav,174b116044de2f0e8e15ea3f41bba09b03b2a1c05162dd6cce11b1b1e77eeb11,13,0.9544090032577515,glass_breaking,2,glass_breaking,0.7626413702964783,0.001344176009297371,0.7626413702964783,0.16260403394699097,0.0034776011016219854,0.052251651883125305,0.017681170254945755
train,metallic_fragile,FSD50K,train,51437,51437.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__51437__0324.wav,1fb9b39b7627c7a1437afefb5e30eca28b4b85e1093b0cc9fef52b6d8cc80e13,1,0.8611981272697449,glass_breaking,0,glass_breaking,0.8611981272697449,0.00040901912143453956,0.8611981272697449,0.10790667682886124,0.007827281020581722,0.02171327918767929,0.0009456502739340067
train,metallic_fragile,FSD50K,train,166712,166712.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__166712__0325.wav,e35ce16886ee73a76aeda4078b13a8bc66492f5a17c92933688ab074a219fb89,4,0.9816623330116272,glass_breaking,1,glass_breaking,0.9535764455795288,0.000937925186008215,0.9535764455795288,0.012661407701671124,0.001025000587105751,0.031193161383271217,0.0006060339510440826
train,metallic_fragile,FSD50K,train,156178,156178.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__156178__0326.wav,3457082486b2c461cb97ef5856fe1283d23eb462bbca2f40eeff966f6a836ec1,5,0.9141321778297424,glass_breaking,2,glass_breaking,0.7056698799133301,0.09285005182027817,0.7056698799133301,0.028985073789954185,0.013626026920974255,0.10485615581274033,0.05401277542114258
train,metallic_fragile,FSD50K,train,121605,121605.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__121605__0327.wav,c1f3614893e429e1f05efc8a82066292e34a903ce229244302c5442a73ee4e85,1,0.4798718988895416,speech,0,speech,0.4798718988895416,0.016794899478554726,0.14952322840690613,0.09310583025217056,0.24903817474842072,0.4798718988895416,0.011666006408631802
train,metallic_fragile,FSD50K,train,417452,417452.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__417452__0328.wav,7382db58226d6b9d512a4788f300d7d1ba5625fa8ff2ea6d898fd409a52aa5cc,4,0.9876164793968201,glass_breaking,1,glass_breaking,0.8700042963027954,0.00355392973870039,0.8700042963027954,0.06499974429607391,0.008448950946331024,0.026673100888729095,0.026319995522499084
train,metallic_fragile,FSD50K,train,156183,156183.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__156183__0329.wav,7b4ae42bf485965500e035f67108b76e1e5c7395f217dccb9323a8863780796e,1,0.9680740833282471,glass_breaking,0,glass_breaking,0.9680740833282471,0.013137027621269226,0.9680740833282471,0.005478790961205959,0.0031717699021101,0.005892988760024309,0.004245277028530836
train,metallic_fragile,FSD50K,train,336580,336580.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__336580__0330.wav,a03ff78b6756f6146146becf5448cb6c3dc7d6426849193322670471f1c93a38,1,0.6783798933029175,glass_breaking,0,glass_breaking,0.6783798933029175,0.008558751083910465,0.6783798933029175,0.1468253880739212,0.041011709719896317,0.011455518193542957,0.11376860737800598
train,metallic_fragile,FSD50K,train,234609,234609.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__234609__0331.wav,1a19b53bccc220548ec1d96d7db588aa1254f19c469d5f1b134e06b640d3928d,1,0.9853764176368713,glass_breaking,0,glass_breaking,0.9853764176368713,0.0003626302059274167,0.9853764176368713,0.0071970876306295395,0.001396395149640739,0.005576713010668755,9.080179734155536e-05
train,metallic_fragile,FSD50K,train,73093,73093.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__73093__0332.wav,9fab1167c6c2e87d47510bf31a30eb219553365f173ab5217d94176d2673bdce,2,0.9647377729415894,glass_breaking,1,glass_breaking,0.9064753651618958,0.01513450127094984,0.9064753651618958,0.012987904250621796,0.00865202397108078,0.0074288914911448956,0.04932131990790367
train,metallic_fragile,FSD50K,train,336202,336202.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__336202__0333.wav,d2e4fc091a17d27af686c0e920d1041100367da7767b62e23cc8f79e450b641b,1,0.8385508060455322,glass_breaking,0,glass_breaking,0.8385508060455322,0.00317851803265512,0.8385508060455322,0.08443482220172882,0.005905525758862495,0.056551069021224976,0.0113793620839715
train,metallic_fragile,FSD50K,train,393909,393909.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__393909__0334.wav,22f297af572b72a8e2525e5cced99b834e2067b204d4c82808f0409c5fa61297,1,0.9192957878112793,glass_breaking,0,glass_breaking,0.9192957878112793,0.0001958549109986052,0.9192957878112793,0.035890862345695496,0.0017436750931665301,0.041522737592458725,0.0013510986464098096
train,metallic_fragile,FSD50K,train,214847,214847.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__214847__0335.wav,f0fd3dc893d652051a63436160819fd056ad4fbab869b256656197860a3f5c97,1,0.9718384146690369,glass_breaking,0,glass_breaking,0.9718384146690369,0.0008268810925073922,0.9718384146690369,0.008832871913909912,0.005303279496729374,0.0065992954187095165,0.0065992954187095165
train,metallic_fragile,FSD50K,train,6243,6243.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__6243__0336.wav,1c90eadc70d4cba49c19e5a7d1db84d31c95ce1346a8d9e00f5430d2f25812f4,8,0.9621216654777527,glass_breaking,2,glass_breaking,0.7226603031158447,0.005316974129527807,0.7226603031158447,0.14974957704544067,0.033240824937820435,0.025782672688364983,0.06324965506792068
train,metallic_fragile,FSD50K,train,423338,423338.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__423338__0337.wav,66a0b5612b31738e0f748e52c72a372fe8d2c0685c4307d9a890a864ffce2524,2,0.5303962826728821,speech,0,speech,0.35009872913360596,0.00564265763387084,0.2374451756477356,0.21042197942733765,0.09927298128604889,0.35009872913360596,0.09711847454309464
train,metallic_fragile,FSD50K,train,411179,411179.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__411179__0338.wav,92d4a97f761a7fd361a056d083f9546f07d63f09a871f0a16413c691a2849341,1,0.9880032539367676,glass_breaking,0,glass_breaking,0.9880032539367676,0.0005428764852695167,0.9880032539367676,0.0018069379730150104,0.0007266167085617781,0.008658459410071373,0.00026193325174972415
train,metallic_fragile,FSD50K,train,266999,266999.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__266999__0339.wav,392956bbeb910f9a44329eab72d296e973181d78ecd8dad10edcb1e06384b3fd,1,0.9964975714683533,glass_breaking,0,glass_breaking,0.9964975714683533,0.0002123026642948389,0.9964975714683533,0.000847861694637686,0.0005279505858197808,0.0018224730156362057,9.182660141959786e-05
train,metallic_fragile,FSD50K,train,322394,322394.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__322394__0340.wav,234e5c4bf2f5f36368412dfb3998e1555a75013db2412994037afc9c9875f45d,1,0.9836767911911011,glass_breaking,0,glass_breaking,0.9836767911911011,0.0003017080307472497,0.9836767911911011,0.0107272332534194,0.001204914995469153,0.0025899566244333982,0.0014993728836998343
train,metallic_fragile,FSD50K,train,408228,408228.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__408228__0341.wav,028256b457fd2468837d247e79ef97119ac9e98c33f1155cb72b3b8d346a3229,3,0.9887257218360901,glass_breaking,1,glass_breaking,0.9428555369377136,0.00508313812315464,0.9428555369377136,0.017944077029824257,0.012140024453401566,0.02052333764731884,0.0014539380790665746
train,metallic_fragile,FSD50K,train,214848,214848.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__214848__0342.wav,f34c3e554b362a73f7a88b411c59a199df2b60300bc2e89a74bc5e8e286d0de5,2,0.8452855348587036,glass_breaking,1,glass_breaking,0.7586551904678345,0.04835331439971924,0.7586551904678345,0.026401333510875702,0.08603281527757645,0.06682178378105164,0.013735558837652206
train,metallic_fragile,FSD50K,train,185737,185737.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__185737__0343.wav,bdc73f14447e653661594f1c5e0133dc852aa76ffc89aa35ce40e542e29a03e5,2,0.9771785736083984,glass_breaking,1,glass_breaking,0.9189674854278564,0.001279304618947208,0.9189674854278564,0.05862630531191826,0.005358518101274967,0.007790581323206425,0.00797781627625227
train,metallic_fragile,FSD50K,train,50819,50819.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__50819__0344.wav,51e34ed3cb0f1d1a80a88e64615c8768a070d8f27631848e6013b4c93a18fd89,1,0.9765200614929199,glass_breaking,0,glass_breaking,0.9765200614929199,8.998568955576047e-05,0.9765200614929199,0.02207125350832939,0.00044719409197568893,0.0003727079601958394,0.0004988534492440522
train,metallic_fragile,FSD50K,train,243517,243517.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__243517__0345.wav,87b753895ba068ef9e322e831de512b292bd927edbaf9e01ef940bfbbed4cf0b,4,0.9612436294555664,glass_breaking,0,glass_breaking,0.6556866765022278,0.0030296402983367443,0.6556866765022278,0.276286244392395,0.007007873151451349,0.03776540234684944,0.020224181935191154
train,metallic_fragile,FSD50K,train,336197,336197.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__336197__0346.wav,2f8e9dae92d781c3ff67060f36ca7e84e1b699592caf2160b1054834c4c79696,1,0.709426999092102,glass_breaking,0,glass_breaking,0.709426999092102,0.0038713118992745876,0.709426999092102,0.19106842577457428,0.004996166564524174,0.05740461125969887,0.03323258087038994
train,metallic_fragile,FSD50K,train,329032,329032.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__329032__0347.wav,5e2bdffc9b987ced64ae4be97ab4ac6fa6da682512a02f4eba1066f291aa8160,4,0.9112163782119751,glass_breaking,0,glass_breaking,0.39932990074157715,0.0054842508397996426,0.39932990074157715,0.18611562252044678,0.12626244127750397,0.1740473359823227,0.1087605208158493
train,metallic_fragile,FSD50K,train,29917,29917.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__29917__0348.wav,0479d5896c722539f83a3f0a316a889a135ad90d850ff801661c6363a9b80a46,2,0.7265647053718567,gunshot_gunfire,0,gunshot_gunfire,0.4289654791355133,0.013994812965393066,0.3057692050933838,0.4289654791355133,0.03087647631764412,0.10754553228616714,0.11284846067428589
train,metallic_fragile,FSD50K,train,125535,125535.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__125535__0349.wav,3fd8de1f5cfeec33f4975dc7d5a57b96b81889fb6f8e0c49573c7bf89f31a7ca,13,0.9484057426452637,glass_breaking,2,glass_breaking,0.8246698379516602,0.0013484421651810408,0.8246698379516602,0.08240174502134323,0.00268853222951293,0.052739474922418594,0.036151912063360214
train,metallic_fragile,FSD50K,train,233286,233286.wav,"Coin_(dropping),Singing,Domestic_sounds_and_home_sounds,Human_voice",other_candidate__fsd50k__train__233286__0350.wav,c22f43aab0ead2413aa1f7a4b37f800e8fb1873c466553c5f05df6e1aefb18b3,6,0.8096516728401184,glass_breaking,5,glass_breaking,0.32860222458839417,0.023400308564305305,0.32860222458839417,0.2032461315393448,0.08691895753145218,0.31871548295021057,0.03911682963371277
train,metallic_fragile,FSD50K,train,405699,405699.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__405699__0351.wav,debc898d6c45374b49e277c3db88eed1da79ed8f9f9b5c3ba325974172629500,1,0.9523369073867798,glass_breaking,0,glass_breaking,0.9523369073867798,0.0002182331372750923,0.9523369073867798,0.04147590324282646,0.0024177145678550005,0.0005426988936960697,0.0030085574835538864
train,metallic_fragile,FSD50K,train,80112,80112.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__80112__0352.wav,d6c64df891976fee5edda8e268b8994b97292e1573dd7be230bf4d2d2883bae0,3,0.6892493367195129,glass_breaking,2,glass_breaking,0.5003491044044495,0.01800491102039814,0.5003491044044495,0.15352647006511688,0.0667220875620842,0.2091095894575119,0.05228786543011665
train,metallic_fragile,FSD50K,train,185742,185742.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__185742__0353.wav,450f3c95d755f53e7c8868c3e09660f9b057764839ea187a802a534f2b3ae0a0,13,0.7897305488586426,glass_breaking,1,glass_breaking,0.2676495909690857,0.02205960638821125,0.2676495909690857,0.12068723887205124,0.1877785623073578,0.14560917019844055,0.2562158405780792
train,metallic_fragile,FSD50K,train,156184,156184.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__156184__0354.wav,b7f5bf367da8c1de6c504958b073765c70c17a578cc1e7170509a24dc46e9dab,13,0.9099885821342468,glass_breaking,11,glass_breaking,0.6937769651412964,0.014023439027369022,0.6937769651412964,0.11635876446962357,0.037009451538324356,0.10241581499576569,0.036415524780750275
train,metallic_fragile,FSD50K,train,33925,33925.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__33925__0355.wav,34ff8ecf26cf19edc488c6d3a86bc857960f75e66c1c7adad03eeb5c183212f6,4,0.8409635424613953,glass_breaking,2,glass_breaking,0.5783063173294067,0.014546554535627365,0.5783063173294067,0.2825445532798767,0.019222009927034378,0.08540481328964233,0.019975755363702774
train,metallic_fragile,FSD50K,train,274817,274817.wav,"Keys_jangling,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__274817__0356.wav,1d3e0eb91f6c0993f60ca7811420459c91c165fc85d6f551d331db5edcac19f0,1,0.9736648797988892,glass_breaking,0,glass_breaking,0.9736648797988892,0.0061469851061701775,0.9736648797988892,0.0028597370255738497,0.0076491860672831535,0.00951849389821291,0.0001607348385732621
train,metallic_fragile,FSD50K,train,264987,264987.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__264987__0357.wav,ec3a1c0c1c0b6b9e19cae37297c4f31b4ff800ea5b69b38538a5a7989a74bb53,5,0.8417530059814453,gunshot_gunfire,0,gunshot_gunfire,0.4679870009422302,0.00251013389788568,0.4150710701942444,0.4679870009422302,0.02797546610236168,0.038908131420612335,0.047548215836286545
train,metallic_fragile,FSD50K,train,367273,367273.wav,"Coin_(dropping),Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__367273__0358.wav,93df5a39b4da3f84a2214800d48cd69f1c899c2cd21e80d5eeebeb2d89e172b8,13,0.993196964263916,glass_breaking,10,glass_breaking,0.8491291403770447,0.013635342940688133,0.8491291403770447,0.05263885110616684,0.022120224311947823,0.05544121563434601,0.007035065907984972
train,metallic_fragile,FSD50K,train,237383,237383.wav,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds",other_candidate__fsd50k__train__237383__0359.wav,5633581d76f1ad1975b3e1f3f6deba4f54f0bb406e54ac96e5fa72a4f830012b,5,0.8984885215759277,glass_breaking,3,glass_breaking,0.7340604662895203,0.003884891513735056,0.7340604662895203,0.14255239069461823,0.011935075744986534,0.09619276970624924,0.011374377645552158
train,human_non_speech,FSD50K,train,393775,393775.wav,Chewing_and_mastication,other_candidate__fsd50k__train__393775__0360.wav,5a13b88a800f9191b1a595bdc4d38e0a8c51f6a3a592323b5178522c028ed0d7,13,0.9058840870857239,glass_breaking,12,glass_breaking,0.4866578280925751,0.019365422427654266,0.4866578280925751,0.0725196823477745,0.008233306929469109,0.33627572655677795,0.07694797217845917
train,human_non_speech,FSD50K,train,395410,395410.wav,"Chuckle_and_chortle,Laughter,Human_voice",other_candidate__fsd50k__train__395410__0361.wav,1dd7cbfcf66d78a3676e8f47b97ed70254d289d71780119eedcfdab7497b4060,3,0.9514825344085693,speech,2,speech,0.7115954756736755,0.0979473665356636,0.040948536247015,0.07547799497842789,0.04422197863459587,0.7115954756736755,0.029808640480041504
train,human_non_speech,FSD50K,train,60774,60774.wav,"Crowd,Laughter,Human_group_actions,Human_voice",other_candidate__fsd50k__train__60774__0362.wav,8a7c8f1da934bda3d2afa67414b1e87c12f2cf7d7e9d03fca352d8d357c85fcc,6,0.9560223817825317,speech,5,speech,0.9375655055046082,0.015430326573550701,0.017538344487547874,0.015184055082499981,0.00865990947932005,0.9375655055046082,0.005621857475489378
train,human_non_speech,FSD50K,train,329010,329010.wav,"Laughter,Human_voice",other_candidate__fsd50k__train__329010__0363.wav,8de5520f48c4d0a143281f649e25176d0ac3e9323fe250abc8e74f22f1d7be36,6,0.814397931098938,speech,2,speech,0.6234456896781921,0.13593634963035583,0.13986341655254364,0.044374484568834305,0.03578552231192589,0.6234456896781921,0.02059454284608364
train,human_non_speech,FSD50K,train,241493,241493.wav,"Laughter,Human_voice",other_candidate__fsd50k__train__241493__0364.wav,ea44cdc955a84ee7f3fa4f2d976d3036c165d9db19f66344d2ddd717097cb528,1,0.6682417392730713,siren,0,siren,0.6682417392730713,0.014041979797184467,0.17997610569000244,0.020965686067938805,0.6682417392730713,0.11206837743520737,0.004706117790192366
